Real,User,Sys,Algorithm,Iteration
0.50,2.32,0.16,NodeIterator,1
0.21,0.72,0.13,EdgeIterator,1
0.44,2.16,0.13,NodeIterator,2
0.22,0.75,0.12,EdgeIterator,2
0.43,2.09,0.15,NodeIterator,3
0.22,0.73,0.12,EdgeIterator,3
0.44,2.24,0.14,NodeIterator,4
0.22,0.74,0.11,EdgeIterator,4
0.44,2.28,0.13,NodeIterator,5
0.22,0.75,0.12,EdgeIterator,5
0.44,2.15,0.13,NodeIterator,6
0.22,0.74,0.12,EdgeIterator,6
0.42,2.27,0.13,NodeIterator,7
0.23,0.75,0.12,EdgeIterator,7
0.43,2.23,0.13,NodeIterator,8
0.23,0.76,0.11,EdgeIterator,8
0.45,2.47,0.15,NodeIterator,9
0.22,0.74,0.13,EdgeIterator,9
0.47,2.36,0.12,NodeIterator,10
0.22,0.74,0.13,EdgeIterator,10
0.43,2.23,0.12,NodeIterator,11
0.22,0.72,0.15,EdgeIterator,11
0.47,2.41,0.13,NodeIterator,12
0.21,0.73,0.12,EdgeIterator,12
0.45,2.53,0.12,NodeIterator,13
0.21,0.73,0.13,EdgeIterator,13
0.45,2.52,0.14,NodeIterator,14
0.23,0.75,0.12,EdgeIterator,14
0.44,2.23,0.11,NodeIterator,15
0.22,0.74,0.11,EdgeIterator,15
0.48,2.42,0.13,NodeIterator,16
0.21,0.74,0.11,EdgeIterator,16
0.42,2.08,0.12,NodeIterator,17
0.22,0.73,0.13,EdgeIterator,17
0.42,2.06,0.15,NodeIterator,18
0.22,0.76,0.11,EdgeIterator,18
0.47,2.54,0.13,NodeIterator,19
0.21,0.73,0.12,EdgeIterator,19
0.48,2.31,0.12,NodeIterator,20
0.22,0.74,0.12,EdgeIterator,20
0.44,2.27,0.13,NodeIterator,21
0.21,0.75,0.11,EdgeIterator,21
0.45,2.14,0.13,NodeIterator,22
0.23,0.75,0.12,EdgeIterator,22
0.44,2.40,0.12,NodeIterator,23
0.21,0.74,0.12,EdgeIterator,23
0.43,2.09,0.12,NodeIterator,24
0.23,0.75,0.12,EdgeIterator,24
0.43,2.28,0.11,NodeIterator,25
0.21,0.72,0.13,EdgeIterator,25
