Real,User,Sys,Algorithm,Iteration
0.48,2.47,0.12,NodeIterator,1
0.22,0.75,0.12,EdgeIterator,1
0.43,2.09,0.14,NodeIterator,2
0.21,0.73,0.12,EdgeIterator,2
0.42,2.12,0.13,NodeIterator,3
0.23,0.73,0.14,EdgeIterator,3
0.50,2.56,0.12,NodeIterator,4
0.21,0.70,0.15,EdgeIterator,4
0.44,2.33,0.13,NodeIterator,5
0.22,0.72,0.16,EdgeIterator,5
0.42,2.21,0.14,NodeIterator,6
0.22,0.75,0.12,EdgeIterator,6
0.45,2.36,0.15,NodeIterator,7
0.21,0.73,0.13,EdgeIterator,7
0.44,2.06,0.14,NodeIterator,8
0.22,0.73,0.12,EdgeIterator,8
0.48,2.52,0.14,NodeIterator,9
0.22,0.74,0.13,EdgeIterator,9
0.44,2.13,0.13,NodeIterator,10
0.21,0.71,0.14,EdgeIterator,10
0.42,2.19,0.13,NodeIterator,11
0.22,0.75,0.11,EdgeIterator,11
0.48,2.43,0.12,NodeIterator,12
0.23,0.73,0.12,EdgeIterator,12
0.43,2.10,0.13,NodeIterator,13
0.22,0.74,0.14,EdgeIterator,13
0.48,2.60,0.13,NodeIterator,14
0.21,0.74,0.12,EdgeIterator,14
0.43,2.23,0.13,NodeIterator,15
0.21,0.72,0.14,EdgeIterator,15
0.42,2.49,0.14,NodeIterator,16
0.23,0.74,0.12,EdgeIterator,16
0.43,2.00,0.16,NodeIterator,17
0.21,0.73,0.12,EdgeIterator,17
0.44,2.25,0.12,NodeIterator,18
0.22,0.75,0.12,EdgeIterator,18
0.46,2.46,0.12,NodeIterator,19
0.21,0.71,0.15,EdgeIterator,19
0.44,2.32,0.14,NodeIterator,20
0.22,0.74,0.12,EdgeIterator,20
0.44,2.63,0.12,NodeIterator,21
0.23,0.74,0.12,EdgeIterator,21
0.48,2.58,0.12,NodeIterator,22
0.21,0.72,0.12,EdgeIterator,22
0.42,2.12,0.10,NodeIterator,23
0.23,0.74,0.12,EdgeIterator,23
0.43,2.08,0.13,NodeIterator,24
0.23,0.76,0.11,EdgeIterator,24
0.48,2.56,0.13,NodeIterator,25
0.21,0.73,0.12,EdgeIterator,25
