Real,User,Sys,Algorithm,Iteration
0.18,0.02,0.13,Sync,1
0.17,0.06,0.10,Async,1
0.16,0.03,0.12,EdgeAsync,1
0.17,0.06,0.10,EtiledAsync,1
0.18,0.07,0.10,BlkdAsync,1
0.15,0.04,0.11,LabelProc,1
0.16,0.05,0.10,Serial,1
0.16,0.06,0.10,Sync,2
0.16,0.04,0.11,Async,2
0.16,0.05,0.11,EdgeAsync,2
0.17,0.07,0.10,EtiledAsync,2
0.17,0.06,0.11,BlkdAsync,2
0.16,0.05,0.11,LabelProc,2
0.16,0.06,0.09,Serial,2
0.15,0.02,0.12,Sync,3
0.17,0.05,0.11,Async,3
0.17,0.05,0.11,EdgeAsync,3
0.16,0.06,0.10,EtiledAsync,3
0.18,0.08,0.09,BlkdAsync,3
0.16,0.04,0.11,LabelProc,3
0.17,0.06,0.10,Serial,3
0.16,0.05,0.10,Sync,4
0.17,0.06,0.11,Async,4
0.16,0.04,0.12,EdgeAsync,4
0.16,0.06,0.10,EtiledAsync,4
0.17,0.05,0.11,BlkdAsync,4
0.15,0.03,0.12,LabelProc,4
0.17,0.05,0.11,Serial,4
0.16,0.05,0.11,Sync,5
0.16,0.06,0.10,Async,5
0.17,0.05,0.11,EdgeAsync,5
0.16,0.05,0.11,EtiledAsync,5
0.18,0.08,0.09,BlkdAsync,5
0.15,0.04,0.11,LabelProc,5
0.17,0.06,0.10,Serial,5
0.16,0.05,0.11,Sync,6
0.16,0.06,0.10,Async,6
0.17,0.06,0.10,EdgeAsync,6
0.15,0.04,0.11,EtiledAsync,6
0.19,0.07,0.11,BlkdAsync,6
0.16,0.06,0.10,LabelProc,6
0.16,0.07,0.09,Serial,6
0.16,0.05,0.10,Sync,7
0.17,0.07,0.09,Async,7
0.17,0.05,0.11,EdgeAsync,7
0.15,0.06,0.10,EtiledAsync,7
0.17,0.05,0.11,BlkdAsync,7
0.17,0.05,0.11,LabelProc,7
0.16,0.05,0.11,Serial,7
0.15,0.02,0.12,Sync,8
0.16,0.06,0.09,Async,8
0.16,0.05,0.10,EdgeAsync,8
0.17,0.07,0.09,EtiledAsync,8
0.17,0.05,0.11,BlkdAsync,8
0.17,0.06,0.11,LabelProc,8
0.16,0.06,0.10,Serial,8
0.15,0.02,0.12,Sync,9
0.16,0.06,0.10,Async,9
0.17,0.06,0.11,EdgeAsync,9
0.17,0.06,0.11,EtiledAsync,9
0.17,0.07,0.10,BlkdAsync,9
0.17,0.06,0.10,LabelProc,9
0.17,0.06,0.10,Serial,9
0.16,0.06,0.09,Sync,10
0.17,0.06,0.10,Async,10
0.17,0.05,0.11,EdgeAsync,10
0.17,0.05,0.11,EtiledAsync,10
0.17,0.05,0.12,BlkdAsync,10
0.16,0.06,0.09,LabelProc,10
0.16,0.06,0.10,Serial,10
0.15,0.03,0.11,Sync,11
0.17,0.05,0.11,Async,11
0.16,0.05,0.11,EdgeAsync,11
0.15,0.03,0.12,EtiledAsync,11
0.17,0.06,0.11,BlkdAsync,11
0.16,0.07,0.09,LabelProc,11
0.15,0.05,0.09,Serial,11
0.15,0.04,0.11,Sync,12
0.16,0.06,0.10,Async,12
0.17,0.06,0.11,EdgeAsync,12
0.16,0.06,0.10,EtiledAsync,12
0.17,0.07,0.10,BlkdAsync,12
0.16,0.06,0.09,LabelProc,12
0.16,0.05,0.11,Serial,12
0.17,0.04,0.13,Sync,13
0.16,0.06,0.10,Async,13
0.17,0.06,0.10,EdgeAsync,13
0.16,0.04,0.12,EtiledAsync,13
0.17,0.07,0.10,BlkdAsync,13
0.15,0.05,0.10,LabelProc,13
0.17,0.07,0.09,Serial,13
0.16,0.05,0.11,Sync,14
0.16,0.06,0.10,Async,14
0.17,0.07,0.10,EdgeAsync,14
0.16,0.06,0.10,EtiledAsync,14
0.19,0.09,0.10,BlkdAsync,14
0.16,0.04,0.11,LabelProc,14
0.16,0.04,0.12,Serial,14
0.16,0.06,0.09,Sync,15
0.15,0.03,0.11,Async,15
0.16,0.04,0.11,EdgeAsync,15
0.18,0.07,0.10,EtiledAsync,15
0.18,0.10,0.08,BlkdAsync,15
0.17,0.06,0.10,LabelProc,15
0.15,0.03,0.12,Serial,15
0.16,0.06,0.09,Sync,16
0.17,0.06,0.10,Async,16
0.17,0.06,0.10,EdgeAsync,16
0.16,0.07,0.09,EtiledAsync,16
0.17,0.07,0.10,BlkdAsync,16
0.17,0.06,0.11,LabelProc,16
0.17,0.04,0.12,Serial,16
0.16,0.05,0.11,Sync,17
0.16,0.06,0.09,Async,17
0.17,0.05,0.11,EdgeAsync,17
0.16,0.05,0.11,EtiledAsync,17
0.18,0.07,0.10,BlkdAsync,17
0.16,0.04,0.12,LabelProc,17
0.16,0.06,0.10,Serial,17
0.15,0.04,0.11,Sync,18
0.17,0.05,0.11,Async,18
0.16,0.06,0.10,EdgeAsync,18
0.15,0.05,0.10,EtiledAsync,18
0.18,0.05,0.12,BlkdAsync,18
0.15,0.03,0.11,LabelProc,18
0.15,0.04,0.11,Serial,18
0.16,0.06,0.10,Sync,19
0.17,0.06,0.10,Async,19
0.17,0.05,0.11,EdgeAsync,19
0.17,0.07,0.10,EtiledAsync,19
