Real,User,Sys,Algorithm,Iteration
0.28,0.13,0.10,Pull-Topo,1
0.19,0.09,0.09,Pull-Residual,1
0.26,0.17,0.09,Push-Async,1
0.37,0.28,0.08,Push-Sync,1
0.20,0.13,0.07,Pull-Topo,2
0.20,0.11,0.08,Pull-Residual,2
0.27,0.18,0.09,Push-Async,2
0.36,0.25,0.10,Push-Sync,2
0.20,0.12,0.08,Pull-Topo,3
0.20,0.10,0.10,Pull-Residual,3
0.28,0.19,0.08,Push-Async,3
0.36,0.29,0.08,Push-Sync,3
0.19,0.10,0.09,Pull-Topo,4
0.21,0.11,0.10,Pull-Residual,4
0.27,0.18,0.09,Push-Async,4
0.36,0.28,0.08,Push-Sync,4
0.19,0.11,0.08,Pull-Topo,5
0.21,0.13,0.08,Pull-Residual,5
0.26,0.19,0.07,Push-Async,5
0.37,0.26,0.10,Push-Sync,5
0.20,0.11,0.09,Pull-Topo,6
0.20,0.10,0.09,Pull-Residual,6
0.27,0.18,0.08,Push-Async,6
0.36,0.26,0.10,Push-Sync,6
0.20,0.11,0.09,Pull-Topo,7
0.20,0.12,0.08,Pull-Residual,7
0.28,0.19,0.09,Push-Async,7
0.35,0.24,0.11,Push-Sync,7
0.20,0.11,0.09,Pull-Topo,8
0.20,0.11,0.09,Pull-Residual,8
0.26,0.18,0.08,Push-Async,8
0.36,0.27,0.09,Push-Sync,8
0.20,0.12,0.08,Pull-Topo,9
0.20,0.13,0.07,Pull-Residual,9
0.28,0.19,0.08,Push-Async,9
0.36,0.28,0.07,Push-Sync,9
0.20,0.13,0.07,Pull-Topo,10
0.20,0.11,0.08,Pull-Residual,10
0.28,0.19,0.08,Push-Async,10
0.35,0.28,0.07,Push-Sync,10
0.20,0.11,0.08,Pull-Topo,11
0.20,0.11,0.08,Pull-Residual,11
0.27,0.19,0.08,Push-Async,11
0.37,0.27,0.09,Push-Sync,11
0.20,0.11,0.08,Pull-Topo,12
0.20,0.11,0.09,Pull-Residual,12
0.27,0.19,0.08,Push-Async,12
0.36,0.26,0.10,Push-Sync,12
0.19,0.10,0.09,Pull-Topo,13
0.20,0.10,0.09,Pull-Residual,13
0.27,0.17,0.10,Push-Async,13
0.36,0.28,0.08,Push-Sync,13
0.19,0.11,0.08,Pull-Topo,14
0.20,0.10,0.09,Pull-Residual,14
0.26,0.18,0.08,Push-Async,14
0.36,0.27,0.09,Push-Sync,14
0.21,0.12,0.08,Pull-Topo,15
0.20,0.11,0.08,Pull-Residual,15
0.26,0.16,0.10,Push-Async,15
0.36,0.28,0.08,Push-Sync,15
0.20,0.11,0.08,Pull-Topo,16
0.20,0.11,0.09,Pull-Residual,16
0.26,0.19,0.07,Push-Async,16
0.36,0.27,0.08,Push-Sync,16
0.19,0.08,0.10,Pull-Topo,17
0.20,0.11,0.09,Pull-Residual,17
0.27,0.18,0.09,Push-Async,17
0.37,0.27,0.09,Push-Sync,17
0.20,0.09,0.11,Pull-Topo,18
0.20,0.11,0.09,Pull-Residual,18
0.26,0.15,0.10,Push-Async,18
0.37,0.28,0.08,Push-Sync,18
0.20,0.11,0.09,Pull-Topo,19
0.20,0.11,0.09,Pull-Residual,19
0.26,0.18,0.08,Push-Async,19
0.36,0.28,0.08,Push-Sync,19
0.20,0.09,0.11,Pull-Topo,20
0.19,0.09,0.10,Pull-Residual,20
0.27,0.15,0.12,Push-Async,20
0.37,0.28,0.09,Push-Sync,20
0.20,0.11,0.09,Pull-Topo,21
0.20,0.10,0.09,Pull-Residual,21
0.27,0.18,0.08,Push-Async,21
0.36,0.26,0.09,Push-Sync,21
0.20,0.11,0.09,Pull-Topo,22
0.20,0.10,0.09,Pull-Residual,22
0.28,0.18,0.10,Push-Async,22
0.36,0.27,0.09,Push-Sync,22
0.19,0.10,0.09,Pull-Topo,23
0.20,0.10,0.10,Pull-Residual,23
0.27,0.20,0.07,Push-Async,23
0.36,0.27,0.09,Push-Sync,23
0.20,0.12,0.08,Pull-Topo,24
0.20,0.10,0.10,Pull-Residual,24
0.27,0.17,0.09,Push-Async,24
0.37,0.28,0.09,Push-Sync,24
0.20,0.10,0.10,Pull-Topo,25
0.20,0.10,0.10,Pull-Residual,25
0.28,0.19,0.08,Push-Async,25
0.36,0.28,0.08,Push-Sync,25
