Real,User,Sys,Algorithm,Iteration
0.17,0.06,0.09,Sync,1
0.16,0.08,0.08,Async,1
0.16,0.03,0.12,EdgeAsync,1
0.17,0.07,0.10,EtiledAsync,1
0.17,0.06,0.10,BlkdAsync,1
0.16,0.06,0.10,LabelProc,1
0.16,0.06,0.10,Serial,1
0.16,0.05,0.10,Sync,2
0.15,0.06,0.09,Async,2
0.16,0.06,0.10,EdgeAsync,2
0.16,0.05,0.10,EtiledAsync,2
0.17,0.06,0.11,BlkdAsync,2
0.16,0.05,0.10,LabelProc,2
0.15,0.04,0.11,Serial,2
0.16,0.04,0.12,Sync,3
0.15,0.05,0.10,Async,3
0.16,0.06,0.10,EdgeAsync,3
0.16,0.06,0.10,EtiledAsync,3
0.18,0.09,0.09,BlkdAsync,3
0.16,0.04,0.12,LabelProc,3
0.17,0.05,0.11,Serial,3
0.15,0.03,0.12,Sync,4
0.16,0.06,0.10,Async,4
0.16,0.04,0.12,EdgeAsync,4
0.16,0.04,0.11,EtiledAsync,4
0.17,0.06,0.11,BlkdAsync,4
0.15,0.04,0.11,LabelProc,4
0.16,0.04,0.12,Serial,4
0.15,0.03,0.11,Sync,5
0.15,0.04,0.11,Async,5
0.16,0.06,0.09,EdgeAsync,5
0.15,0.02,0.13,EtiledAsync,5
0.18,0.06,0.11,BlkdAsync,5
0.16,0.05,0.10,LabelProc,5
0.16,0.05,0.11,Serial,5
0.15,0.03,0.11,Sync,6
0.16,0.07,0.09,Async,6
0.16,0.05,0.11,EdgeAsync,6
0.16,0.06,0.10,EtiledAsync,6
0.17,0.07,0.10,BlkdAsync,6
0.16,0.05,0.11,LabelProc,6
0.17,0.05,0.11,Serial,6
0.16,0.05,0.11,Sync,7
0.17,0.06,0.10,Async,7
0.17,0.06,0.10,EdgeAsync,7
0.17,0.05,0.11,EtiledAsync,7
0.18,0.08,0.10,BlkdAsync,7
0.15,0.03,0.11,LabelProc,7
0.15,0.03,0.12,Serial,7
0.15,0.04,0.11,Sync,8
0.17,0.06,0.11,Async,8
0.17,0.06,0.11,EdgeAsync,8
0.17,0.05,0.12,EtiledAsync,8
0.17,0.06,0.10,BlkdAsync,8
0.15,0.05,0.10,LabelProc,8
0.15,0.05,0.10,Serial,8
0.16,0.07,0.09,Sync,9
0.17,0.06,0.11,Async,9
0.17,0.05,0.11,EdgeAsync,9
0.17,0.06,0.10,EtiledAsync,9
0.17,0.07,0.10,BlkdAsync,9
0.16,0.06,0.10,LabelProc,9
0.17,0.07,0.10,Serial,9
0.15,0.05,0.09,Sync,10
0.17,0.06,0.10,Async,10
0.17,0.06,0.10,EdgeAsync,10
0.16,0.05,0.10,EtiledAsync,10
0.18,0.08,0.10,BlkdAsync,10
0.16,0.05,0.10,LabelProc,10
0.17,0.05,0.11,Serial,10
0.16,0.05,0.11,Sync,11
0.15,0.05,0.10,Async,11
0.16,0.05,0.11,EdgeAsync,11
0.17,0.06,0.10,EtiledAsync,11
0.18,0.07,0.10,BlkdAsync,11
0.16,0.04,0.12,LabelProc,11
0.16,0.05,0.10,Serial,11
0.16,0.06,0.10,Sync,12
0.16,0.05,0.10,Async,12
0.17,0.06,0.11,EdgeAsync,12
0.16,0.04,0.11,EtiledAsync,12
0.17,0.06,0.11,BlkdAsync,12
0.16,0.05,0.11,LabelProc,12
0.16,0.06,0.10,Serial,12
0.16,0.06,0.10,Sync,13
0.17,0.07,0.10,Async,13
0.17,0.05,0.11,EdgeAsync,13
0.16,0.05,0.11,EtiledAsync,13
0.18,0.09,0.08,BlkdAsync,13
0.16,0.05,0.11,LabelProc,13
0.16,0.06,0.10,Serial,13
0.16,0.06,0.10,Sync,14
0.15,0.03,0.12,Async,14
0.17,0.06,0.10,EdgeAsync,14
0.17,0.04,0.12,EtiledAsync,14
0.18,0.06,0.12,BlkdAsync,14
0.16,0.07,0.09,LabelProc,14
0.16,0.07,0.09,Serial,14
0.16,0.05,0.10,Sync,15
0.16,0.03,0.12,Async,15
0.17,0.06,0.11,EdgeAsync,15
0.16,0.05,0.11,EtiledAsync,15
0.18,0.07,0.10,BlkdAsync,15
0.16,0.04,0.12,LabelProc,15
0.15,0.04,0.11,Serial,15
0.15,0.03,0.11,Sync,16
0.16,0.05,0.11,Async,16
0.17,0.05,0.12,EdgeAsync,16
0.15,0.03,0.11,EtiledAsync,16
0.17,0.07,0.10,BlkdAsync,16
0.16,0.05,0.11,LabelProc,16
0.16,0.05,0.11,Serial,16
0.16,0.05,0.11,Sync,17
0.16,0.05,0.11,Async,17
0.16,0.06,0.09,EdgeAsync,17
0.15,0.03,0.12,EtiledAsync,17
0.18,0.06,0.11,BlkdAsync,17
0.16,0.05,0.10,LabelProc,17
0.17,0.07,0.10,Serial,17
0.16,0.04,0.11,Sync,18
0.16,0.05,0.11,Async,18
0.16,0.05,0.10,EdgeAsync,18
0.17,0.06,0.10,EtiledAsync,18
0.17,0.04,0.12,BlkdAsync,18
0.16,0.06,0.10,LabelProc,18
0.17,0.09,0.07,Serial,18
0.16,0.05,0.11,Sync,19
0.16,0.06,0.10,Async,19
0.17,0.06,0.10,EdgeAsync,19
0.17,0.06,0.10,EtiledAsync,19
0.18,0.05,0.12,BlkdAsync,19
0.15,0.04,0.11,LabelProc,19
0.16,0.05,0.11,Serial,19
0.16,0.04,0.11,Sync,20
0.16,0.05,0.10,Async,20
0.17,0.07,0.10,EdgeAsync,20
0.17,0.06,0.11,EtiledAsync,20
0.17,0.07,0.10,BlkdAsync,20
0.16,0.06,0.10,LabelProc,20
0.17,0.07,0.09,Serial,20
0.16,0.05,0.11,Sync,21
0.15,0.05,0.10,Async,21
0.16,0.03,0.12,EdgeAsync,21
0.16,0.05,0.11,EtiledAsync,21
0.18,0.08,0.09,BlkdAsync,21
0.16,0.05,0.11,LabelProc,21
0.17,0.06,0.11,Serial,21
0.15,0.04,0.10,Sync,22
0.16,0.06,0.09,Async,22
0.16,0.05,0.11,EdgeAsync,22
0.16,0.04,0.11,EtiledAsync,22
0.18,0.06,0.11,BlkdAsync,22
0.16,0.06,0.10,LabelProc,22
0.17,0.07,0.10,Serial,22
0.16,0.05,0.10,Sync,23
0.17,0.06,0.10,Async,23
0.16,0.04,0.11,EdgeAsync,23
0.16,0.05,0.11,EtiledAsync,23
0.18,0.06,0.11,BlkdAsync,23
0.16,0.05,0.11,LabelProc,23
0.17,0.07,0.09,Serial,23
0.16,0.05,0.11,Sync,24
0.16,0.04,0.11,Async,24
0.16,0.04,0.12,EdgeAsync,24
0.17,0.06,0.11,EtiledAsync,24
0.17,0.08,0.09,BlkdAsync,24
0.16,0.06,0.10,LabelProc,24
0.16,0.04,0.12,Serial,24
0.16,0.04,0.11,Sync,25
0.17,0.05,0.11,Async,25
0.17,0.05,0.12,EdgeAsync,25
0.17,0.06,0.11,EtiledAsync,25
0.17,0.06,0.10,BlkdAsync,25
0.16,0.04,0.11,LabelProc,25
0.16,0.07,0.09,Serial,25
