Ordering,Algo,Refs,Misses,Time
default,PR-Async\n,4640697733.0,447998378.0,8.682322728
default,PR-Async\n,4615481237.0,446674189.0,8.656798998
default,PR-Async\n,4583197458.0,445481683.0,8.583561787
default,PR-Async\n,4656038315.0,450624716.0,9.080772119
default,PR-Async\n,4937923859.0,472648187.0,8.959027559
default,PR-Async\n,4680734625.0,454415174.0,8.582288633
default,PR-Async\n,4366839385.0,439580881.0,8.491708508
default,PR-Async\n,3942243322.0,433320557.0,8.522487021
default,PR-Async\n,4644403504.0,446855031.0,8.664694695
default,PR-Async\n,4821312359.0,461781324.0,8.741465525
default,PR-Async\n,4662553596.0,450015447.0,8.754754393
default,PR-Async\n,4543297168.0,446476262.0,8.686105164
default,PR-Async\n,4637665548.0,450498749.0,8.549763705
default,PR-Async\n,4553659568.0,447848667.0,8.660428985
default,PR-Async\n,3929328803.0,433599026.0,8.578949338
default,PR-Async\n,4778588033.0,457328571.0,8.729739527
default,PR-Async\n,4559785267.0,447135985.0,8.577509982
default,PR-Async\n,4474566944.0,442639822.0,8.457460964
default,PR-Async\n,4395761010.0,445698762.0,8.421418089
default,PR-Async\n,4871117041.0,464466101.0,8.635167062
default,PR-Async\n,4393532990.0,440451351.0,8.63408033
default,PR-Async\n,4966042945.0,471124954.0,8.796591133
default,PR-Async\n,4940241611.0,474690035.0,8.64637425
default,PR-Async\n,4635440954.0,448223911.0,8.753838357
default,PR-Async\n,4175512860.0,441470990.0,8.505000715
default,PR-Sync\n,4409098476.0,609564657.0,9.779017517
default,PR-Sync\n,4460451247.0,621886908.0,9.918047276
default,PR-Sync\n,4621381234.0,606201670.0,9.91325698
default,PR-Sync\n,4417087044.0,613377731.0,9.843573602
default,PR-Sync\n,4397650842.0,621504672.0,9.800069729
default,PR-Sync\n,4447164442.0,623781998.0,9.857851893
default,PR-Sync\n,4338986575.0,620583276.0,9.79546887
default,PR-Sync\n,4776695851.0,625455534.0,9.863663099
default,PR-Sync\n,4380541422.0,608348263.0,9.932561527
default,PR-Sync\n,4201446471.0,608386504.0,9.7350939
default,PR-Sync\n,4517549320.0,620616182.0,9.835152025
default,PR-Sync\n,4665230140.0,616666764.0,9.89439588
default,PR-Sync\n,4427542710.0,612565269.0,9.867606901
default,PR-Sync\n,4631711495.0,623987023.0,9.84119438
default,PR-Sync\n,4561894393.0,626897357.0,9.898199207
default,PR-Sync\n,4342445973.0,615962750.0,9.783256854
default,PR-Sync\n,4489729171.0,613828063.0,9.790184929
default,PR-Sync\n,4441470297.0,610004382.0,9.844482863
default,PR-Sync\n,4249620364.0,614600738.0,9.804492531
default,PR-Sync\n,4582150054.0,620825113.0,9.871995773
default,PR-Sync\n,4516201004.0,615554832.0,9.983770565
default,PR-Sync\n,4432003145.0,606707408.0,9.82433274
default,PR-Sync\n,4738527297.0,608757123.0,9.91906263
default,PR-Sync\n,4609652737.0,630097007.0,9.955014891
default,PR-Sync\n,4396306140.0,623290937.0,10.034468499
degree,PR-Async\n,4293612942.0,426920963.0,7.730591152
degree,PR-Async\n,4439010803.0,429156225.0,7.660070516
degree,PR-Async\n,4044618611.0,425467227.0,7.772205057
degree,PR-Async\n,4274025702.0,422771970.0,7.65921214
degree,PR-Async\n,4363642528.0,424923086.0,7.667656962
degree,PR-Async\n,4068771264.0,424350487.0,7.666321474
degree,PR-Async\n,4313667966.0,427710897.0,7.662945278
degree,PR-Async\n,4029312030.0,423233023.0,7.67649769
degree,PR-Async\n,4046510380.0,422668117.0,7.688692761
degree,PR-Async\n,4043066495.0,424761207.0,7.652702946
degree,PR-Async\n,4207753205.0,422239768.0,7.567930895
degree,PR-Async\n,4409309458.0,423721477.0,7.697396596
degree,PR-Async\n,4057810457.0,425866969.0,7.687183822
degree,PR-Async\n,4059325652.0,424470875.0,7.700024943
degree,PR-Async\n,4261315221.0,425453503.0,7.587366928
degree,PR-Async\n,4045769448.0,426336823.0,7.717265814
degree,PR-Async\n,4107752376.0,427502410.0,7.68184228
degree,PR-Async\n,4393569528.0,425947347.0,7.691201197
degree,PR-Async\n,4412978501.0,423161935.0,7.692606026
degree,PR-Async\n,3998111943.0,424398805.0,7.652052201
degree,PR-Async\n,4016466980.0,422347382.0,7.62858422
degree,PR-Async\n,4073306656.0,424926604.0,7.645617921
degree,PR-Async\n,4053791322.0,422388661.0,7.664507954
degree,PR-Async\n,4052064687.0,425456693.0,7.831539959
degree,PR-Async\n,4042652109.0,421463429.0,7.630941792
