Ordering,Algo,Refs,Misses,Time
default,Connected,6808194056.0,1864185972.0,7.262956435
default,Connected,8275080967.0,1882600144.0,9.951491334
default,Connected,8340005589.0,1888042698.0,9.477460547
default,Connected,6755366347.0,1877326177.0,7.03598011
default,Connected,6766261411.0,1877437771.0,7.04674254
default,Connected,8224696157.0,1891468892.0,9.985524249
default,Connected,6795643585.0,1869024607.0,7.032292648
default,Connected,8009330562.0,1887721370.0,9.246557741
default,Connected,8216894624.0,1889771645.0,10.059132771
default,Connected,8080960978.0,1876383908.0,9.379727712
default,Connected,8079871541.0,1890538916.0,9.671081836
default,Connected,6788500980.0,1874387396.0,6.762232501
default,Connected,6750897030.0,1862591266.0,6.872274888
default,Connected,6666382925.0,1859057776.0,6.612146885
default,Connected,8035745239.0,1886277712.0,9.430005515
default,Connected,6689517063.0,1871848958.0,6.837639806
default,Connected,7988122898.0,1878930833.0,9.288548936
default,Connected,6778541208.0,1878443030.0,6.960561217
default,Connected,7903401851.0,1874665071.0,9.018917075
default,Connected,8215908137.0,1879339890.0,9.430096402
default,Connected,8124196693.0,1873923468.0,9.235090238
default,Connected,6787301133.0,1884444980.0,6.966523159
default,Connected,8019137924.0,1874863501.0,8.741934598
default,Connected,8172586870.0,1884100589.0,9.245482346
default,Connected,6676236479.0,1875161248.0,6.831625472
degree,Connected,10476602212.0,2098277408.0,8.096511056
degree,Connected,11688385880.0,2115030803.0,9.995537871
degree,Connected,10359312631.0,2098333093.0,7.853986856
degree,Connected,11856459605.0,2106264738.0,10.546174521
degree,Connected,10448885021.0,2111870926.0,7.971098145
degree,Connected,10447618194.0,2118273640.0,7.828468861
degree,Connected,10447961357.0,2117697718.0,7.900808977
degree,Connected,10394810799.0,2130660698.0,7.991919211
degree,Connected,10414892287.0,2104937461.0,8.026724821
degree,Connected,10352593342.0,2108543071.0,7.724306496
degree,Connected,11770210986.0,2117770273.0,9.954342705
degree,Connected,10434659693.0,2127589073.0,7.93008271
degree,Connected,10345257066.0,2112772537.0,7.687708602
degree,Connected,10411223745.0,2108249843.0,7.941363384
degree,Connected,10456204016.0,2106666027.0,7.992200805
degree,Connected,10526266391.0,2115554403.0,7.968701924
degree,Connected,10278577387.0,2107989014.0,7.612703887
degree,Connected,10495168997.0,2102312851.0,8.004226705
degree,Connected,10424062367.0,2117714825.0,8.017454696
degree,Connected,10410287473.0,2109667259.0,7.920173091
degree,Connected,10476162287.0,2101522646.0,7.873721663
degree,Connected,11743242300.0,2122179200.0,10.363581005
degree,Connected,10408343240.0,2105027230.0,7.923501214
degree,Connected,11830533224.0,2126727783.0,10.909613579
degree,Connected,10426449379.0,2098258271.0,7.957341692
revdegree,Connected,10382782557.0,1935581063.0,9.539613957
revdegree,Connected,9268363798.0,1913895613.0,7.446155112
revdegree,Connected,9234073733.0,1914769777.0,7.375200421
revdegree,Connected,10589538492.0,1932010236.0,9.961317978
revdegree,Connected,9266397296.0,1910552264.0,7.518692411
revdegree,Connected,10517015444.0,1919058924.0,9.531176757
revdegree,Connected,9294636322.0,1918341849.0,7.380527587
revdegree,Connected,10575470867.0,1927901237.0,9.752383455
revdegree,Connected,10594570367.0,1929623799.0,9.523339744
revdegree,Connected,9314375876.0,1912484511.0,7.640298068
revdegree,Connected,9300512067.0,1904897362.0,7.43659541
revdegree,Connected,9314623951.0,1923783680.0,7.631035157
revdegree,Connected,10615973132.0,1927663534.0,9.946066395
revdegree,Connected,10668079698.0,1920503456.0,9.958408661
revdegree,Connected,10618542062.0,1934697144.0,10.175648107
revdegree,Connected,9166142079.0,1909900291.0,7.207814011
revdegree,Connected,9256879154.0,1913746871.0,7.625455715
revdegree,Connected,9200884458.0,1906813809.0,7.369741089
revdegree,Connected,10729139239.0,1927746382.0,10.090141005
revdegree,Connected,9204798130.0,1920405887.0,7.428392091
revdegree,Connected,10723477376.0,1924239490.0,10.387395855
revdegree,Connected,9261306629.0,1924992516.0,7.657421008
revdegree,Connected,10592888640.0,1922455992.0,9.551298671
revdegree,Connected,9226507813.0,1906001611.0,7.360437593
revdegree,Connected,9218970709.0,1908013932.0,7.514858218
