Real,User,Sys,Algorithm,Iteration
14.77,47.97,0.93,Connected,1
7.14,42.11,0.82,Connected,2
7.02,41.74,0.82,Connected,3
10.07,48.44,0.69,Connected,4
9.33,46.67,0.72,Connected,5
9.61,47.11,0.84,Connected,6
7.09,41.83,0.74,Connected,7
9.96,48.00,0.67,Connected,8
9.06,46.23,0.77,Connected,9
9.37,46.91,0.75,Connected,10
7.11,41.97,0.73,Connected,11
9.64,47.04,0.79,Connected,12
6.96,41.65,0.79,Connected,13
9.65,47.18,0.73,Connected,14
9.15,46.39,0.65,Connected,15
8.96,45.97,0.76,Connected,16
6.90,41.48,0.76,Connected,17
6.73,41.73,0.79,Connected,18
9.04,45.86,0.73,Connected,19
9.35,46.62,0.69,Connected,20
9.27,46.45,0.83,Connected,21
9.40,46.80,0.84,Connected,22
7.07,41.88,0.80,Connected,23
6.99,41.88,0.73,Connected,24
9.26,46.93,0.69,Connected,25
