Real,User,Sys,Algorithm,Iteration
16.32,58.86,0.90,Connected,1
9.62,54.65,0.75,Connected,2
9.30,54.28,0.76,Connected,3
8.53,57.38,0.79,Connected,4
8.00,51.76,0.67,Connected,5
10.18,56.26,0.70,Connected,6
9.43,54.56,0.64,Connected,7
7.73,50.91,0.74,Connected,8
7.92,51.16,0.81,Connected,9
10.39,56.44,0.79,Connected,10
10.60,57.03,0.68,Connected,11
9.97,55.38,0.75,Connected,12
7.64,50.56,0.83,Connected,13
7.54,50.17,0.83,Connected,14
7.62,50.53,0.78,Connected,15
7.97,51.75,0.68,Connected,16
10.55,56.99,0.68,Connected,17
7.83,51.14,0.77,Connected,18
7.93,51.86,0.77,Connected,19
10.34,56.51,0.62,Connected,20
7.61,50.69,0.65,Connected,21
7.90,50.90,0.84,Connected,22
10.14,56.43,0.72,Connected,23
7.88,51.05,0.74,Connected,24
10.76,57.53,0.70,Connected,25
