Real,User,Sys,Algorithm,Iteration
11.49,71.89,1.23,Sync,1
8.03,41.65,0.92,Sync,2
6.64,40.42,1.00,Sync,3
6.55,39.12,0.97,Sync,4
6.63,40.14,0.86,Sync,5
6.55,39.87,0.97,Sync,6
6.43,38.67,0.89,Sync,7
8.37,42.96,0.86,Sync,8
8.76,45.13,0.90,Sync,9
8.80,45.28,0.79,Sync,10
6.60,40.30,0.84,Sync,11
6.37,38.19,0.97,Sync,12
6.34,38.22,0.92,Sync,13
6.40,38.68,1.13,Sync,14
8.89,45.65,0.92,Sync,15
9.02,45.02,0.81,Sync,16
6.68,41.43,0.82,Sync,17
6.64,40.18,0.88,Sync,18
6.62,40.13,0.85,Sync,19
6.57,39.86,0.89,Sync,20
8.54,44.06,0.86,Sync,21
8.56,44.16,0.90,Sync,22
6.51,39.11,0.91,Sync,23
6.54,39.66,0.92,Sync,24
6.60,39.69,0.97,Sync,25
