Ordering,Algo,Refs,Misses,Time
default,PR,40317713493.0,18470132504.0,468.499119874
default,PR,40272032902.0,18242207257.0,466.534368887
default,PR,40405622551.0,18505982356.0,470.859652443
default,PR,40220210799.0,18031248581.0,463.009531485
default,PR,40518349412.0,18056164456.0,467.080513848
default,PR,40501073968.0,17775758443.0,464.794173678
default,PR,40243053503.0,18315499460.0,466.756519122
default,PR,40279768362.0,18688494630.0,471.972319631
default,PR,40273229400.0,18387372663.0,468.709274021
degree,PR,62904017854.0,30649064199.0,707.378824887
degree,PR,63197842169.0,29803055253.0,705.155663203
degree,PR,62687428159.0,30268384308.0,699.765837715
degree,PR,63408188986.0,30393663126.0,711.336022986
degree,PR,62943624857.0,29634617807.0,696.275496224
degree,PR,63383801821.0,30500181515.0,711.021098497
degree,PR,63975466341.0,30675362811.0,717.007932977
degree,PR,63307518697.0,30991004530.0,711.67410216
degree,PR,62843868991.0,30458993790.0,704.814254913
revdegree,PR,63022035980.0,30215887045.0,700.447724912
revdegree,PR,63457249142.0,30608730575.0,707.537052852
revdegree,PR,63012939997.0,30947547190.0,705.222148141
revdegree,PR,62882141367.0,30615788609.0,700.405916082
revdegree,PR,62718790452.0,30857397544.0,701.32146831
revdegree,PR,63328242359.0,29908861974.0,703.727189266
revdegree,PR,62942748880.0,30621905271.0,702.660179858
revdegree,PR,62722160765.0,30128348018.0,697.850004402
revdegree,PR,62669900448.0,30681500462.0,700.001696476
