Ordering,Algo,Refs,Misses,Time
default,PR-Async,371294701764.0,113790080791.0,1056.705409781
default,PR-Async,341569833770.0,101974743951.0,1170.20272287
default,PR-Async,329219084655.0,95941829182.0,1213.388124911
default,PR-Async,363378389434.0,110518036760.0,1307.41444787
default,PR-Async,332420810756.0,98019660037.0,1156.088287188
default,PR-Async,368595574619.0,113655681032.0,1269.97335785
default,PR-Async,367284053183.0,110789422091.0,1325.98884597
default,PR-Async,351349251924.0,102178297965.0,988.010699213
default,PR-Async,348687170890.0,103706593756.0,1301.842924829
default,PR-Async,350942914064.0,106234790091.0,1264.616301908
default,PR-Async,354496100946.0,107513084266.0,1248.430419265
default,PR-Async,337317291925.0,99524125163.0,1205.383168633
default,PR-Async,356242334971.0,110996049227.0,1247.233198458
default,PR-Async,347356709452.0,103494144782.0,1376.53296317
default,PR-Async,360342320330.0,110028578511.0,1119.189174303
default,PR-Async,332558432508.0,96642612231.0,1284.692032076
default,PR-Async,334966910213.0,100613398628.0,1365.929044129
default,PR-Async,337994420254.0,97421756138.0,982.263261014
default,PR-Async,347406840006.0,101606657577.0,1256.576402762
default,PR-Async,364897296040.0,113450236870.0,1315.860031444
default,PR-Async,335187357103.0,98158816386.0,1302.47714978
default,PR-Async,375883487110.0,116634150719.0,1118.978018784
default,PR-Async,342579033038.0,102274936898.0,1333.175965882
default,PR-Async,329750298881.0,96548135428.0,1264.511380506
default,PR-Async,351690658240.0,105562380549.0,1353.122727909
default,PR-Sync,371770882702.0,120203523400.0,2150.098204109
default,PR-Sync,366084643315.0,119340117428.0,2476.420371063
default,PR-Sync,374518636135.0,120643460318.0,2113.599412962
default,PR-Sync,376490442031.0,121453293193.0,2186.926466491
default,PR-Sync,373334900220.0,120491784996.0,2591.384610172
default,PR-Sync,375519999672.0,121198928070.0,2152.797536207
default,PR-Sync,378542963688.0,121731388933.0,2212.489942336
default,PR-Sync,374723209293.0,121094375064.0,2611.125962745
default,PR-Sync,368456326502.0,119650355580.0,2127.714703328
default,PR-Sync,374587154522.0,120736842123.0,2114.779928988
default,PR-Sync,377367913250.0,121492094287.0,2415.929749426
default,PR-Sync,376749790660.0,121897152005.0,2675.789953306
default,PR-Sync,373895186966.0,121156077224.0,2212.384593592
default,PR-Sync,379200648938.0,121922495904.0,2150.334819351
default,PR-Sync,377801337829.0,121628007645.0,2582.451251767
default,PR-Sync,377754938352.0,121632133499.0,2221.427128487
default,PR-Sync,369492092580.0,119670132495.0,2149.667025472
default,PR-Sync,376341888117.0,121390767106.0,2652.060293466
default,PR-Sync,377559044343.0,121682905238.0,2358.924640855
default,PR-Sync,377386075715.0,121396154978.0,2117.136991751
default,PR-Sync,369632096554.0,119810469334.0,2237.057061092
default,PR-Sync,369603372422.0,120135203534.0,2636.73022288
default,PR-Sync,376642765422.0,121565141665.0,2127.259310694
default,PR-Sync,367145070069.0,119567988836.0,2178.419133101
default,PR-Sync,377721944478.0,121777573504.0,2489.331203215
degree,PR-Async,384348852665.0,82260640731.0,1037.695135592
