Ordering,Algo,Refs,Misses,Time
livejournal,PR-Async\n,11583682755.0,3545501222.0,27.834561237
livejournal,PR-Async\n,11547756070.0,3549911629.0,27.390968168
livejournal,PR-Async\n,12103753099.0,3651045230.0,27.742340299
livejournal,PR-Async\n,12281769615.0,3689313170.0,27.733846307
livejournal,PR-Async\n,11853507306.0,3607918755.0,27.603906088
livejournal,PR-Async\n,11785500847.0,3689214065.0,28.060216054
livejournal,PR-Async\n,11901084616.0,3619703527.0,27.794715259
livejournal,PR-Async\n,11449467684.0,3539135584.0,27.700565563
livejournal,PR-Async\n,11748320062.0,3596117664.0,27.960701246
livejournal,PR-Async\n,11639366712.0,3600327222.0,27.56965591
livejournal,PR-Async\n,12026905209.0,3643927655.0,27.917584572
livejournal,PR-Async\n,11724813988.0,3623101341.0,27.991718948
livejournal,PR-Async\n,11579347430.0,3956034855.0,32.186655467
livejournal,PR-Async\n,11316748844.0,4102175933.0,37.518376226
livejournal,PR-Async\n,10619572405.0,4064026633.0,38.167444824
livejournal,PR-Async\n,11353147421.0,4295405424.0,38.643637026
livejournal,PR-Async\n,10584597849.0,4032646393.0,39.594286265
livejournal,PR-Async\n,10805636087.0,4111582361.0,39.476698183
livejournal,PR-Async\n,10808908709.0,4101959395.0,38.801654129
livejournal,PR-Async\n,11167663828.0,4212437770.0,38.949071198
livejournal,PR-Async\n,11368281627.0,4316486006.0,39.12630936
livejournal,PR-Async\n,11108699280.0,4190722822.0,38.973405769
livejournal,PR-Async\n,10842697127.0,4119231300.0,38.429701353
livejournal,PR-Async\n,10544115383.0,4044286194.0,42.154060292
livejournal,PR-Async\n,11948106954.0,3660178088.0,29.145795323
livejournal,PR-Sync\n,12843180071.0,4661940061.0,31.468924349
livejournal,PR-Sync\n,12821570675.0,4662021252.0,31.700243688
livejournal,PR-Sync\n,12818159404.0,4654292436.0,31.235356072
livejournal,PR-Sync\n,12827186527.0,4648246260.0,31.34129939
livejournal,PR-Sync\n,12812317008.0,4660021634.0,31.039743341
livejournal,PR-Sync\n,12914766656.0,4664307106.0,31.783589965
livejournal,PR-Sync\n,12837944559.0,4676589760.0,31.342816384
livejournal,PR-Sync\n,12952128114.0,4699228191.0,31.483555791
livejournal,PR-Sync\n,13063403851.0,4702892795.0,31.599101201
livejournal,PR-Sync\n,12928294762.0,4682789231.0,31.338660006
livejournal,PR-Sync\n,12906497167.0,4686446293.0,31.538224098
livejournal,PR-Sync\n,12815281193.0,4902616771.0,33.135832457
livejournal,PR-Sync\n,12120461119.0,5329508636.0,42.415804453
livejournal,PR-Sync\n,12472048646.0,5225838306.0,39.46785774
livejournal,PR-Sync\n,12254762731.0,5425881357.0,44.403491102
livejournal,PR-Sync\n,12248451078.0,5299572469.0,41.473071897
livejournal,PR-Sync\n,12214356577.0,5391463134.0,44.117225345
livejournal,PR-Sync\n,12198842672.0,5383815852.0,43.257222593
livejournal,PR-Sync\n,12018083662.0,5390237577.0,43.141792069
livejournal,PR-Sync\n,12127774540.0,5365954238.0,42.499597622
livejournal,PR-Sync\n,11958516062.0,5378084134.0,43.861774617
livejournal,PR-Sync\n,12193671957.0,5382008987.0,43.429519173
livejournal,PR-Sync\n,12211634597.0,5396726047.0,42.863082662
livejournal,PR-Sync\n,13012697674.0,4784725399.0,33.486442993
livejournal,PR-Sync\n,13019632871.0,4760930064.0,32.545126418
livejournal,PR-Async\n,16471880124.0,4220768835.0,32.626377793
livejournal,PR-Async\n,15670459307.0,4123109032.0,32.648575453
livejournal,PR-Async\n,17007195042.0,4263257892.0,32.418492866
livejournal,PR-Async\n,16275457578.0,4265515561.0,35.648322228
livejournal,PR-Async\n,16173191085.0,4116443528.0,31.701453653
livejournal,PR-Async\n,16381526929.0,4192588138.0,31.710221411
livejournal,PR-Async\n,16290690864.0,4143960980.0,31.550728513
livejournal,PR-Async\n,16327731083.0,4140989067.0,31.489333776
livejournal,PR-Async\n,16252152685.0,4176844244.0,31.523551342
livejournal,PR-Async\n,16047215380.0,4138099928.0,31.512737521
livejournal,PR-Async\n,16086039537.0,4119912819.0,31.645246084
livejournal,PR-Async\n,16068758346.0,4195525678.0,31.955554278
livejournal,PR-Async\n,16259652939.0,4159173276.0,31.536562437
livejournal,PR-Async\n,15960359291.0,4103525101.0,31.489123694
livejournal,PR-Async\n,16230269280.0,4176872675.0,31.333371681
livejournal,PR-Async\n,16062971795.0,4165967282.0,31.540061285
livejournal,PR-Async\n,15930158918.0,4141442085.0,31.926330503
livejournal,PR-Async\n,16231167048.0,4118071068.0,31.544168817
livejournal,PR-Async\n,16654145140.0,4248216388.0,31.584854657
livejournal,PR-Async\n,16601117920.0,4196435934.0,31.561995827
livejournal,PR-Async\n,16234983440.0,4168659752.0,31.451796186
livejournal,PR-Async\n,15995312576.0,4146094289.0,31.631612234
livejournal,PR-Async\n,16548320487.0,4188690790.0,31.592587095
livejournal,PR-Async\n,16134601370.0,4167114657.0,31.574173494
livejournal,PR-Async\n,16226423202.0,4161189858.0,31.500065083
livejournal,PR-Sync\n,17391263374.0,5350447526.0,36.294718714
livejournal,PR-Sync\n,17383886013.0,5364232923.0,37.50988305
livejournal,PR-Sync\n,17154730201.0,5341843832.0,36.428981612
livejournal,PR-Sync\n,17328028347.0,5299553394.0,35.496572527
livejournal,PR-Sync\n,17449679759.0,5295310148.0,35.79254287
livejournal,PR-Sync\n,17438158619.0,5317502970.0,35.423117499
livejournal,PR-Sync\n,17379891706.0,5300517102.0,35.363696703
livejournal,PR-Sync\n,17303732080.0,5277432380.0,35.279841455
livejournal,PR-Sync\n,17301047861.0,5301585125.0,35.399165106
livejournal,PR-Sync\n,17471843161.0,5311878751.0,35.257126137
livejournal,PR-Sync\n,17266153217.0,5266432470.0,34.903934874
livejournal,PR-Sync\n,17299951149.0,5306680425.0,35.000975424
livejournal,PR-Sync\n,17414862524.0,5331469078.0,35.333014752
livejournal,PR-Sync\n,17372324714.0,5316000047.0,36.800952748
livejournal,PR-Sync\n,17246369952.0,5296719801.0,35.498664449
livejournal,PR-Sync\n,17449299884.0,5323815199.0,36.175765204
livejournal,PR-Sync\n,17442149295.0,5316330835.0,35.545132392
livejournal,PR-Sync\n,17222610300.0,5298468352.0,35.542861091
livejournal,PR-Sync\n,17446293831.0,5320403524.0,35.208124091
livejournal,PR-Sync\n,17478027625.0,5329575863.0,35.313603023
livejournal,PR-Sync\n,17171556366.0,5262800130.0,36.055242067
livejournal,PR-Sync\n,17176521613.0,5276470282.0,35.040810899
livejournal,PR-Sync\n,17472953153.0,5330391585.0,36.255003105
livejournal,PR-Sync\n,17267156066.0,5281483322.0,35.444817576
livejournal,PR-Sync\n,17460588094.0,5312717244.0,35.547737537
livejournal,PR-Async\n,17690587165.0,4397897410.0,32.394785769
livejournal,PR-Async\n,16899023335.0,4252311962.0,32.01657034
livejournal,PR-Async\n,17216526532.0,4344751595.0,32.035426377
livejournal,PR-Async\n,17065439763.0,4365007211.0,32.299055214
livejournal,PR-Async\n,16058927024.0,4225070329.0,32.16318414
livejournal,PR-Async\n,16036246954.0,4190485457.0,32.181612984
livejournal,PR-Async\n,16893464663.0,4293849416.0,32.194612685
livejournal,PR-Async\n,15868890792.0,4223515743.0,31.696344703
livejournal,PR-Async\n,17264472741.0,4341586357.0,32.109915988
livejournal,PR-Async\n,15682727458.0,4195864638.0,31.649572023
livejournal,PR-Async\n,16918751213.0,4264057711.0,31.868471566
livejournal,PR-Async\n,15849198318.0,4235646023.0,32.103452253
livejournal,PR-Async\n,16746689107.0,4280232536.0,32.074350394
livejournal,PR-Async\n,16830151710.0,4277806739.0,31.810085368
livejournal,PR-Async\n,16619364107.0,4217727257.0,32.057402812
livejournal,PR-Async\n,16206497277.0,4205192713.0,31.795988569
livejournal,PR-Async\n,16743108682.0,4280269489.0,31.89320372
livejournal,PR-Async\n,16860029440.0,4279811386.0,32.198562493
livejournal,PR-Async\n,15704089034.0,4221231281.0,31.778943926
livejournal,PR-Async\n,17575935891.0,4413977883.0,32.073788225
livejournal,PR-Async\n,16121850723.0,4227710804.0,31.953051891
livejournal,PR-Async\n,15903301855.0,4191637570.0,31.934187117
livejournal,PR-Async\n,17084319803.0,4307298811.0,31.92547961
livejournal,PR-Async\n,15695850723.0,4207044469.0,31.631944854
livejournal,PR-Async\n,16965899915.0,4303934256.0,31.960848532
livejournal,PR-Sync\n,17532208278.0,5369218594.0,35.588007632
livejournal,PR-Sync\n,17365744718.0,5372560352.0,36.339217302
livejournal,PR-Sync\n,17079178854.0,5317840646.0,37.57010988
livejournal,PR-Sync\n,17504453296.0,5358983153.0,36.407840975
livejournal,PR-Sync\n,17484712766.0,5342416781.0,36.825561637
livejournal,PR-Sync\n,17033319812.0,5318214564.0,36.97551104
livejournal,PR-Sync\n,17570840905.0,5353003192.0,35.758301523
livejournal,PR-Sync\n,17510126527.0,5365261448.0,35.634059422
livejournal,PR-Sync\n,17183077348.0,5313059284.0,36.115040361
livejournal,PR-Sync\n,17191763399.0,5331476885.0,36.743147949
livejournal,PR-Sync\n,17065730982.0,5315598266.0,37.39734404
livejournal,PR-Sync\n,17478959773.0,5334618047.0,37.392768031
livejournal,PR-Sync\n,17113069474.0,5322065045.0,36.546322257
livejournal,PR-Sync\n,17491034328.0,5344815601.0,36.432412098
livejournal,PR-Sync\n,17194116474.0,5297781771.0,35.453976848
livejournal,PR-Sync\n,17205228181.0,5344437550.0,35.703321823
livejournal,PR-Sync\n,17560005648.0,5355946373.0,35.636142713
livejournal,PR-Sync\n,17126415394.0,5340596331.0,37.308211552
livejournal,PR-Sync\n,17255769136.0,5332644322.0,36.699518737
livejournal,PR-Sync\n,17576706538.0,5367582389.0,36.592408049
livejournal,PR-Sync\n,17415241185.0,5321678826.0,36.996595404
livejournal,PR-Sync\n,17396301294.0,5328263407.0,35.639512777
livejournal,PR-Sync\n,17134416055.0,5349209162.0,36.025325515
livejournal,PR-Sync\n,17371611189.0,5350580482.0,35.97089572
livejournal,PR-Sync\n,17240186126.0,5347568630.0,36.419080772
