Real,User,Sys,Algorithm,Iteration
220.82,1411.78,24.12,Sync,1
161.10,981.85,19.87,Sync,2
183.92,1040.43,19.14,Sync,3
181.17,1040.69,19.20,Sync,4
181.69,1037.84,20.30,Sync,5
161.82,984.78,20.11,Sync,6
160.72,980.99,20.13,Sync,7
161.84,985.33,20.15,Sync,8
162.00,985.44,20.08,Sync,9
181.62,1038.66,19.54,Sync,10
180.15,1031.76,19.87,Sync,11
184.42,1043.21,19.27,Sync,12
160.38,982.19,19.67,Sync,13
183.10,1038.23,19.84,Sync,14
179.73,1030.99,19.46,Sync,15
161.87,985.02,19.66,Sync,16
179.18,1032.97,19.36,Sync,17
161.38,983.10,19.91,Sync,18
182.81,1043.74,19.09,Sync,19
178.82,1030.99,19.04,Sync,20
162.16,985.87,20.38,Sync,21
187.63,1046.50,19.64,Sync,22
162.90,985.36,20.18,Sync,23
181.05,1034.01,19.37,Sync,24
181.20,1035.99,19.63,Sync,25
