Real,User,Sys,Algorithm,Iteration
217.53,1394.32,22.49,Sync,1
162.13,993.76,20.60,Sync,2
150.42,947.15,20.74,Sync,3
150.58,947.86,20.65,Sync,4
150.75,948.49,20.28,Sync,5
164.92,998.59,19.74,Sync,6
163.51,998.87,19.64,Sync,7
160.42,987.83,19.43,Sync,8
151.07,949.40,21.07,Sync,9
164.21,996.12,19.64,Sync,10
161.96,994.69,19.51,Sync,11
150.26,945.06,20.86,Sync,12
150.06,944.27,20.51,Sync,13
150.18,945.93,20.78,Sync,14
150.73,948.36,21.10,Sync,15
150.72,944.93,20.44,Sync,16
160.82,994.56,19.16,Sync,17
161.38,994.93,19.32,Sync,18
151.04,949.00,19.71,Sync,19
162.11,993.13,19.75,Sync,20
150.00,945.63,20.15,Sync,21
149.95,943.72,20.12,Sync,22
150.77,948.75,20.25,Sync,23
163.59,995.37,18.69,Sync,24
152.33,951.27,20.78,Sync,25
