Real,User,Sys,Algorithm,Iteration
313.47,1440.95,16.53,Connected,1
245.67,1404.69,15.27,Connected,2
202.27,1315.74,15.66,Connected,3
207.63,1339.85,15.23,Connected,4
206.26,1321.49,14.82,Connected,5
201.51,1309.89,15.70,Connected,6
249.54,1416.66,14.97,Connected,7
250.49,1421.83,14.99,Connected,8
246.15,1407.34,15.00,Connected,9
201.69,1310.19,15.59,Connected,10
203.60,1315.26,15.16,Connected,11
204.77,1317.46,15.32,Connected,12
244.48,1404.01,14.70,Connected,13
206.90,1320.37,15.19,Connected,14
248.49,1412.49,14.73,Connected,15
245.56,1408.82,14.56,Connected,16
204.35,1315.53,15.86,Connected,17
243.48,1400.87,15.35,Connected,18
244.76,1408.40,15.19,Connected,19
205.00,1315.61,15.74,Connected,20
245.30,1407.38,14.56,Connected,21
248.65,1419.37,15.00,Connected,22
245.55,1407.71,14.26,Connected,23
203.88,1315.13,14.97,Connected,24
247.71,1411.22,15.07,Connected,25
