Real,User,Sys,Algorithm,Iteration
0.74,0.12,0.18,Sync,1
0.34,0.20,0.14,Async,1
0.43,0.26,0.16,EdgeAsync,1
0.33,0.20,0.12,EtiledAsync,1
0.79,0.65,0.13,BlkdAsync,1
0.27,0.14,0.12,LabelProc,1
0.34,0.23,0.11,Serial,1
0.22,0.09,0.13,Sync,2
0.33,0.20,0.12,Async,2
0.41,0.25,0.15,EdgeAsync,2
0.34,0.19,0.15,EtiledAsync,2
0.80,0.69,0.11,BlkdAsync,2
0.28,0.15,0.12,LabelProc,2
0.35,0.22,0.12,Serial,2
0.22,0.10,0.11,Sync,3
0.34,0.22,0.11,Async,3
0.43,0.30,0.13,EdgeAsync,3
0.35,0.22,0.12,EtiledAsync,3
0.79,0.68,0.11,BlkdAsync,3
0.28,0.17,0.11,LabelProc,3
0.35,0.22,0.13,Serial,3
0.22,0.07,0.14,Sync,4
0.34,0.20,0.14,Async,4
0.42,0.25,0.16,EdgeAsync,4
0.34,0.23,0.11,EtiledAsync,4
0.76,0.65,0.11,BlkdAsync,4
0.28,0.16,0.12,LabelProc,4
0.37,0.23,0.14,Serial,4
0.22,0.08,0.13,Sync,5
0.34,0.21,0.12,Async,5
0.40,0.26,0.14,EdgeAsync,5
0.34,0.22,0.12,EtiledAsync,5
0.79,0.67,0.12,BlkdAsync,5
0.27,0.18,0.09,LabelProc,5
0.35,0.21,0.14,Serial,5
0.23,0.09,0.14,Sync,6
0.33,0.19,0.14,Async,6
0.44,0.26,0.17,EdgeAsync,6
0.32,0.17,0.15,EtiledAsync,6
0.77,0.64,0.13,BlkdAsync,6
0.29,0.15,0.13,LabelProc,6
0.34,0.22,0.11,Serial,6
0.23,0.10,0.12,Sync,7
0.33,0.22,0.10,Async,7
0.42,0.26,0.15,EdgeAsync,7
0.34,0.22,0.12,EtiledAsync,7
0.78,0.64,0.14,BlkdAsync,7
0.27,0.13,0.14,LabelProc,7
0.35,0.22,0.12,Serial,7
0.23,0.11,0.12,Sync,8
0.33,0.21,0.12,Async,8
0.42,0.29,0.13,EdgeAsync,8
0.34,0.21,0.13,EtiledAsync,8
0.77,0.65,0.11,BlkdAsync,8
0.26,0.13,0.13,LabelProc,8
0.35,0.22,0.12,Serial,8
0.23,0.09,0.13,Sync,9
0.33,0.20,0.12,Async,9
0.41,0.28,0.13,EdgeAsync,9
0.34,0.21,0.13,EtiledAsync,9
0.76,0.64,0.12,BlkdAsync,9
0.27,0.14,0.12,LabelProc,9
0.36,0.25,0.11,Serial,9
0.24,0.12,0.12,Sync,10
0.33,0.19,0.14,Async,10
0.42,0.25,0.17,EdgeAsync,10
0.32,0.18,0.13,EtiledAsync,10
0.79,0.66,0.13,BlkdAsync,10
0.28,0.17,0.10,LabelProc,10
0.34,0.20,0.13,Serial,10
0.23,0.11,0.12,Sync,11
0.35,0.22,0.12,Async,11
0.41,0.25,0.15,EdgeAsync,11
0.32,0.18,0.14,EtiledAsync,11
0.77,0.63,0.14,BlkdAsync,11
0.27,0.13,0.13,LabelProc,11
0.34,0.22,0.12,Serial,11
0.23,0.11,0.11,Sync,12
0.34,0.22,0.12,Async,12
0.42,0.28,0.13,EdgeAsync,12
0.33,0.20,0.13,EtiledAsync,12
0.78,0.65,0.13,BlkdAsync,12
0.27,0.14,0.12,LabelProc,12
0.35,0.21,0.14,Serial,12
0.23,0.12,0.10,Sync,13
0.33,0.22,0.11,Async,13
0.41,0.26,0.15,EdgeAsync,13
0.33,0.21,0.12,EtiledAsync,13
0.76,0.62,0.13,BlkdAsync,13
0.28,0.15,0.12,LabelProc,13
0.36,0.23,0.12,Serial,13
0.23,0.11,0.12,Sync,14
0.34,0.22,0.12,Async,14
0.42,0.28,0.13,EdgeAsync,14
0.34,0.22,0.11,EtiledAsync,14
0.81,0.67,0.13,BlkdAsync,14
0.29,0.17,0.11,LabelProc,14
0.35,0.25,0.10,Serial,14
0.23,0.12,0.11,Sync,15
0.33,0.22,0.11,Async,15
0.41,0.26,0.14,EdgeAsync,15
0.33,0.19,0.13,EtiledAsync,15
0.77,0.62,0.14,BlkdAsync,15
0.27,0.14,0.13,LabelProc,15
0.35,0.23,0.12,Serial,15
0.22,0.11,0.11,Sync,16
0.34,0.23,0.11,Async,16
0.41,0.27,0.14,EdgeAsync,16
0.34,0.20,0.13,EtiledAsync,16
0.75,0.63,0.12,BlkdAsync,16
0.28,0.14,0.13,LabelProc,16
0.35,0.23,0.11,Serial,16
0.23,0.11,0.12,Sync,17
0.33,0.20,0.13,Async,17
0.42,0.25,0.16,EdgeAsync,17
0.34,0.22,0.11,EtiledAsync,17
0.77,0.63,0.14,BlkdAsync,17
0.29,0.16,0.12,LabelProc,17
0.35,0.22,0.13,Serial,17
0.23,0.10,0.13,Sync,18
0.33,0.21,0.12,Async,18
0.42,0.27,0.15,EdgeAsync,18
0.33,0.20,0.13,EtiledAsync,18
0.77,0.63,0.14,BlkdAsync,18
0.28,0.15,0.13,LabelProc,18
0.35,0.23,0.12,Serial,18
0.23,0.11,0.11,Sync,19
0.34,0.23,0.10,Async,19
0.41,0.29,0.11,EdgeAsync,19
0.33,0.22,0.11,EtiledAsync,19
0.77,0.64,0.12,BlkdAsync,19
0.27,0.14,0.13,LabelProc,19
0.35,0.22,0.12,Serial,19
0.22,0.09,0.12,Sync,20
0.34,0.23,0.11,Async,20
0.42,0.28,0.13,EdgeAsync,20
0.33,0.21,0.12,EtiledAsync,20
0.78,0.64,0.14,BlkdAsync,20
0.28,0.17,0.11,LabelProc,20
0.34,0.20,0.13,Serial,20
0.22,0.10,0.12,Sync,21
0.34,0.22,0.12,Async,21
0.41,0.25,0.16,EdgeAsync,21
0.33,0.19,0.14,EtiledAsync,21
0.77,0.64,0.13,BlkdAsync,21
0.27,0.16,0.11,LabelProc,21
0.35,0.21,0.13,Serial,21
0.22,0.09,0.12,Sync,22
0.34,0.24,0.10,Async,22
0.40,0.30,0.10,EdgeAsync,22
0.32,0.20,0.12,EtiledAsync,22
0.76,0.62,0.13,BlkdAsync,22
0.28,0.16,0.12,LabelProc,22
0.36,0.22,0.14,Serial,22
0.22,0.09,0.13,Sync,23
0.33,0.21,0.12,Async,23
0.42,0.27,0.14,EdgeAsync,23
0.33,0.21,0.11,EtiledAsync,23
0.77,0.63,0.13,BlkdAsync,23
0.27,0.14,0.12,LabelProc,23
0.36,0.23,0.12,Serial,23
0.23,0.09,0.13,Sync,24
0.33,0.20,0.12,Async,24
0.41,0.25,0.15,EdgeAsync,24
0.33,0.20,0.12,EtiledAsync,24
0.76,0.63,0.12,BlkdAsync,24
0.27,0.14,0.13,LabelProc,24
0.35,0.25,0.10,Serial,24
0.23,0.10,0.13,Sync,25
0.34,0.21,0.12,Async,25
0.42,0.25,0.16,EdgeAsync,25
0.32,0.20,0.11,EtiledAsync,25
0.79,0.66,0.13,BlkdAsync,25
0.27,0.16,0.11,LabelProc,25
0.35,0.23,0.11,Serial,25
