Real,User,Sys,Algorithm,Iteration
33.67,309.74,1.96,NodeIterator,1
5.61,61.75,0.53,EdgeIterator,1
33.89,312.84,2.54,NodeIterator,2
5.74,62.57,0.61,EdgeIterator,2
32.80,316.77,2.12,NodeIterator,3
5.69,62.67,0.48,EdgeIterator,3
33.44,304.52,1.69,NodeIterator,4
6.43,70.35,0.70,EdgeIterator,4
35.64,336.41,2.38,NodeIterator,5
5.76,62.59,0.77,EdgeIterator,5
32.61,298.03,1.74,NodeIterator,6
5.89,64.55,0.62,EdgeIterator,6
33.96,289.34,2.69,NodeIterator,7
5.75,62.96,0.59,EdgeIterator,7
32.93,319.78,2.75,NodeIterator,8
5.89,64.23,0.50,EdgeIterator,8
34.37,309.05,2.83,NodeIterator,9
6.27,68.27,1.12,EdgeIterator,9
33.24,311.81,1.24,NodeIterator,10
5.96,65.55,0.41,EdgeIterator,10
34.11,289.76,2.59,NodeIterator,11
5.96,64.78,0.75,EdgeIterator,11
35.41,329.82,2.97,NodeIterator,12
5.87,64.62,0.43,EdgeIterator,12
34.40,335.05,2.54,NodeIterator,13
5.78,63.51,0.71,EdgeIterator,13
35.37,323.65,2.74,NodeIterator,14
6.03,65.59,0.75,EdgeIterator,14
34.80,298.46,1.89,NodeIterator,15
5.92,65.05,0.54,EdgeIterator,15
33.44,317.57,2.64,NodeIterator,16
5.67,62.66,0.47,EdgeIterator,16
33.02,291.86,2.55,NodeIterator,17
6.27,68.22,0.85,EdgeIterator,17
33.93,316.40,1.83,NodeIterator,18
5.86,64.43,0.60,EdgeIterator,18
33.13,311.31,2.42,NodeIterator,19
5.91,65.11,0.54,EdgeIterator,19
34.50,319.16,1.71,NodeIterator,20
5.83,63.88,0.45,EdgeIterator,20
34.45,334.20,2.36,NodeIterator,21
5.86,64.00,0.67,EdgeIterator,21
33.46,334.45,2.11,NodeIterator,22
5.91,65.09,0.51,EdgeIterator,22
32.89,302.36,2.66,NodeIterator,23
5.95,65.43,0.53,EdgeIterator,23
34.39,331.87,2.45,NodeIterator,24
5.84,64.15,0.58,EdgeIterator,24
34.22,317.03,2.15,NodeIterator,25
6.27,68.82,0.69,EdgeIterator,25
