Real,User,Sys,Algorithm,Iteration
2.11,1.48,0.18,Pull-Topo,1
1.37,1.25,0.10,Pull-Residual,1
3.24,3.09,0.13,Push-Async,1
5.22,5.07,0.13,Push-Sync,1
1.58,1.43,0.12,Pull-Topo,2
1.39,1.23,0.14,Pull-Residual,2
3.25,3.10,0.13,Push-Async,2
5.18,5.02,0.14,Push-Sync,2
1.54,1.39,0.13,Pull-Topo,3
1.36,1.23,0.11,Pull-Residual,3
3.24,3.09,0.13,Push-Async,3
5.19,5.04,0.13,Push-Sync,3
1.57,1.41,0.13,Pull-Topo,4
1.37,1.22,0.13,Pull-Residual,4
3.29,3.15,0.11,Push-Async,4
5.30,5.16,0.12,Push-Sync,4
1.57,1.41,0.13,Pull-Topo,5
1.37,1.22,0.13,Pull-Residual,5
3.26,3.12,0.12,Push-Async,5
5.16,5.00,0.13,Push-Sync,5
1.57,1.42,0.14,Pull-Topo,6
1.37,1.24,0.11,Pull-Residual,6
3.26,3.11,0.12,Push-Async,6
5.18,5.03,0.13,Push-Sync,6
1.59,1.45,0.12,Pull-Topo,7
1.40,1.25,0.13,Pull-Residual,7
3.27,3.11,0.13,Push-Async,7
5.19,5.06,0.11,Push-Sync,7
1.58,1.44,0.12,Pull-Topo,8
1.37,1.21,0.13,Pull-Residual,8
3.27,3.11,0.14,Push-Async,8
5.21,5.06,0.13,Push-Sync,8
1.60,1.45,0.12,Pull-Topo,9
1.38,1.22,0.13,Pull-Residual,9
3.49,3.36,0.11,Push-Async,9
5.28,5.12,0.14,Push-Sync,9
1.62,1.46,0.13,Pull-Topo,10
1.38,1.23,0.13,Pull-Residual,10
3.24,3.08,0.14,Push-Async,10
5.17,5.05,0.10,Push-Sync,10
1.56,1.42,0.12,Pull-Topo,11
1.37,1.22,0.13,Pull-Residual,11
3.37,3.20,0.14,Push-Async,11
5.25,5.10,0.13,Push-Sync,11
1.62,1.46,0.13,Pull-Topo,12
1.40,1.25,0.13,Pull-Residual,12
3.26,3.09,0.15,Push-Async,12
5.15,5.00,0.12,Push-Sync,12
1.64,1.48,0.13,Pull-Topo,13
1.36,1.21,0.13,Pull-Residual,13
3.29,3.14,0.12,Push-Async,13
5.31,5.16,0.13,Push-Sync,13
1.60,1.46,0.12,Pull-Topo,14
1.38,1.21,0.14,Pull-Residual,14
3.29,3.15,0.12,Push-Async,14
5.32,5.16,0.14,Push-Sync,14
1.57,1.41,0.12,Pull-Topo,15
1.37,1.24,0.12,Pull-Residual,15
3.34,3.21,0.11,Push-Async,15
5.20,5.06,0.12,Push-Sync,15
1.60,1.45,0.13,Pull-Topo,16
1.38,1.24,0.12,Pull-Residual,16
3.26,3.12,0.12,Push-Async,16
5.23,5.10,0.12,Push-Sync,16
1.57,1.41,0.13,Pull-Topo,17
1.38,1.24,0.11,Pull-Residual,17
3.29,3.14,0.13,Push-Async,17
5.20,5.06,0.12,Push-Sync,17
1.60,1.46,0.12,Pull-Topo,18
1.37,1.23,0.12,Pull-Residual,18
3.27,3.12,0.12,Push-Async,18
5.34,5.20,0.12,Push-Sync,18
1.57,1.42,0.13,Pull-Topo,19
1.37,1.21,0.13,Pull-Residual,19
3.30,3.16,0.12,Push-Async,19
5.55,5.41,0.11,Push-Sync,19
1.58,1.46,0.10,Pull-Topo,20
1.39,1.23,0.13,Pull-Residual,20
3.31,3.17,0.12,Push-Async,20
5.20,5.06,0.11,Push-Sync,20
1.55,1.39,0.14,Pull-Topo,21
1.37,1.22,0.13,Pull-Residual,21
3.29,3.14,0.13,Push-Async,21
5.21,5.06,0.13,Push-Sync,21
1.59,1.43,0.14,Pull-Topo,22
1.36,1.19,0.15,Pull-Residual,22
3.25,3.09,0.14,Push-Async,22
5.19,5.05,0.12,Push-Sync,22
1.56,1.42,0.12,Pull-Topo,23
1.36,1.20,0.14,Pull-Residual,23
3.27,3.12,0.13,Push-Async,23
5.19,5.03,0.14,Push-Sync,23
1.57,1.43,0.11,Pull-Topo,24
1.39,1.22,0.15,Pull-Residual,24
3.24,3.09,0.13,Push-Async,24
5.28,5.13,0.13,Push-Sync,24
1.55,1.38,0.14,Pull-Topo,25
1.37,1.20,0.15,Pull-Residual,25
3.25,3.11,0.12,Push-Async,25
5.20,5.05,0.13,Push-Sync,25
