Real,User,Sys,Algorithm,Iteration
2.05,1.47,0.13,Pull-Topo,1
1.38,1.21,0.14,Pull-Residual,1
3.23,3.07,0.13,Push-Async,1
5.15,5.00,0.13,Push-Sync,1
1.53,1.38,0.13,Pull-Topo,2
1.36,1.20,0.13,Pull-Residual,2
3.18,3.03,0.12,Push-Async,2
5.14,4.98,0.13,Push-Sync,2
1.56,1.42,0.11,Pull-Topo,3
1.36,1.22,0.12,Pull-Residual,3
3.16,3.01,0.13,Push-Async,3
5.21,5.05,0.14,Push-Sync,3
1.56,1.41,0.12,Pull-Topo,4
1.38,1.20,0.16,Pull-Residual,4
3.22,3.06,0.14,Push-Async,4
5.27,5.12,0.13,Push-Sync,4
1.54,1.41,0.11,Pull-Topo,5
1.37,1.24,0.11,Pull-Residual,5
3.15,2.98,0.15,Push-Async,5
5.18,5.02,0.13,Push-Sync,5
1.52,1.37,0.12,Pull-Topo,6
1.37,1.23,0.12,Pull-Residual,6
3.18,3.03,0.13,Push-Async,6
5.26,5.11,0.13,Push-Sync,6
1.99,1.83,0.14,Pull-Topo,7
1.41,1.27,0.11,Pull-Residual,7
3.18,3.04,0.12,Push-Async,7
5.17,5.01,0.15,Push-Sync,7
1.55,1.41,0.12,Pull-Topo,8
1.38,1.23,0.12,Pull-Residual,8
3.15,3.00,0.13,Push-Async,8
5.20,5.06,0.12,Push-Sync,8
1.56,1.43,0.11,Pull-Topo,9
1.38,1.22,0.14,Pull-Residual,9
3.16,3.02,0.12,Push-Async,9
5.15,5.02,0.11,Push-Sync,9
1.54,1.39,0.14,Pull-Topo,10
1.39,1.26,0.11,Pull-Residual,10
3.16,3.02,0.12,Push-Async,10
5.15,4.99,0.13,Push-Sync,10
1.52,1.37,0.14,Pull-Topo,11
1.38,1.21,0.14,Pull-Residual,11
3.14,3.02,0.10,Push-Async,11
5.14,4.97,0.14,Push-Sync,11
1.54,1.40,0.12,Pull-Topo,12
1.36,1.20,0.13,Pull-Residual,12
3.18,3.01,0.14,Push-Async,12
5.21,5.05,0.13,Push-Sync,12
1.54,1.40,0.12,Pull-Topo,13
1.40,1.26,0.12,Pull-Residual,13
3.19,3.02,0.15,Push-Async,13
5.24,5.06,0.15,Push-Sync,13
1.55,1.40,0.12,Pull-Topo,14
1.40,1.24,0.14,Pull-Residual,14
3.15,3.00,0.12,Push-Async,14
5.14,5.01,0.11,Push-Sync,14
1.54,1.38,0.13,Pull-Topo,15
1.37,1.20,0.14,Pull-Residual,15
3.19,3.02,0.14,Push-Async,15
5.22,5.08,0.12,Push-Sync,15
1.72,1.58,0.12,Pull-Topo,16
1.39,1.26,0.10,Pull-Residual,16
3.22,3.07,0.13,Push-Async,16
5.21,5.04,0.14,Push-Sync,16
1.53,1.38,0.13,Pull-Topo,17
1.38,1.23,0.13,Pull-Residual,17
3.16,3.01,0.12,Push-Async,17
5.14,4.99,0.13,Push-Sync,17
1.53,1.36,0.14,Pull-Topo,18
1.38,1.23,0.12,Pull-Residual,18
3.15,3.02,0.11,Push-Async,18
5.20,5.04,0.14,Push-Sync,18
1.54,1.40,0.12,Pull-Topo,19
1.36,1.22,0.12,Pull-Residual,19
3.18,3.03,0.13,Push-Async,19
5.38,5.23,0.13,Push-Sync,19
1.56,1.41,0.13,Pull-Topo,20
1.40,1.28,0.09,Pull-Residual,20
3.25,3.09,0.14,Push-Async,20
5.25,5.07,0.16,Push-Sync,20
1.58,1.43,0.13,Pull-Topo,21
1.39,1.26,0.12,Pull-Residual,21
3.15,3.00,0.12,Push-Async,21
5.20,5.03,0.14,Push-Sync,21
1.52,1.37,0.13,Pull-Topo,22
1.37,1.22,0.13,Pull-Residual,22
3.17,3.02,0.12,Push-Async,22
5.18,5.05,0.11,Push-Sync,22
1.54,1.40,0.12,Pull-Topo,23
1.38,1.22,0.13,Pull-Residual,23
3.27,3.14,0.12,Push-Async,23
5.41,5.27,0.12,Push-Sync,23
1.55,1.39,0.14,Pull-Topo,24
1.39,1.25,0.12,Pull-Residual,24
3.24,3.07,0.14,Push-Async,24
5.26,5.11,0.13,Push-Sync,24
1.57,1.43,0.12,Pull-Topo,25
1.40,1.24,0.14,Pull-Residual,25
3.23,3.08,0.13,Push-Async,25
5.18,5.01,0.14,Push-Sync,25
