Real,User,Sys,Algorithm,Iteration
2.28,1.63,0.18,Pull-Topo,1
1.51,1.36,0.13,Pull-Residual,1
3.48,3.33,0.14,Push-Async,1
5.56,5.41,0.13,Push-Sync,1
1.78,1.63,0.12,Pull-Topo,2
1.54,1.41,0.11,Pull-Residual,2
3.54,3.39,0.12,Push-Async,2
5.52,5.37,0.12,Push-Sync,2
1.77,1.61,0.14,Pull-Topo,3
1.51,1.35,0.13,Pull-Residual,3
3.47,3.31,0.14,Push-Async,3
5.74,5.58,0.14,Push-Sync,3
1.77,1.62,0.13,Pull-Topo,4
1.53,1.39,0.12,Pull-Residual,4
3.50,3.36,0.12,Push-Async,4
5.58,5.43,0.12,Push-Sync,4
1.79,1.63,0.14,Pull-Topo,5
1.54,1.38,0.13,Pull-Residual,5
3.48,3.30,0.15,Push-Async,5
5.60,5.44,0.13,Push-Sync,5
1.79,1.64,0.13,Pull-Topo,6
1.55,1.39,0.14,Pull-Residual,6
3.49,3.33,0.14,Push-Async,6
5.70,5.56,0.12,Push-Sync,6
1.80,1.67,0.11,Pull-Topo,7
1.55,1.42,0.11,Pull-Residual,7
3.41,3.29,0.10,Push-Async,7
5.57,5.42,0.12,Push-Sync,7
1.78,1.63,0.13,Pull-Topo,8
1.53,1.42,0.09,Pull-Residual,8
3.49,3.34,0.13,Push-Async,8
5.53,5.39,0.12,Push-Sync,8
1.73,1.56,0.14,Pull-Topo,9
1.50,1.37,0.11,Pull-Residual,9
3.42,3.25,0.15,Push-Async,9
5.52,5.38,0.11,Push-Sync,9
1.81,1.66,0.13,Pull-Topo,10
1.55,1.38,0.14,Pull-Residual,10
3.54,3.38,0.13,Push-Async,10
5.64,5.48,0.13,Push-Sync,10
1.76,1.64,0.10,Pull-Topo,11
1.54,1.40,0.12,Pull-Residual,11
3.48,3.33,0.12,Push-Async,11
5.64,5.50,0.12,Push-Sync,11
1.80,1.63,0.14,Pull-Topo,12
1.53,1.37,0.13,Pull-Residual,12
3.45,3.30,0.13,Push-Async,12
5.57,5.41,0.13,Push-Sync,12
1.76,1.61,0.12,Pull-Topo,13
1.50,1.34,0.14,Pull-Residual,13
3.45,3.32,0.12,Push-Async,13
5.55,5.40,0.12,Push-Sync,13
1.86,1.71,0.13,Pull-Topo,14
1.54,1.38,0.14,Pull-Residual,14
3.48,3.34,0.12,Push-Async,14
5.70,5.54,0.13,Push-Sync,14
1.79,1.64,0.12,Pull-Topo,15
1.53,1.32,0.18,Pull-Residual,15
3.44,3.31,0.10,Push-Async,15
5.54,5.41,0.11,Push-Sync,15
1.76,1.60,0.15,Pull-Topo,16
1.51,1.35,0.13,Pull-Residual,16
3.46,3.30,0.14,Push-Async,16
5.57,5.43,0.12,Push-Sync,16
1.77,1.63,0.12,Pull-Topo,17
1.54,1.39,0.13,Pull-Residual,17
3.44,3.30,0.12,Push-Async,17
5.50,5.37,0.11,Push-Sync,17
1.79,1.65,0.12,Pull-Topo,18
1.52,1.38,0.12,Pull-Residual,18
3.43,3.29,0.12,Push-Async,18
5.61,5.46,0.12,Push-Sync,18
1.75,1.59,0.14,Pull-Topo,19
1.51,1.36,0.13,Pull-Residual,19
3.45,3.29,0.13,Push-Async,19
5.63,5.49,0.12,Push-Sync,19
1.79,1.64,0.13,Pull-Topo,20
1.54,1.38,0.13,Pull-Residual,20
3.58,3.42,0.14,Push-Async,20
5.75,5.60,0.13,Push-Sync,20
1.75,1.61,0.12,Pull-Topo,21
1.52,1.36,0.14,Pull-Residual,21
3.53,3.36,0.14,Push-Async,21
5.74,5.60,0.12,Push-Sync,21
1.78,1.65,0.12,Pull-Topo,22
1.54,1.39,0.13,Pull-Residual,22
3.42,3.28,0.12,Push-Async,22
5.57,5.42,0.13,Push-Sync,22
1.76,1.61,0.12,Pull-Topo,23
1.56,1.42,0.11,Pull-Residual,23
3.47,3.32,0.13,Push-Async,23
5.71,5.57,0.12,Push-Sync,23
1.81,1.66,0.12,Pull-Topo,24
1.52,1.38,0.11,Pull-Residual,24
3.43,3.27,0.14,Push-Async,24
5.70,5.55,0.13,Push-Sync,24
1.74,1.60,0.12,Pull-Topo,25
1.52,1.40,0.10,Pull-Residual,25
3.42,3.27,0.13,Push-Async,25
5.58,5.44,0.12,Push-Sync,25
