Real,User,Sys,Algorithm,Iteration
0.75,0.13,0.17,Sync,1
0.34,0.23,0.10,Async,1
0.41,0.27,0.14,EdgeAsync,1
0.33,0.23,0.10,EtiledAsync,1
0.69,0.58,0.11,BlkdAsync,1
0.28,0.16,0.12,LabelProc,1
0.34,0.22,0.12,Serial,1
0.22,0.09,0.12,Sync,2
0.33,0.17,0.16,Async,2
0.42,0.27,0.15,EdgeAsync,2
0.32,0.18,0.13,EtiledAsync,2
0.70,0.61,0.08,BlkdAsync,2
0.27,0.15,0.12,LabelProc,2
0.35,0.23,0.11,Serial,2
0.22,0.09,0.12,Sync,3
0.34,0.23,0.11,Async,3
0.42,0.27,0.15,EdgeAsync,3
0.33,0.18,0.14,EtiledAsync,3
0.71,0.59,0.12,BlkdAsync,3
0.26,0.15,0.11,LabelProc,3
0.34,0.22,0.12,Serial,3
0.23,0.09,0.13,Sync,4
0.34,0.21,0.12,Async,4
0.40,0.27,0.12,EdgeAsync,4
0.33,0.20,0.12,EtiledAsync,4
0.70,0.55,0.14,BlkdAsync,4
0.28,0.14,0.13,LabelProc,4
0.34,0.23,0.11,Serial,4
0.23,0.11,0.11,Sync,5
0.34,0.23,0.11,Async,5
0.42,0.28,0.13,EdgeAsync,5
0.34,0.22,0.11,EtiledAsync,5
0.70,0.56,0.13,BlkdAsync,5
0.28,0.15,0.12,LabelProc,5
0.35,0.22,0.13,Serial,5
0.23,0.09,0.13,Sync,6
0.34,0.21,0.12,Async,6
0.42,0.28,0.14,EdgeAsync,6
0.33,0.18,0.14,EtiledAsync,6
0.70,0.57,0.13,BlkdAsync,6
0.26,0.12,0.14,LabelProc,6
0.35,0.24,0.10,Serial,6
0.22,0.10,0.12,Sync,7
0.34,0.22,0.12,Async,7
0.41,0.26,0.14,EdgeAsync,7
0.33,0.21,0.12,EtiledAsync,7
0.70,0.57,0.13,BlkdAsync,7
0.27,0.14,0.12,LabelProc,7
0.34,0.21,0.13,Serial,7
0.22,0.11,0.12,Sync,8
0.34,0.21,0.12,Async,8
0.42,0.26,0.15,EdgeAsync,8
0.34,0.21,0.12,EtiledAsync,8
0.70,0.57,0.12,BlkdAsync,8
0.27,0.14,0.12,LabelProc,8
0.34,0.22,0.11,Serial,8
0.23,0.08,0.15,Sync,9
0.34,0.20,0.13,Async,9
0.41,0.26,0.14,EdgeAsync,9
0.33,0.21,0.12,EtiledAsync,9
0.71,0.59,0.12,BlkdAsync,9
0.27,0.15,0.12,LabelProc,9
0.34,0.20,0.14,Serial,9
0.23,0.10,0.13,Sync,10
0.34,0.22,0.11,Async,10
0.42,0.28,0.14,EdgeAsync,10
0.32,0.20,0.12,EtiledAsync,10
0.71,0.60,0.11,BlkdAsync,10
0.27,0.17,0.10,LabelProc,10
0.35,0.23,0.11,Serial,10
0.23,0.10,0.13,Sync,11
0.34,0.21,0.13,Async,11
0.41,0.28,0.13,EdgeAsync,11
0.33,0.21,0.11,EtiledAsync,11
0.70,0.57,0.12,BlkdAsync,11
0.27,0.15,0.12,LabelProc,11
0.34,0.22,0.11,Serial,11
0.23,0.09,0.14,Sync,12
0.33,0.20,0.13,Async,12
0.41,0.27,0.14,EdgeAsync,12
0.33,0.21,0.11,EtiledAsync,12
0.70,0.57,0.12,BlkdAsync,12
0.27,0.15,0.12,LabelProc,12
0.35,0.22,0.12,Serial,12
0.23,0.12,0.10,Sync,13
0.33,0.22,0.11,Async,13
0.42,0.27,0.15,EdgeAsync,13
0.34,0.23,0.11,EtiledAsync,13
0.70,0.58,0.12,BlkdAsync,13
0.28,0.14,0.13,LabelProc,13
0.35,0.21,0.13,Serial,13
0.24,0.10,0.13,Sync,14
0.35,0.23,0.12,Async,14
