Real,User,Sys,Algorithm,Iteration
0.73,0.11,0.18,Sync,1
0.36,0.23,0.12,Async,1
0.43,0.32,0.10,EdgeAsync,1
0.36,0.24,0.12,EtiledAsync,1
0.74,0.61,0.13,BlkdAsync,1
0.33,0.20,0.12,LabelProc,1
0.41,0.30,0.10,Serial,1
0.23,0.10,0.13,Sync,2
0.35,0.20,0.15,Async,2
0.42,0.29,0.13,EdgeAsync,2
0.36,0.23,0.12,EtiledAsync,2
0.74,0.65,0.09,BlkdAsync,2
0.32,0.20,0.12,LabelProc,2
0.41,0.29,0.11,Serial,2
0.23,0.11,0.12,Sync,3
0.35,0.21,0.13,Async,3
0.42,0.28,0.14,EdgeAsync,3
0.36,0.24,0.11,EtiledAsync,3
0.74,0.62,0.12,BlkdAsync,3
0.32,0.19,0.13,LabelProc,3
0.42,0.30,0.11,Serial,3
0.23,0.09,0.13,Sync,4
0.35,0.23,0.12,Async,4
0.42,0.29,0.13,EdgeAsync,4
0.36,0.23,0.12,EtiledAsync,4
0.74,0.62,0.11,BlkdAsync,4
0.31,0.18,0.12,LabelProc,4
0.42,0.30,0.11,Serial,4
0.21,0.08,0.13,Sync,5
0.36,0.23,0.13,Async,5
0.44,0.29,0.14,EdgeAsync,5
0.34,0.23,0.11,EtiledAsync,5
0.77,0.63,0.14,BlkdAsync,5
0.32,0.18,0.13,LabelProc,5
0.41,0.29,0.12,Serial,5
0.22,0.10,0.11,Sync,6
0.35,0.22,0.13,Async,6
0.42,0.28,0.14,EdgeAsync,6
0.35,0.23,0.12,EtiledAsync,6
0.75,0.63,0.12,BlkdAsync,6
0.32,0.20,0.11,LabelProc,6
0.43,0.32,0.11,Serial,6
0.23,0.11,0.11,Sync,7
0.36,0.23,0.13,Async,7
0.44,0.31,0.13,EdgeAsync,7
0.35,0.22,0.13,EtiledAsync,7
0.75,0.62,0.13,BlkdAsync,7
0.31,0.17,0.14,LabelProc,7
0.43,0.32,0.10,Serial,7
0.23,0.11,0.11,Sync,8
0.36,0.24,0.12,Async,8
0.43,0.29,0.13,EdgeAsync,8
0.36,0.22,0.13,EtiledAsync,8
0.75,0.64,0.10,BlkdAsync,8
0.32,0.20,0.12,LabelProc,8
0.42,0.29,0.12,Serial,8
0.23,0.12,0.11,Sync,9
0.36,0.23,0.12,Async,9
0.42,0.28,0.14,EdgeAsync,9
0.36,0.25,0.11,EtiledAsync,9
0.73,0.60,0.13,BlkdAsync,9
0.32,0.19,0.12,LabelProc,9
0.43,0.30,0.12,Serial,9
0.22,0.11,0.11,Sync,10
0.37,0.25,0.11,Async,10
0.42,0.27,0.15,EdgeAsync,10
0.35,0.19,0.15,EtiledAsync,10
0.75,0.62,0.12,BlkdAsync,10
0.32,0.18,0.14,LabelProc,10
0.42,0.29,0.13,Serial,10
0.23,0.10,0.13,Sync,11
0.35,0.23,0.12,Async,11
0.42,0.28,0.14,EdgeAsync,11
0.36,0.23,0.12,EtiledAsync,11
