Real,User,Sys,Algorithm,Iteration
0.72,0.10,0.17,Sync,1
0.34,0.19,0.14,Async,1
0.44,0.30,0.14,EdgeAsync,1
0.36,0.23,0.13,EtiledAsync,1
0.72,0.61,0.11,BlkdAsync,1
0.32,0.20,0.12,LabelProc,1
0.39,0.26,0.12,Serial,1
0.23,0.10,0.12,Sync,2
0.36,0.22,0.13,Async,2
0.41,0.26,0.15,EdgeAsync,2
0.36,0.21,0.14,EtiledAsync,2
0.71,0.58,0.13,BlkdAsync,2
0.32,0.20,0.12,LabelProc,2
0.39,0.27,0.12,Serial,2
0.21,0.07,0.14,Sync,3
0.35,0.23,0.12,Async,3
0.42,0.28,0.13,EdgeAsync,3
0.36,0.26,0.10,EtiledAsync,3
0.75,0.62,0.12,BlkdAsync,3
0.32,0.20,0.11,LabelProc,3
0.38,0.25,0.12,Serial,3
0.23,0.12,0.10,Sync,4
0.35,0.21,0.13,Async,4
0.42,0.28,0.14,EdgeAsync,4
0.35,0.24,0.11,EtiledAsync,4
0.72,0.62,0.10,BlkdAsync,4
0.32,0.20,0.11,LabelProc,4
0.38,0.25,0.12,Serial,4
0.21,0.09,0.11,Sync,5
0.36,0.23,0.12,Async,5
0.41,0.25,0.16,EdgeAsync,5
0.36,0.24,0.11,EtiledAsync,5
0.73,0.60,0.12,BlkdAsync,5
0.31,0.16,0.14,LabelProc,5
0.38,0.24,0.14,Serial,5
0.22,0.10,0.12,Sync,6
0.35,0.22,0.13,Async,6
0.42,0.29,0.13,EdgeAsync,6
0.35,0.22,0.13,EtiledAsync,6
0.71,0.58,0.12,BlkdAsync,6
0.32,0.19,0.13,LabelProc,6
0.39,0.25,0.13,Serial,6
0.23,0.11,0.12,Sync,7
0.36,0.24,0.11,Async,7
0.41,0.25,0.15,EdgeAsync,7
0.36,0.23,0.12,EtiledAsync,7
0.71,0.59,0.11,BlkdAsync,7
0.32,0.20,0.12,LabelProc,7
0.39,0.26,0.13,Serial,7
0.23,0.10,0.12,Sync,8
0.36,0.20,0.16,Async,8
0.43,0.28,0.14,EdgeAsync,8
0.36,0.25,0.11,EtiledAsync,8
0.73,0.59,0.13,BlkdAsync,8
0.31,0.18,0.13,LabelProc,8
0.38,0.24,0.14,Serial,8
0.23,0.09,0.13,Sync,9
0.35,0.22,0.12,Async,9
0.42,0.28,0.14,EdgeAsync,9
0.34,0.21,0.12,EtiledAsync,9
0.73,0.60,0.13,BlkdAsync,9
0.31,0.19,0.12,LabelProc,9
