Real,User,Sys,Algorithm,Iteration
0.54,2.54,0.14,NodeIterator,1
0.28,0.96,0.13,EdgeIterator,1
0.51,2.80,0.12,NodeIterator,2
0.29,0.85,0.15,EdgeIterator,2
0.48,2.51,0.14,NodeIterator,3
0.30,0.91,0.16,EdgeIterator,3
0.47,2.15,0.14,NodeIterator,4
0.28,0.84,0.16,EdgeIterator,4
0.51,2.80,0.14,NodeIterator,5
0.28,0.87,0.12,EdgeIterator,5
0.49,2.27,0.12,NodeIterator,6
0.29,0.80,0.15,EdgeIterator,6
0.49,2.61,0.15,NodeIterator,7
0.27,0.87,0.13,EdgeIterator,7
0.50,2.42,0.13,NodeIterator,8
0.30,0.84,0.16,EdgeIterator,8
0.54,2.59,0.13,NodeIterator,9
0.30,0.87,0.15,EdgeIterator,9
0.57,2.53,0.17,NodeIterator,10
0.31,0.76,0.17,EdgeIterator,10
0.55,2.64,0.15,NodeIterator,11
0.29,0.81,0.15,EdgeIterator,11
0.56,2.58,0.14,NodeIterator,12
0.28,0.89,0.15,EdgeIterator,12
0.46,2.23,0.12,NodeIterator,13
0.28,0.79,0.15,EdgeIterator,13
0.57,2.54,0.13,NodeIterator,14
0.31,0.83,0.16,EdgeIterator,14
0.54,2.67,0.14,NodeIterator,15
0.29,0.80,0.17,EdgeIterator,15
0.52,2.68,0.17,NodeIterator,16
0.31,0.90,0.16,EdgeIterator,16
0.52,2.85,0.15,NodeIterator,17
0.31,0.84,0.16,EdgeIterator,17
0.53,2.56,0.15,NodeIterator,18
0.29,0.79,0.16,EdgeIterator,18
0.51,2.57,0.15,NodeIterator,19
0.28,0.86,0.12,EdgeIterator,19
0.58,2.69,0.13,NodeIterator,20
0.31,0.92,0.14,EdgeIterator,20
0.51,2.42,0.14,NodeIterator,21
0.29,0.79,0.15,EdgeIterator,21
0.53,2.83,0.14,NodeIterator,22
0.31,0.87,0.15,EdgeIterator,22
0.51,2.47,0.13,NodeIterator,23
0.30,0.85,0.15,EdgeIterator,23
0.52,2.49,0.16,NodeIterator,24
0.29,0.82,0.14,EdgeIterator,24
0.50,2.52,0.13,NodeIterator,25
0.28,0.85,0.14,EdgeIterator,25
