Real,User,Sys,Algorithm,Iteration
0.59,2.85,0.14,NodeIterator,1
0.31,0.87,0.15,EdgeIterator,1
0.58,2.91,0.16,NodeIterator,2
0.31,0.94,0.15,EdgeIterator,2
0.61,2.69,0.17,NodeIterator,3
0.27,0.84,0.14,EdgeIterator,3
0.47,2.57,0.12,NodeIterator,4
0.29,0.96,0.13,EdgeIterator,4
0.49,2.44,0.14,NodeIterator,5
0.29,1.03,0.14,EdgeIterator,5
0.55,2.87,0.15,NodeIterator,6
0.28,1.03,0.14,EdgeIterator,6
0.48,2.41,0.12,NodeIterator,7
0.27,0.85,0.13,EdgeIterator,7
0.48,2.60,0.13,NodeIterator,8
0.28,0.81,0.17,EdgeIterator,8
0.49,2.50,0.14,NodeIterator,9
0.29,0.99,0.15,EdgeIterator,9
0.47,2.78,0.15,NodeIterator,10
0.27,0.84,0.13,EdgeIterator,10
0.54,2.81,0.14,NodeIterator,11
0.29,1.02,0.12,EdgeIterator,11
0.47,2.60,0.12,NodeIterator,12
0.31,1.12,0.13,EdgeIterator,12
0.51,2.63,0.13,NodeIterator,13
0.31,1.15,0.15,EdgeIterator,13
0.54,2.95,0.13,NodeIterator,14
0.36,1.03,0.13,EdgeIterator,14
0.64,3.10,0.15,NodeIterator,15
0.39,1.14,0.15,EdgeIterator,15
0.71,3.10,0.13,NodeIterator,16
0.41,1.17,0.13,EdgeIterator,16
0.67,3.14,0.15,NodeIterator,17
0.42,1.22,0.14,EdgeIterator,17
0.66,2.95,0.17,NodeIterator,18
0.33,0.98,0.12,EdgeIterator,18
0.70,3.12,0.17,NodeIterator,19
0.37,1.14,0.13,EdgeIterator,19
0.65,2.94,0.13,NodeIterator,20
0.38,1.04,0.13,EdgeIterator,20
0.67,2.97,0.14,NodeIterator,21
0.33,0.97,0.14,EdgeIterator,21
0.65,2.86,0.13,NodeIterator,22
0.35,0.99,0.13,EdgeIterator,22
0.56,2.82,0.13,NodeIterator,23
0.32,1.01,0.15,EdgeIterator,23
0.50,2.69,0.12,NodeIterator,24
0.31,0.93,0.18,EdgeIterator,24
0.61,2.56,0.14,NodeIterator,25
0.31,0.90,0.14,EdgeIterator,25
