Ordering,Algo,Refs,Misses,Time
default,Pull-Topo,1299374271.0,77546754.0,2.167788127
default,Pull-Topo,1303833741.0,77593719.0,1.659090357
default,Pull-Topo,1302512004.0,77737040.0,1.660239939
default,Pull-Topo,1301983095.0,77588903.0,1.648465872
default,Pull-Topo,1299655915.0,77636177.0,1.658182139
default,Pull-Topo,1301355259.0,77729186.0,1.64912414
default,Pull-Topo,1299246630.0,78207043.0,1.652125634
default,Pull-Topo,1304532993.0,77590885.0,1.658729565
default,Pull-Topo,1301181730.0,77671413.0,1.654552851
default,Pull-Topo,1301757376.0,77711674.0,1.660356897
default,Pull-Topo,1300166765.0,77702699.0,1.657886557
default,Pull-Topo,1429400008.0,81898242.0,2.294938444
default,Pull-Topo,1302848027.0,77628466.0,1.656313373
default,Pull-Topo,1401715380.0,81018559.0,2.16887613
default,Pull-Topo,1408281033.0,81196064.0,2.196687325
default,Pull-Topo,1416058178.0,81633169.0,2.236937552
default,Pull-Topo,1343208660.0,79105749.0,1.861508405
default,Pull-Topo,1331959361.0,78648657.0,1.817807454
default,Pull-Topo,1396955492.0,80927806.0,2.148446052
default,Pull-Topo,1400440459.0,80999553.0,2.156492761
default,Pull-Topo,1401861789.0,80919079.0,2.15550921
default,Pull-Topo,1411602313.0,81377880.0,2.213094943
default,Pull-Topo,1305854454.0,77510026.0,1.653103538
default,Pull-Topo,1399703795.0,80998318.0,2.144287112
default,Pull-Topo,1402209494.0,81059926.0,2.16765659
default,Pull-Residual,836567028.0,57885180.0,1.438697333
default,Pull-Residual,831018149.0,57756401.0,1.439413882
default,Pull-Residual,835644390.0,58027661.0,1.438835032
default,Pull-Residual,839409595.0,58219279.0,1.436143933
default,Pull-Residual,833781339.0,57390847.0,1.450099812
default,Pull-Residual,835344479.0,58085181.0,1.440684771
default,Pull-Residual,830602281.0,58235405.0,1.436512001
default,Pull-Residual,833238762.0,57924999.0,1.431125997
default,Pull-Residual,835897253.0,57898470.0,1.434847238
default,Pull-Residual,835302073.0,57904986.0,1.434958742
default,Pull-Residual,833764782.0,57531426.0,1.44177537
default,Pull-Residual,835029755.0,57771204.0,1.43635518
default,Pull-Residual,832464328.0,57930092.0,1.437334162
default,Pull-Residual,829713291.0,58157355.0,1.440321944
default,Pull-Residual,831061944.0,57610999.0,1.438156805
default,Pull-Residual,830006529.0,57880258.0,1.434654245
default,Pull-Residual,839337939.0,58024819.0,1.441866092
default,Pull-Residual,832235158.0,57898364.0,1.440851772
default,Pull-Residual,832881330.0,57522944.0,1.443803488
default,Pull-Residual,832638559.0,57509848.0,1.444980029
default,Pull-Residual,840044099.0,58055911.0,1.438901933
default,Pull-Residual,831884634.0,58472602.0,1.437909592
default,Pull-Residual,837171395.0,57948165.0,1.443033886
default,Pull-Residual,836673384.0,57828312.0,1.439092401
default,Pull-Residual,834784260.0,58125237.0,1.435915218
default,Push-Async,832159880.0,67925328.0,3.252251682
default,Push-Async,830915545.0,67872984.0,3.180713035
default,Push-Async,827623932.0,68029319.0,3.167962887
default,Push-Async,849066945.0,68541959.0,3.547166701
default,Push-Async,832634364.0,68241781.0,3.255743901
default,Push-Async,827922181.0,67871284.0,3.182914934
default,Push-Async,830701339.0,67999906.0,3.179195433
default,Push-Async,829030079.0,67803153.0,3.178487746
default,Push-Async,828082085.0,68024443.0,3.166694192
default,Push-Async,828327693.0,68012500.0,3.171940848
default,Push-Async,829239288.0,68123062.0,3.178866439
default,Push-Async,828886962.0,67855118.0,3.180467045
default,Push-Async,828485911.0,68163045.0,3.181922195
default,Push-Async,828908076.0,67961418.0,3.192709214
default,Push-Async,828964696.0,67812898.0,3.19266227
default,Push-Async,832487378.0,68038231.0,3.241828345
default,Push-Async,831541459.0,68220333.0,3.291343464
default,Push-Async,830310050.0,67922371.0,3.181236292
default,Push-Async,828558149.0,67946685.0,3.161699552
default,Push-Async,829111954.0,67889017.0,3.167213862
default,Push-Async,828055833.0,68096723.0,3.177353534
default,Push-Async,828550032.0,67951717.0,3.178008354
default,Push-Async,829903995.0,67936553.0,3.175889761
default,Push-Async,829619304.0,67814614.0,3.20361891
default,Push-Async,831228062.0,68122965.0,3.203807414
default,Push-Sync,1309631529.0,107682276.0,5.212770906
default,Push-Sync,1311779409.0,107636556.0,5.247924672
default,Push-Sync,1309374661.0,107620333.0,5.165056884
default,Push-Sync,1310854942.0,107516370.0,5.142438466
default,Push-Sync,1309084902.0,107838071.0,5.15360174
default,Push-Sync,1308604661.0,107499435.0,5.146379649
default,Push-Sync,1309304194.0,107573766.0,5.154983971
default,Push-Sync,1311269725.0,107833643.0,5.209285151
default,Push-Sync,1313529379.0,107562349.0,5.260370099
default,Push-Sync,1308005852.0,107669258.0,5.157318865
default,Push-Sync,1309567803.0,107869928.0,5.182373573
default,Push-Sync,1308633165.0,107746722.0,5.142243024
default,Push-Sync,1308093388.0,107570698.0,5.162691387
default,Push-Sync,1309703400.0,107532252.0,5.136965191
default,Push-Sync,1306423044.0,107543787.0,5.136151096
default,Push-Sync,1309069033.0,107578500.0,5.151882216
default,Push-Sync,1309512193.0,107700669.0,5.14162292
default,Push-Sync,1309484495.0,107873862.0,5.184098571
default,Push-Sync,1307586206.0,107583093.0,5.136961883
default,Push-Sync,1309128887.0,107671034.0,5.148337805
default,Push-Sync,1309679057.0,107595443.0,5.212373771
default,Push-Sync,1310809693.0,107651717.0,5.310728114
default,Push-Sync,1307434511.0,108023685.0,5.18541598
default,Push-Sync,1309432280.0,107634368.0,5.136559414
default,Push-Sync,1312281873.0,107718984.0,5.161171322
degree,Pull-Topo,923669840.0,81106329.0,1.943081407
degree,Pull-Topo,924428176.0,80446230.0,1.43006187
degree,Pull-Topo,923521671.0,81165511.0,1.42838709
degree,Pull-Topo,923583399.0,80967736.0,1.427982152
degree,Pull-Topo,924153563.0,80546026.0,1.432380623
degree,Pull-Topo,924074155.0,80406994.0,1.433940463
degree,Pull-Topo,922766955.0,81379515.0,1.43378908
degree,Pull-Topo,923443931.0,80409222.0,1.436962891
degree,Pull-Topo,923047711.0,80536255.0,1.433321375
degree,Pull-Topo,935613663.0,81712052.0,1.638123191
degree,Pull-Topo,924655858.0,80462207.0,1.431845484
degree,Pull-Topo,925661489.0,81150949.0,1.432156317
degree,Pull-Topo,922919589.0,80427618.0,1.428300631
degree,Pull-Topo,924672879.0,80372459.0,1.432922781
degree,Pull-Topo,924259012.0,81222580.0,1.426285728
degree,Pull-Topo,923488046.0,81027445.0,1.418751157
degree,Pull-Topo,923485841.0,80509822.0,1.431220296
degree,Pull-Topo,926247148.0,80403286.0,1.436619245
degree,Pull-Topo,923173175.0,80455958.0,1.434191934
degree,Pull-Topo,930717608.0,81190911.0,1.558640184
degree,Pull-Topo,922607396.0,81289861.0,1.441306313
degree,Pull-Topo,922168930.0,80944771.0,1.429432645
degree,Pull-Topo,926522782.0,80465208.0,1.441298961
degree,Pull-Topo,923668764.0,80562125.0,1.427345797
degree,Pull-Topo,924658717.0,81068472.0,1.436263765
degree,Pull-Residual,517385561.0,60042667.0,1.273951156
degree,Pull-Residual,518904496.0,60698511.0,1.275746558
degree,Pull-Residual,520045332.0,61067837.0,1.279036634
degree,Pull-Residual,518295467.0,60140370.0,1.262177726
degree,Pull-Residual,517051577.0,60243325.0,1.279263454
degree,Pull-Residual,517798792.0,60675882.0,1.275764376
degree,Pull-Residual,520415736.0,60665838.0,1.279419842
degree,Pull-Residual,519496102.0,60748821.0,1.283663136
degree,Pull-Residual,518189078.0,60596041.0,1.269958425
degree,Pull-Residual,519971086.0,60633395.0,1.277261533
degree,Pull-Residual,519642163.0,60067891.0,1.276642571
degree,Pull-Residual,518874515.0,60211725.0,1.277485538
degree,Pull-Residual,518617080.0,60755925.0,1.277203166
degree,Pull-Residual,517264114.0,60131035.0,1.268626301
degree,Pull-Residual,518260767.0,60510924.0,1.276201923
degree,Pull-Residual,552851323.0,61137359.0,1.389027629
degree,Pull-Residual,519662356.0,60765636.0,1.27661742
degree,Pull-Residual,517135977.0,60253515.0,1.279543691
degree,Pull-Residual,518311062.0,60168112.0,1.275799605
degree,Pull-Residual,517543726.0,60690919.0,1.276161308
degree,Pull-Residual,519322885.0,60277201.0,1.274680515
degree,Pull-Residual,517426958.0,60271996.0,1.27763698
degree,Pull-Residual,518184150.0,60598810.0,1.275780966
degree,Pull-Residual,519422420.0,60660173.0,1.274808475
degree,Pull-Residual,517776179.0,60428330.0,1.277500768
degree,Push-Async,584190102.0,68727953.0,2.972361374
degree,Push-Async,584333103.0,68417823.0,2.949866203
degree,Push-Async,581243980.0,68699385.0,2.953751962
degree,Push-Async,584012798.0,68895781.0,2.956460539
degree,Push-Async,583551643.0,68529382.0,2.991833611
degree,Push-Async,583688063.0,68518201.0,2.949300296
degree,Push-Async,581532601.0,68321547.0,2.941571088
degree,Push-Async,584068120.0,68322339.0,2.944466551
degree,Push-Async,585130516.0,68375241.0,2.952308546
degree,Push-Async,581293988.0,68392142.0,2.949856443
degree,Push-Async,583253848.0,68352438.0,2.952725211
degree,Push-Async,585315612.0,68410874.0,2.955060253
degree,Push-Async,583302090.0,68390963.0,2.951811726
degree,Push-Async,581333558.0,68280037.0,2.987573754
degree,Push-Async,582153708.0,68430750.0,2.947336694
degree,Push-Async,584074635.0,68399658.0,2.95109177
degree,Push-Async,582321924.0,68562496.0,2.951146407
degree,Push-Async,582700597.0,68378758.0,2.952694066
degree,Push-Async,582818670.0,68385399.0,2.953186015
degree,Push-Async,584026420.0,68418846.0,2.946108432
degree,Push-Async,582472996.0,68507196.0,2.961252185
degree,Push-Async,582675277.0,68430256.0,2.950464799
degree,Push-Async,582316213.0,68497224.0,2.954563237
degree,Push-Async,583541470.0,68470566.0,2.954273384
degree,Push-Async,582811561.0,68396762.0,2.949182862
degree,Push-Sync,918937643.0,106686625.0,4.834921568
degree,Push-Sync,917314789.0,106320939.0,4.829305154
degree,Push-Sync,916466152.0,108127799.0,4.833643805
degree,Push-Sync,918054448.0,106030856.0,4.831394034
degree,Push-Sync,916671517.0,106317576.0,4.836915066
degree,Push-Sync,916784205.0,105864002.0,4.82955066
degree,Push-Sync,922395570.0,106371790.0,4.862524541
degree,Push-Sync,918285820.0,105986205.0,4.827338179
degree,Push-Sync,919034458.0,106004590.0,4.837859997
degree,Push-Sync,916235084.0,106146820.0,4.928380934
degree,Push-Sync,916548959.0,105647579.0,4.827186889
degree,Push-Sync,917228009.0,105683324.0,4.832340646
degree,Push-Sync,919384270.0,105771866.0,4.823696444
degree,Push-Sync,918284274.0,105693829.0,4.835402299
degree,Push-Sync,905350026.0,106912582.0,5.461434611
degree,Push-Sync,918267157.0,106022433.0,4.833387779
degree,Push-Sync,919863881.0,106130763.0,4.84785249
degree,Push-Sync,917523237.0,106069570.0,4.827700091
degree,Push-Sync,918454461.0,105739434.0,4.821918266
degree,Push-Sync,916116730.0,105823287.0,4.83000382
degree,Push-Sync,916342070.0,105603043.0,4.822389207
degree,Push-Sync,915114696.0,106081029.0,4.829567839
degree,Push-Sync,917822739.0,106094245.0,4.830508843
degree,Push-Sync,908846374.0,106623475.0,5.455424431
degree,Push-Sync,922398367.0,105966462.0,4.859910449
revdegree,Pull-Topo,925784372.0,82387050.0,1.990226051
revdegree,Pull-Topo,926491129.0,82285302.0,1.471550868
revdegree,Pull-Topo,925750767.0,82154577.0,1.469604117
revdegree,Pull-Topo,925697533.0,82225570.0,1.472344227
revdegree,Pull-Topo,925088876.0,82866421.0,1.478230814
revdegree,Pull-Topo,950703516.0,86276304.0,2.076501645
revdegree,Pull-Topo,924556696.0,82211070.0,1.467917875
revdegree,Pull-Topo,928571849.0,82158874.0,1.478419793
revdegree,Pull-Topo,925323791.0,82246044.0,1.476306041
revdegree,Pull-Topo,925629085.0,82241334.0,1.465989949
revdegree,Pull-Topo,925982141.0,82796693.0,1.475261489
revdegree,Pull-Topo,940403468.0,84543774.0,1.783116547
revdegree,Pull-Topo,923967128.0,82074924.0,1.476053897
revdegree,Pull-Topo,927006379.0,82462042.0,1.492761889
revdegree,Pull-Topo,925633938.0,82658146.0,1.470136411
revdegree,Pull-Topo,925280842.0,82391327.0,1.470187493
revdegree,Pull-Topo,923884093.0,82649824.0,1.473845726
