Real,User,Sys,Algorithm,Iteration
2.35,0.41,0.34,Sync,1
0.97,0.76,0.19,Async,1
1.22,0.97,0.25,EdgeAsync,1
1.00,0.77,0.20,EtiledAsync,1
3.85,3.66,0.18,BlkdAsync,1
1.01,0.78,0.20,LabelProc,1
1.30,1.10,0.20,Serial,1
0.59,0.39,0.18,Sync,2
0.98,0.80,0.18,Async,2
1.24,1.02,0.22,EdgeAsync,2
1.02,0.80,0.20,EtiledAsync,2
3.85,3.65,0.20,BlkdAsync,2
1.01,0.81,0.18,LabelProc,2
1.30,1.11,0.19,Serial,2
0.58,0.36,0.19,Sync,3
0.97,0.78,0.19,Async,3
1.23,0.97,0.26,EdgeAsync,3
1.02,0.78,0.21,EtiledAsync,3
3.88,3.70,0.18,BlkdAsync,3
0.99,0.80,0.17,LabelProc,3
1.29,1.10,0.19,Serial,3
0.57,0.39,0.15,Sync,4
0.97,0.78,0.18,Async,4
1.24,1.02,0.22,EdgeAsync,4
1.05,0.86,0.17,EtiledAsync,4
3.90,3.71,0.19,BlkdAsync,4
1.02,0.80,0.19,LabelProc,4
1.32,1.12,0.19,Serial,4
0.58,0.40,0.16,Sync,5
0.99,0.81,0.18,Async,5
1.25,0.99,0.25,EdgeAsync,5
1.04,0.84,0.18,EtiledAsync,5
3.97,3.77,0.20,BlkdAsync,5
1.01,0.79,0.20,LabelProc,5
1.31,1.10,0.20,Serial,5
0.57,0.37,0.18,Sync,6
0.95,0.77,0.18,Async,6
1.22,0.96,0.26,EdgeAsync,6
1.01,0.77,0.22,EtiledAsync,6
3.86,3.68,0.18,BlkdAsync,6
0.98,0.73,0.22,LabelProc,6
1.29,1.11,0.17,Serial,6
0.57,0.36,0.19,Sync,7
0.98,0.80,0.18,Async,7
1.22,0.97,0.25,EdgeAsync,7
1.06,0.83,0.21,EtiledAsync,7
3.91,3.71,0.20,BlkdAsync,7
1.02,0.78,0.22,LabelProc,7
1.31,1.14,0.17,Serial,7
0.58,0.38,0.18,Sync,8
0.99,0.80,0.18,Async,8
1.23,0.94,0.29,EdgeAsync,8
1.06,0.85,0.18,EtiledAsync,8
3.90,3.71,0.18,BlkdAsync,8
1.01,0.80,0.18,LabelProc,8
1.31,1.11,0.19,Serial,8
0.57,0.36,0.19,Sync,9
0.99,0.79,0.19,Async,9
1.25,1.02,0.23,EdgeAsync,9
1.05,0.82,0.21,EtiledAsync,9
3.92,3.75,0.16,BlkdAsync,9
1.01,0.80,0.19,LabelProc,9
1.29,1.07,0.21,Serial,9
0.57,0.39,0.16,Sync,10
0.96,0.79,0.16,Async,10
1.27,1.04,0.23,EdgeAsync,10
1.03,0.81,0.20,EtiledAsync,10
3.94,3.74,0.20,BlkdAsync,10
1.03,0.83,0.18,LabelProc,10
1.32,1.12,0.20,Serial,10
0.58,0.37,0.19,Sync,11
0.98,0.80,0.17,Async,11
1.25,0.97,0.27,EdgeAsync,11
1.04,0.84,0.18,EtiledAsync,11
3.94,3.75,0.19,BlkdAsync,11
0.99,0.79,0.19,LabelProc,11
