Real,User,Sys,Algorithm,Iteration
7.66,39.78,1.25,NodeIterator,1
1.73,16.73,0.43,EdgeIterator,1
2.90,30.07,0.59,NodeIterator,2
1.70,16.62,0.39,EdgeIterator,2
2.92,30.24,0.55,NodeIterator,3
1.72,16.67,0.47,EdgeIterator,3
2.90,29.87,0.64,NodeIterator,4
1.70,16.63,0.46,EdgeIterator,4
2.95,30.24,0.75,NodeIterator,5
1.75,16.99,0.46,EdgeIterator,5
3.09,31.65,0.61,NodeIterator,6
1.74,16.97,0.44,EdgeIterator,6
2.98,30.87,0.59,NodeIterator,7
1.85,16.67,0.50,EdgeIterator,7
2.89,29.92,0.55,NodeIterator,8
1.70,16.55,0.46,EdgeIterator,8
2.85,29.64,0.52,NodeIterator,9
1.69,16.42,0.42,EdgeIterator,9
2.91,30.13,0.52,NodeIterator,10
1.73,16.75,0.49,EdgeIterator,10
3.00,30.96,0.70,NodeIterator,11
1.72,16.82,0.45,EdgeIterator,11
2.99,30.50,0.55,NodeIterator,12
1.72,16.52,0.54,EdgeIterator,12
2.92,30.26,0.60,NodeIterator,13
1.72,16.66,0.52,EdgeIterator,13
3.05,31.19,0.81,NodeIterator,14
1.77,17.21,0.50,EdgeIterator,14
3.00,31.12,0.55,NodeIterator,15
1.75,16.85,0.51,EdgeIterator,15
2.96,30.56,0.61,NodeIterator,16
1.74,16.83,0.53,EdgeIterator,16
2.99,31.00,0.56,NodeIterator,17
1.72,16.64,0.45,EdgeIterator,17
2.91,30.13,0.54,NodeIterator,18
1.70,16.50,0.48,EdgeIterator,18
2.96,30.12,0.61,NodeIterator,19
1.74,16.84,0.47,EdgeIterator,19
3.04,31.41,0.59,NodeIterator,20
1.76,17.13,0.47,EdgeIterator,20
2.99,30.96,0.60,NodeIterator,21
1.73,16.77,0.41,EdgeIterator,21
2.94,30.41,0.56,NodeIterator,22
1.71,16.55,0.47,EdgeIterator,22
2.91,29.96,0.61,NodeIterator,23
1.69,16.42,0.43,EdgeIterator,23
2.89,29.75,0.57,NodeIterator,24
1.70,16.47,0.49,EdgeIterator,24
2.96,30.63,0.51,NodeIterator,25
1.75,17.00,0.47,EdgeIterator,25
