Real,User,Sys,Algorithm,Iteration
2.13,0.28,0.32,Sync,1
1.63,1.43,0.18,Async,1
1.93,1.70,0.21,EdgeAsync,1
1.70,1.49,0.19,EtiledAsync,1
4.01,3.80,0.19,BlkdAsync,1
1.65,1.45,0.17,LabelProc,1
2.55,2.33,0.20,Serial,1
0.51,0.28,0.21,Sync,2
1.62,1.44,0.18,Async,2
1.97,1.69,0.25,EdgeAsync,2
1.66,1.45,0.19,EtiledAsync,2
4.00,3.81,0.17,BlkdAsync,2
1.70,1.45,0.22,LabelProc,2
2.61,2.40,0.19,Serial,2
0.52,0.31,0.18,Sync,3
1.62,1.44,0.18,Async,3
1.88,1.60,0.26,EdgeAsync,3
1.69,1.47,0.20,EtiledAsync,3
3.94,3.73,0.20,BlkdAsync,3
1.65,1.43,0.19,LabelProc,3
2.58,2.35,0.21,Serial,3
0.51,0.32,0.17,Sync,4
1.62,1.38,0.23,Async,4
1.91,1.66,0.22,EdgeAsync,4
1.69,1.49,0.18,EtiledAsync,4
3.94,3.73,0.19,BlkdAsync,4
1.63,1.42,0.19,LabelProc,4
2.57,2.36,0.19,Serial,4
0.49,0.24,0.22,Sync,5
1.57,1.39,0.18,Async,5
1.91,1.63,0.26,EdgeAsync,5
1.70,1.44,0.23,EtiledAsync,5
4.04,3.82,0.19,BlkdAsync,5
1.70,1.50,0.18,LabelProc,5
2.52,2.30,0.20,Serial,5
0.50,0.31,0.17,Sync,6
1.58,1.43,0.14,Async,6
1.91,1.68,0.22,EdgeAsync,6
1.67,1.43,0.21,EtiledAsync,6
4.00,3.77,0.20,BlkdAsync,6
1.70,1.49,0.19,LabelProc,6
2.63,2.41,0.19,Serial,6
0.56,0.35,0.19,Sync,7
1.66,1.43,0.23,Async,7
1.90,1.64,0.24,EdgeAsync,7
1.70,1.49,0.19,EtiledAsync,7
4.06,3.83,0.20,BlkdAsync,7
1.70,1.48,0.19,LabelProc,7
2.62,2.44,0.16,Serial,7
0.48,0.28,0.18,Sync,8
1.65,1.47,0.17,Async,8
1.91,1.64,0.24,EdgeAsync,8
1.69,1.49,0.18,EtiledAsync,8
4.02,3.81,0.19,BlkdAsync,8
1.66,1.44,0.20,LabelProc,8
2.54,2.35,0.18,Serial,8
0.50,0.30,0.18,Sync,9
1.60,1.40,0.19,Async,9
1.94,1.67,0.25,EdgeAsync,9
1.70,1.48,0.19,EtiledAsync,9
4.01,3.78,0.20,BlkdAsync,9
1.69,1.48,0.19,LabelProc,9
2.62,2.38,0.21,Serial,9
