Real,User,Sys,Algorithm,Iteration
18.47,16.54,0.32,Pull-Topo,1
13.21,12.98,0.20,Pull-Residual,1
16.28,16.03,0.22,Push-Async,1
28.08,27.85,0.20,Push-Sync,1
16.36,16.15,0.18,Pull-Topo,2
13.15,12.93,0.19,Pull-Residual,2
16.47,16.24,0.20,Push-Async,2
28.07,27.87,0.18,Push-Sync,2
16.62,16.40,0.19,Pull-Topo,3
13.33,13.11,0.19,Pull-Residual,3
16.27,16.02,0.22,Push-Async,3
28.29,28.07,0.20,Push-Sync,3
16.66,16.46,0.18,Pull-Topo,4
13.14,12.89,0.22,Pull-Residual,4
16.41,16.18,0.21,Push-Async,4
28.47,28.25,0.20,Push-Sync,4
16.56,16.35,0.18,Pull-Topo,5
13.35,13.09,0.23,Pull-Residual,5
16.12,15.90,0.20,Push-Async,5
28.41,28.19,0.20,Push-Sync,5
16.42,16.17,0.23,Pull-Topo,6
13.14,12.91,0.20,Pull-Residual,6
16.09,15.86,0.20,Push-Async,6
28.19,27.98,0.19,Push-Sync,6
16.49,16.25,0.22,Pull-Topo,7
13.22,12.99,0.20,Pull-Residual,7
16.35,16.13,0.20,Push-Async,7
28.41,28.19,0.20,Push-Sync,7
16.34,16.11,0.21,Pull-Topo,8
13.22,13.01,0.19,Pull-Residual,8
16.28,16.06,0.20,Push-Async,8
28.24,28.02,0.20,Push-Sync,8
16.30,16.09,0.20,Pull-Topo,9
13.04,12.80,0.22,Pull-Residual,9
16.11,15.89,0.19,Push-Async,9
28.51,28.31,0.18,Push-Sync,9
16.13,15.92,0.19,Pull-Topo,10
13.34,13.12,0.19,Pull-Residual,10
16.50,16.27,0.21,Push-Async,10
28.40,28.16,0.22,Push-Sync,10
16.54,16.31,0.20,Pull-Topo,11
13.32,13.06,0.23,Pull-Residual,11
16.18,15.96,0.20,Push-Async,11
28.00,27.76,0.22,Push-Sync,11
16.48,16.28,0.18,Pull-Topo,12
13.17,12.90,0.25,Pull-Residual,12
16.54,16.31,0.21,Push-Async,12
28.28,28.02,0.24,Push-Sync,12
16.47,16.26,0.18,Pull-Topo,13
13.20,12.95,0.23,Pull-Residual,13
16.36,16.14,0.20,Push-Async,13
28.76,28.53,0.21,Push-Sync,13
16.31,16.09,0.19,Pull-Topo,14
13.34,13.09,0.22,Pull-Residual,14
16.37,16.14,0.21,Push-Async,14
28.45,28.25,0.18,Push-Sync,14
16.54,16.30,0.22,Pull-Topo,15
13.28,13.06,0.20,Pull-Residual,15
16.24,16.00,0.21,Push-Async,15
28.56,28.35,0.19,Push-Sync,15
16.35,16.12,0.21,Pull-Topo,16
13.40,13.17,0.21,Pull-Residual,16
16.35,16.12,0.21,Push-Async,16
28.39,28.19,0.18,Push-Sync,16
16.34,16.12,0.20,Pull-Topo,17
13.30,13.05,0.23,Pull-Residual,17
16.11,15.89,0.20,Push-Async,17
28.42,28.18,0.22,Push-Sync,17
16.44,16.23,0.19,Pull-Topo,18
13.30,13.07,0.20,Pull-Residual,18
16.43,16.16,0.24,Push-Async,18
28.24,28.01,0.20,Push-Sync,18
16.71,16.51,0.18,Pull-Topo,19
13.17,12.96,0.19,Pull-Residual,19
16.08,15.85,0.21,Push-Async,19
28.25,28.00,0.23,Push-Sync,19
16.64,16.41,0.22,Pull-Topo,20
13.32,13.09,0.20,Pull-Residual,20
16.57,16.30,0.24,Push-Async,20
28.57,28.34,0.21,Push-Sync,20
16.54,16.32,0.19,Pull-Topo,21
13.02,12.80,0.20,Pull-Residual,21
16.51,16.31,0.18,Push-Async,21
28.43,28.19,0.22,Push-Sync,21
16.52,16.31,0.19,Pull-Topo,22
13.36,13.15,0.19,Pull-Residual,22
16.41,16.17,0.22,Push-Async,22
28.26,28.04,0.19,Push-Sync,22
16.48,16.28,0.18,Pull-Topo,23
13.26,13.05,0.20,Pull-Residual,23
16.27,16.00,0.24,Push-Async,23
28.00,27.75,0.22,Push-Sync,23
16.44,16.21,0.20,Pull-Topo,24
13.29,13.03,0.24,Pull-Residual,24
16.26,16.05,0.18,Push-Async,24
28.47,28.27,0.18,Push-Sync,24
16.31,16.10,0.19,Pull-Topo,25
13.03,12.81,0.20,Pull-Residual,25
16.19,15.95,0.22,Push-Async,25
28.38,28.13,0.22,Push-Sync,25
