Real,User,Sys,Algorithm,Iteration
18.12,16.09,0.43,Pull-Topo,1
13.37,13.17,0.18,Pull-Residual,1
16.34,16.12,0.20,Push-Async,1
28.75,28.51,0.22,Push-Sync,1
16.36,16.13,0.20,Pull-Topo,2
13.17,12.92,0.23,Pull-Residual,2
16.22,15.97,0.23,Push-Async,2
28.87,28.63,0.22,Push-Sync,2
16.02,15.78,0.21,Pull-Topo,3
13.08,12.83,0.23,Pull-Residual,3
16.39,16.15,0.22,Push-Async,3
28.59,28.35,0.21,Push-Sync,3
16.19,15.97,0.21,Pull-Topo,4
13.10,12.87,0.21,Pull-Residual,4
16.33,16.12,0.19,Push-Async,4
28.68,28.46,0.20,Push-Sync,4
16.35,16.13,0.20,Pull-Topo,5
13.33,13.10,0.21,Pull-Residual,5
16.55,16.33,0.20,Push-Async,5
28.75,28.52,0.21,Push-Sync,5
16.10,15.85,0.22,Pull-Topo,6
13.10,12.85,0.22,Pull-Residual,6
16.51,16.28,0.21,Push-Async,6
28.52,28.30,0.19,Push-Sync,6
16.54,16.30,0.21,Pull-Topo,7
13.06,12.83,0.20,Pull-Residual,7
16.49,16.24,0.23,Push-Async,7
28.82,28.57,0.23,Push-Sync,7
16.13,15.89,0.22,Pull-Topo,8
13.17,12.96,0.18,Pull-Residual,8
16.21,16.00,0.19,Push-Async,8
28.43,28.19,0.21,Push-Sync,8
16.43,16.23,0.18,Pull-Topo,9
13.06,12.84,0.20,Pull-Residual,9
16.31,16.05,0.23,Push-Async,9
28.76,28.52,0.22,Push-Sync,9
16.15,15.96,0.18,Pull-Topo,10
13.26,13.05,0.18,Pull-Residual,10
16.36,16.15,0.19,Push-Async,10
28.37,28.13,0.22,Push-Sync,10
16.00,15.77,0.21,Pull-Topo,11
13.30,13.04,0.24,Pull-Residual,11
16.30,16.07,0.20,Push-Async,11
28.47,28.26,0.18,Push-Sync,11
16.00,15.76,0.21,Pull-Topo,12
13.27,13.04,0.21,Pull-Residual,12
16.54,16.30,0.22,Push-Async,12
28.82,28.57,0.22,Push-Sync,12
16.43,16.16,0.25,Pull-Topo,13
13.05,12.82,0.21,Pull-Residual,13
16.63,16.42,0.18,Push-Async,13
28.82,28.59,0.21,Push-Sync,13
16.23,16.00,0.21,Pull-Topo,14
13.21,13.01,0.18,Pull-Residual,14
16.42,16.20,0.19,Push-Async,14
28.67,28.47,0.18,Push-Sync,14
15.91,15.70,0.19,Pull-Topo,15
12.95,12.75,0.18,Pull-Residual,15
16.36,16.12,0.22,Push-Async,15
28.71,28.52,0.17,Push-Sync,15
16.08,15.86,0.20,Pull-Topo,16
13.38,13.14,0.23,Pull-Residual,16
16.46,16.24,0.20,Push-Async,16
28.80,28.57,0.21,Push-Sync,16
16.31,16.08,0.21,Pull-Topo,17
13.08,12.87,0.18,Pull-Residual,17
16.53,16.31,0.19,Push-Async,17
28.52,28.30,0.20,Push-Sync,17
16.28,16.05,0.20,Pull-Topo,18
13.10,12.84,0.23,Pull-Residual,18
16.47,16.25,0.20,Push-Async,18
28.66,28.43,0.21,Push-Sync,18
16.36,16.14,0.20,Pull-Topo,19
13.19,12.95,0.21,Pull-Residual,19
16.30,16.06,0.22,Push-Async,19
28.69,28.46,0.21,Push-Sync,19
16.49,16.26,0.20,Pull-Topo,20
13.06,12.82,0.22,Pull-Residual,20
16.41,16.16,0.23,Push-Async,20
28.83,28.60,0.21,Push-Sync,20
15.99,15.76,0.21,Pull-Topo,21
13.42,13.18,0.22,Pull-Residual,21
16.43,16.17,0.24,Push-Async,21
28.86,28.62,0.22,Push-Sync,21
16.49,16.26,0.21,Pull-Topo,22
13.39,13.18,0.20,Pull-Residual,22
16.62,16.38,0.21,Push-Async,22
28.71,28.49,0.19,Push-Sync,22
16.48,16.22,0.23,Pull-Topo,23
13.24,12.97,0.25,Pull-Residual,23
16.35,16.13,0.20,Push-Async,23
28.77,28.53,0.22,Push-Sync,23
16.14,15.91,0.21,Pull-Topo,24
12.92,12.69,0.22,Pull-Residual,24
16.32,16.10,0.20,Push-Async,24
28.60,28.34,0.24,Push-Sync,24
16.19,15.92,0.24,Pull-Topo,25
13.10,12.88,0.20,Pull-Residual,25
16.40,16.18,0.20,Push-Async,25
28.83,28.63,0.18,Push-Sync,25
