Real,User,Sys,Algorithm,Iteration
15.57,15.36,0.19,Pull-Topo,1
12.95,12.71,0.21,Pull-Residual,1
16.33,16.09,0.22,Push-Async,1
28.31,28.12,0.17,Push-Sync,1
15.67,15.46,0.20,Pull-Topo,2
12.82,12.60,0.20,Pull-Residual,2
16.56,16.32,0.21,Push-Async,2
28.42,28.18,0.22,Push-Sync,2
15.93,15.68,0.24,Pull-Topo,3
12.68,12.43,0.23,Pull-Residual,3
16.17,15.95,0.20,Push-Async,3
28.22,27.99,0.20,Push-Sync,3
15.81,15.54,0.24,Pull-Topo,4
12.89,12.64,0.22,Pull-Residual,4
16.56,16.32,0.22,Push-Async,4
27.96,27.73,0.21,Push-Sync,4
15.67,15.46,0.18,Pull-Topo,5
12.59,12.35,0.22,Pull-Residual,5
16.45,16.25,0.18,Push-Async,5
28.25,28.03,0.20,Push-Sync,5
15.61,15.39,0.20,Pull-Topo,6
12.89,12.65,0.22,Pull-Residual,6
16.70,16.46,0.22,Push-Async,6
28.75,28.49,0.23,Push-Sync,6
15.69,15.47,0.20,Pull-Topo,7
13.01,12.76,0.22,Pull-Residual,7
16.18,15.95,0.21,Push-Async,7
28.17,27.96,0.19,Push-Sync,7
15.80,15.58,0.20,Pull-Topo,8
12.77,12.51,0.24,Pull-Residual,8
16.47,16.23,0.22,Push-Async,8
28.48,28.24,0.21,Push-Sync,8
16.01,15.78,0.21,Pull-Topo,9
12.98,12.76,0.20,Pull-Residual,9
16.22,16.00,0.20,Push-Async,9
28.54,28.27,0.25,Push-Sync,9
15.54,15.28,0.24,Pull-Topo,10
12.68,12.42,0.23,Pull-Residual,10
16.61,16.39,0.19,Push-Async,10
28.42,28.18,0.22,Push-Sync,10
15.92,15.69,0.20,Pull-Topo,11
12.56,12.31,0.22,Pull-Residual,11
16.52,16.32,0.18,Push-Async,11
28.28,28.03,0.22,Push-Sync,11
15.64,15.39,0.22,Pull-Topo,12
12.69,12.45,0.22,Pull-Residual,12
16.45,16.22,0.21,Push-Async,12
28.04,27.81,0.21,Push-Sync,12
15.74,15.49,0.23,Pull-Topo,13
12.95,12.72,0.20,Pull-Residual,13
16.66,16.45,0.19,Push-Async,13
28.12,27.87,0.23,Push-Sync,13
15.89,15.62,0.24,Pull-Topo,14
12.80,12.61,0.17,Pull-Residual,14
16.25,16.04,0.18,Push-Async,14
28.03,27.81,0.20,Push-Sync,14
15.78,15.55,0.20,Pull-Topo,15
12.67,12.41,0.24,Pull-Residual,15
16.31,16.07,0.22,Push-Async,15
28.39,28.13,0.24,Push-Sync,15
15.95,15.73,0.20,Pull-Topo,16
12.55,12.30,0.23,Pull-Residual,16
16.22,15.95,0.24,Push-Async,16
28.23,28.02,0.19,Push-Sync,16
15.57,15.33,0.22,Pull-Topo,17
12.60,12.37,0.20,Pull-Residual,17
16.28,16.04,0.21,Push-Async,17
28.38,28.12,0.24,Push-Sync,17
15.86,15.64,0.19,Pull-Topo,18
12.97,12.76,0.19,Pull-Residual,18
16.51,16.28,0.20,Push-Async,18
27.95,27.70,0.23,Push-Sync,18
15.64,15.42,0.20,Pull-Topo,19
12.78,12.54,0.22,Pull-Residual,19
16.44,16.21,0.21,Push-Async,19
28.02,27.79,0.21,Push-Sync,19
15.86,15.60,0.24,Pull-Topo,20
12.96,12.72,0.22,Pull-Residual,20
16.60,16.36,0.22,Push-Async,20
28.26,28.02,0.21,Push-Sync,20
15.90,15.66,0.22,Pull-Topo,21
12.80,12.56,0.22,Pull-Residual,21
16.27,16.03,0.22,Push-Async,21
28.42,28.18,0.22,Push-Sync,21
15.64,15.42,0.20,Pull-Topo,22
12.70,12.48,0.19,Pull-Residual,22
16.31,16.06,0.23,Push-Async,22
28.13,27.90,0.21,Push-Sync,22
15.97,15.71,0.24,Pull-Topo,23
12.84,12.63,0.19,Pull-Residual,23
16.58,16.38,0.18,Push-Async,23
28.50,28.27,0.21,Push-Sync,23
15.70,15.49,0.19,Pull-Topo,24
12.85,12.62,0.20,Pull-Residual,24
16.47,16.23,0.22,Push-Async,24
28.42,28.16,0.23,Push-Sync,24
15.85,15.60,0.23,Pull-Topo,25
13.08,12.83,0.23,Pull-Residual,25
16.33,16.08,0.22,Push-Async,25
27.98,27.75,0.20,Push-Sync,25
