Real,User,Sys,Algorithm,Iteration
2.20,0.36,0.33,Sync,1
1.23,1.04,0.17,Async,1
1.54,1.26,0.26,EdgeAsync,1
1.28,1.05,0.20,EtiledAsync,1
3.79,3.59,0.17,BlkdAsync,1
1.08,0.86,0.19,LabelProc,1
1.54,1.32,0.21,Serial,1
0.55,0.32,0.20,Sync,2
1.22,1.04,0.18,Async,2
1.54,1.29,0.23,EdgeAsync,2
1.30,1.08,0.19,EtiledAsync,2
3.81,3.61,0.18,BlkdAsync,2
1.10,0.88,0.19,LabelProc,2
1.56,1.33,0.22,Serial,2
0.54,0.34,0.19,Sync,3
1.20,1.00,0.20,Async,3
1.51,1.24,0.24,EdgeAsync,3
1.25,1.03,0.20,EtiledAsync,3
3.77,3.55,0.20,BlkdAsync,3
1.11,0.89,0.19,LabelProc,3
1.56,1.34,0.21,Serial,3
0.55,0.34,0.19,Sync,4
1.18,0.98,0.19,Async,4
1.54,1.23,0.28,EdgeAsync,4
1.27,1.03,0.22,EtiledAsync,4
3.78,3.57,0.18,BlkdAsync,4
1.08,0.87,0.19,LabelProc,4
1.55,1.38,0.17,Serial,4
0.54,0.30,0.22,Sync,5
1.20,1.01,0.18,Async,5
1.51,1.25,0.24,EdgeAsync,5
1.23,1.06,0.15,EtiledAsync,5
3.74,3.52,0.20,BlkdAsync,5
1.06,0.83,0.20,LabelProc,5
1.57,1.39,0.17,Serial,5
0.56,0.36,0.17,Sync,6
1.20,1.01,0.19,Async,6
1.51,1.25,0.24,EdgeAsync,6
1.25,1.00,0.23,EtiledAsync,6
3.80,3.58,0.20,BlkdAsync,6
1.09,0.89,0.18,LabelProc,6
1.52,1.34,0.18,Serial,6
0.54,0.33,0.18,Sync,7
1.20,1.01,0.19,Async,7
1.52,1.26,0.23,EdgeAsync,7
1.25,1.03,0.20,EtiledAsync,7
3.78,3.55,0.20,BlkdAsync,7
1.07,0.85,0.20,LabelProc,7
1.56,1.36,0.19,Serial,7
0.54,0.32,0.20,Sync,8
