Real,User,Sys,Algorithm,Iteration
2.35,0.40,0.32,Sync,1
1.08,0.85,0.20,Async,1
1.32,1.07,0.25,EdgeAsync,1
1.12,0.88,0.21,EtiledAsync,1
3.79,3.63,0.15,BlkdAsync,1
0.99,0.76,0.20,LabelProc,1
1.33,1.14,0.19,Serial,1
0.55,0.32,0.20,Sync,2
1.05,0.86,0.19,Async,2
1.35,1.09,0.26,EdgeAsync,2
1.11,0.89,0.20,EtiledAsync,2
3.78,3.57,0.20,BlkdAsync,2
0.99,0.81,0.16,LabelProc,2
1.31,1.15,0.16,Serial,2
0.55,0.34,0.18,Sync,3
1.05,0.86,0.19,Async,3
1.31,1.06,0.25,EdgeAsync,3
1.11,0.89,0.20,EtiledAsync,3
3.79,3.59,0.20,BlkdAsync,3
0.98,0.77,0.19,LabelProc,3
1.32,1.13,0.19,Serial,3
0.57,0.32,0.22,Sync,4
1.06,0.85,0.20,Async,4
1.32,1.06,0.25,EdgeAsync,4
1.11,0.92,0.16,EtiledAsync,4
3.79,3.57,0.21,BlkdAsync,4
0.99,0.77,0.20,LabelProc,4
1.33,1.15,0.18,Serial,4
0.57,0.36,0.19,Sync,5
1.07,0.87,0.20,Async,5
1.30,1.04,0.25,EdgeAsync,5
1.10,0.89,0.18,EtiledAsync,5
3.78,3.58,0.20,BlkdAsync,5
1.00,0.80,0.18,LabelProc,5
1.35,1.16,0.19,Serial,5
0.57,0.35,0.20,Sync,6
1.08,0.87,0.21,Async,6
1.33,1.08,0.26,EdgeAsync,6
1.12,0.90,0.20,EtiledAsync,6
3.82,3.62,0.20,BlkdAsync,6
1.02,0.82,0.17,LabelProc,6
1.33,1.13,0.20,Serial,6
0.57,0.36,0.18,Sync,7
1.07,0.91,0.16,Async,7
1.36,1.10,0.26,EdgeAsync,7
1.13,0.91,0.19,EtiledAsync,7
3.82,3.64,0.18,BlkdAsync,7
1.01,0.81,0.18,LabelProc,7
1.33,1.13,0.20,Serial,7
0.57,0.35,0.19,Sync,8
1.07,0.88,0.19,Async,8
1.35,1.13,0.22,EdgeAsync,8
1.11,0.89,0.20,EtiledAsync,8
3.83,3.64,0.18,BlkdAsync,8
1.00,0.75,0.22,LabelProc,8
1.33,1.14,0.19,Serial,8
0.55,0.30,0.22,Sync,9
1.05,0.86,0.18,Async,9
1.31,1.08,0.22,EdgeAsync,9
1.12,0.91,0.18,EtiledAsync,9
3.83,3.62,0.21,BlkdAsync,9
0.98,0.76,0.20,LabelProc,9
1.31,1.13,0.18,Serial,9
0.54,0.33,0.19,Sync,10
1.05,0.87,0.18,Async,10
1.31,1.05,0.26,EdgeAsync,10
1.11,0.87,0.20,EtiledAsync,10
3.81,3.61,0.19,BlkdAsync,10
0.98,0.79,0.18,LabelProc,10
1.30,1.10,0.20,Serial,10
0.56,0.33,0.21,Sync,11
1.06,0.87,0.19,Async,11
1.31,1.06,0.25,EdgeAsync,11
1.13,0.92,0.19,EtiledAsync,11
3.79,3.60,0.18,BlkdAsync,11
1.00,0.80,0.18,LabelProc,11
1.32,1.14,0.18,Serial,11
0.57,0.35,0.19,Sync,12
1.07,0.89,0.18,Async,12
1.33,1.11,0.21,EdgeAsync,12
1.11,0.93,0.17,EtiledAsync,12
3.79,3.59,0.20,BlkdAsync,12
0.99,0.81,0.16,LabelProc,12
1.32,1.12,0.19,Serial,12
0.57,0.35,0.20,Sync,13
1.10,0.89,0.20,Async,13
1.32,1.09,0.23,EdgeAsync,13
1.10,0.90,0.18,EtiledAsync,13
3.79,3.59,0.20,BlkdAsync,13
1.00,0.78,0.19,LabelProc,13
1.31,1.10,0.20,Serial,13
0.57,0.33,0.21,Sync,14
1.06,0.85,0.20,Async,14
1.31,1.06,0.25,EdgeAsync,14
1.13,0.90,0.21,EtiledAsync,14
