Real,User,Sys,Algorithm,Iteration
7.85,40.30,0.99,NodeIterator,1
1.75,16.94,0.44,EdgeIterator,1
2.93,30.45,0.55,NodeIterator,2
1.72,16.62,0.46,EdgeIterator,2
2.89,29.94,0.55,NodeIterator,3
1.73,16.80,0.41,EdgeIterator,3
2.96,30.55,0.60,NodeIterator,4
1.71,16.58,0.50,EdgeIterator,4
2.93,30.26,0.53,NodeIterator,5
1.73,16.69,0.41,EdgeIterator,5
2.89,30.10,0.56,NodeIterator,6
1.70,16.60,0.47,EdgeIterator,6
2.98,30.56,0.58,NodeIterator,7
1.72,16.69,0.47,EdgeIterator,7
2.93,30.00,0.64,NodeIterator,8
1.73,16.64,0.44,EdgeIterator,8
2.95,30.45,0.59,NodeIterator,9
1.76,17.04,0.47,EdgeIterator,9
3.05,31.41,0.68,NodeIterator,10
1.75,16.97,0.46,EdgeIterator,10
2.96,30.76,0.60,NodeIterator,11
1.72,16.60,0.44,EdgeIterator,11
2.99,30.96,0.51,NodeIterator,12
1.75,16.93,0.50,EdgeIterator,12
3.14,32.63,0.59,NodeIterator,13
1.77,17.13,0.58,EdgeIterator,13
3.05,31.23,0.83,NodeIterator,14
1.75,17.02,0.54,EdgeIterator,14
3.00,31.01,0.55,NodeIterator,15
1.73,16.68,0.52,EdgeIterator,15
2.92,30.14,0.60,NodeIterator,16
1.70,16.54,0.47,EdgeIterator,16
2.95,30.49,0.51,NodeIterator,17
1.71,16.79,0.48,EdgeIterator,17
3.04,31.60,0.62,NodeIterator,18
1.76,17.06,0.49,EdgeIterator,18
3.06,31.77,0.59,NodeIterator,19
1.76,16.75,0.47,EdgeIterator,19
2.95,30.36,0.63,NodeIterator,20
1.71,16.52,0.48,EdgeIterator,20
2.93,30.12,0.66,NodeIterator,21
1.74,16.73,0.50,EdgeIterator,21
2.91,30.01,0.65,NodeIterator,22
1.71,16.60,0.42,EdgeIterator,22
2.95,30.47,0.62,NodeIterator,23
1.73,16.66,0.49,EdgeIterator,23
2.89,29.94,0.53,NodeIterator,24
1.71,16.66,0.44,EdgeIterator,24
2.95,30.56,0.57,NodeIterator,25
1.75,17.00,0.42,EdgeIterator,25
