Real,User,Sys,Algorithm,Iteration
8.04,41.26,1.04,NodeIterator,1
1.75,16.94,0.48,EdgeIterator,1
2.95,30.48,0.62,NodeIterator,2
1.73,16.62,0.47,EdgeIterator,2
2.91,30.15,0.54,NodeIterator,3
1.74,16.90,0.48,EdgeIterator,3
2.94,30.39,0.61,NodeIterator,4
1.72,16.35,0.63,EdgeIterator,4
3.00,31.21,0.53,NodeIterator,5
1.75,16.70,0.49,EdgeIterator,5
2.92,30.20,0.60,NodeIterator,6
1.71,16.76,0.40,EdgeIterator,6
2.96,30.67,0.56,NodeIterator,7
1.89,16.75,0.56,EdgeIterator,7
2.94,29.89,0.62,NodeIterator,8
1.70,16.38,0.45,EdgeIterator,8
2.88,29.89,0.56,NodeIterator,9
1.71,16.57,0.50,EdgeIterator,9
2.98,30.85,0.54,NodeIterator,10
1.75,16.94,0.53,EdgeIterator,10
3.12,32.58,0.52,NodeIterator,11
1.78,17.39,0.47,EdgeIterator,11
3.04,31.67,0.50,NodeIterator,12
1.76,17.10,0.42,EdgeIterator,12
3.01,30.98,0.65,NodeIterator,13
1.74,16.79,0.54,EdgeIterator,13
2.94,30.39,0.68,NodeIterator,14
1.72,16.61,0.48,EdgeIterator,14
2.93,30.48,0.55,NodeIterator,15
1.72,16.85,0.44,EdgeIterator,15
3.05,31.50,0.76,NodeIterator,16
1.79,17.20,0.51,EdgeIterator,16
3.01,30.99,0.72,NodeIterator,17
1.73,16.80,0.47,EdgeIterator,17
2.96,30.60,0.63,NodeIterator,18
1.73,16.55,0.58,EdgeIterator,18
2.93,30.24,0.63,NodeIterator,19
1.74,16.79,0.53,EdgeIterator,19
2.94,30.44,0.53,NodeIterator,20
1.71,16.74,0.37,EdgeIterator,20
3.01,31.35,0.57,NodeIterator,21
1.73,16.84,0.49,EdgeIterator,21
2.90,30.31,0.49,NodeIterator,22
1.72,16.65,0.53,EdgeIterator,22
2.95,30.48,0.63,NodeIterator,23
1.76,17.08,0.51,EdgeIterator,23
3.05,31.63,0.59,NodeIterator,24
1.75,17.02,0.48,EdgeIterator,24
2.96,30.89,0.58,NodeIterator,25
1.73,16.80,0.48,EdgeIterator,25
