Ordering,Algo,Refs,Misses,Time
livejournal,Pull-Topo,6931367570.0,2224271991.0,16.694324406
livejournal,Pull-Topo,6967190930.0,2242055354.0,15.414762464
livejournal,Pull-Topo,6910366681.0,2223708984.0,15.062366305
livejournal,Pull-Topo,6926884215.0,2229237405.0,15.092873758
livejournal,Pull-Topo,6972804074.0,2243977932.0,15.6258763
livejournal,Pull-Topo,6925944473.0,2222548838.0,15.043725158
livejournal,Pull-Topo,6930012734.0,2231864248.0,15.07571574
livejournal,Pull-Topo,6922385203.0,2227635736.0,15.064167568
livejournal,Pull-Topo,6883657303.0,2230112372.0,15.036267665
livejournal,Pull-Topo,6969231315.0,2258421111.0,15.661821279
livejournal,Pull-Topo,6972915566.0,2247170735.0,15.618101307
livejournal,Pull-Topo,6956620017.0,2236659365.0,15.413900437
livejournal,Pull-Topo,6895331862.0,2227879028.0,15.042353421
livejournal,Pull-Topo,6937698416.0,2225714932.0,15.05824269
livejournal,Pull-Topo,6898933302.0,2229312037.0,15.080231101
livejournal,Pull-Topo,7017949652.0,2244833313.0,15.63752473
livejournal,Pull-Topo,7103238945.0,2269994490.0,16.228215624
livejournal,Pull-Topo,6987423857.0,2246640033.0,15.624798494
livejournal,Pull-Topo,6914276712.0,2220696916.0,15.039469041
livejournal,Pull-Topo,6991944686.0,2243375927.0,15.622772861
livejournal,Pull-Topo,6951099116.0,2251824182.0,15.622031529
livejournal,Pull-Topo,6954552795.0,2259151582.0,15.651230726
livejournal,Pull-Topo,6989060032.0,2248637917.0,15.650409166
livejournal,Pull-Topo,6976672023.0,2266381706.0,15.68932827
livejournal,Pull-Topo,6911236581.0,2231056472.0,15.074332197
livejournal,Pull-Residual,4853572497.0,1578967766.0,12.300062113
livejournal,Pull-Residual,4843529340.0,1529778113.0,12.150446566
livejournal,Pull-Residual,4835439831.0,1562656592.0,12.262348379
livejournal,Pull-Residual,4871645098.0,1542396679.0,12.221755549
livejournal,Pull-Residual,4921862760.0,1621882595.0,12.252376054
livejournal,Pull-Residual,4929984537.0,1708907845.0,12.507087538
livejournal,Pull-Residual,4951615456.0,1630094914.0,12.297971443
livejournal,Pull-Residual,4864452805.0,1556635572.0,12.244103444
livejournal,Pull-Residual,4842441191.0,1539739879.0,12.187101556
livejournal,Pull-Residual,4925921516.0,1624844633.0,12.278609494
livejournal,Pull-Residual,4858275264.0,1547735305.0,12.216108565
livejournal,Pull-Residual,4825877908.0,1624863036.0,12.424026671
livejournal,Pull-Residual,4836812259.0,1673985956.0,12.585066021
livejournal,Pull-Residual,4821228922.0,1583252884.0,12.305576268
livejournal,Pull-Residual,5012090067.0,1719973298.0,13.001254406
