Real,User,Sys,Algorithm,Iteration
565.22,529.55,4.72,Pull-Topo,1
597.65,595.75,1.88,Pull-Residual,1
403.37,401.61,1.74,Push-Async,1
677.54,675.74,1.78,Push-Sync,1
527.82,526.11,1.69,Pull-Topo,2
594.72,592.91,1.79,Pull-Residual,2
403.05,401.20,1.82,Push-Async,2
677.09,675.24,1.83,Push-Sync,2
528.14,526.27,1.86,Pull-Topo,3
584.09,582.09,1.98,Pull-Residual,3
402.77,400.91,1.84,Push-Async,3
683.79,681.99,1.78,Push-Sync,3
528.80,527.03,1.75,Pull-Topo,4
605.74,603.88,1.84,Pull-Residual,4
403.25,401.41,1.82,Push-Async,4
679.37,677.36,1.99,Push-Sync,4
528.96,527.12,1.81,Pull-Topo,5
596.13,594.21,1.90,Pull-Residual,5
403.32,401.43,1.86,Push-Async,5
684.44,682.68,1.74,Push-Sync,5
530.70,529.00,1.68,Pull-Topo,6
606.32,604.35,1.96,Pull-Residual,6
403.52,401.71,1.79,Push-Async,6
678.49,676.62,1.86,Push-Sync,6
530.04,528.07,1.95,Pull-Topo,7
597.46,595.49,1.94,Pull-Residual,7
403.92,402.15,1.76,Push-Async,7
679.33,677.39,1.92,Push-Sync,7
531.83,530.03,1.77,Pull-Topo,8
598.62,596.75,1.85,Pull-Residual,8
402.56,400.60,1.94,Push-Async,8
675.76,673.89,1.85,Push-Sync,8
529.52,527.65,1.86,Pull-Topo,9
597.92,596.07,1.83,Pull-Residual,9
404.64,402.76,1.86,Push-Async,9
678.01,676.13,1.85,Push-Sync,9
531.45,529.72,1.70,Pull-Topo,10
579.36,577.45,1.89,Pull-Residual,10
405.24,403.49,1.72,Push-Async,10
681.79,679.98,1.79,Push-Sync,10
530.62,528.89,1.71,Pull-Topo,11
577.24,575.47,1.74,Pull-Residual,11
403.22,401.37,1.83,Push-Async,11
677.20,675.27,1.90,Push-Sync,11
529.66,527.85,1.78,Pull-Topo,12
602.26,600.31,1.93,Pull-Residual,12
402.95,401.00,1.93,Push-Async,12
683.83,682.06,1.75,Push-Sync,12
529.33,527.52,1.79,Pull-Topo,13
608.30,606.44,1.84,Pull-Residual,13
404.33,402.35,1.96,Push-Async,13
679.61,677.67,1.91,Push-Sync,13
528.47,526.62,1.82,Pull-Topo,14
607.74,605.85,1.87,Pull-Residual,14
403.07,401.24,1.81,Push-Async,14
679.45,677.55,1.88,Push-Sync,14
528.55,526.67,1.86,Pull-Topo,15
599.33,597.54,1.77,Pull-Residual,15
403.79,401.94,1.84,Push-Async,15
679.57,677.72,1.83,Push-Sync,15
529.75,528.00,1.74,Pull-Topo,16
595.88,593.99,1.87,Pull-Residual,16
404.85,402.80,2.03,Push-Async,16
677.91,676.02,1.86,Push-Sync,16
529.99,528.17,1.80,Pull-Topo,17
607.03,605.15,1.85,Pull-Residual,17
402.98,401.21,1.75,Push-Async,17
679.62,677.73,1.87,Push-Sync,17
532.56,530.72,1.82,Pull-Topo,18
602.86,600.96,1.88,Pull-Residual,18
402.18,400.36,1.80,Push-Async,18
675.99,674.09,1.88,Push-Sync,18
529.35,527.43,1.90,Pull-Topo,19
598.31,596.48,1.80,Pull-Residual,19
407.84,405.89,1.92,Push-Async,19
677.62,675.75,1.85,Push-Sync,19
531.06,529.25,1.79,Pull-Topo,20
601.05,599.08,1.95,Pull-Residual,20
403.41,401.41,1.98,Push-Async,20
679.15,677.25,1.88,Push-Sync,20
532.43,530.61,1.81,Pull-Topo,21
602.92,601.02,1.88,Pull-Residual,21
407.39,405.51,1.85,Push-Async,21
678.92,677.10,1.80,Push-Sync,21
528.64,526.70,1.91,Pull-Topo,22
607.21,605.33,1.86,Pull-Residual,22
403.71,401.86,1.83,Push-Async,22
680.04,678.18,1.84,Push-Sync,22
529.02,527.19,1.80,Pull-Topo,23
594.65,592.83,1.80,Pull-Residual,23
405.81,403.91,1.88,Push-Async,23
681.09,679.18,1.88,Push-Sync,23
530.55,528.76,1.77,Pull-Topo,24
605.60,603.78,1.80,Pull-Residual,24
402.85,400.97,1.85,Push-Async,24
683.83,682.05,1.76,Push-Sync,24
530.09,528.19,1.88,Pull-Topo,25
607.90,605.95,1.92,Pull-Residual,25
404.32,402.47,1.83,Push-Async,25
682.95,681.22,1.71,Push-Sync,25
