Real,User,Sys,Algorithm,Dataset,Iteration,Unvisited
149.44,121.14,6.37,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
102.45,91.44,4.36,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
107.45,98.92,4.08,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,7,26562278
136.86,130.18,3.72,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
126.76,119.93,3.87,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
155.01,147.96,4.01,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
127.05,112.16,4.79,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
168.24,157.70,5.81,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
148.57,121.14,6.08,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
100.15,92.47,3.98,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
104.42,98.68,3.71,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,8,26562278
133.57,129.76,3.43,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
125.18,121.41,3.47,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
152.04,147.85,3.76,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
124.36,112.40,4.33,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
165.22,157.40,5.33,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
147.58,121.10,6.02,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
99.00,91.37,4.08,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
104.29,99.03,3.66,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,9,26562278
133.39,130.01,3.27,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
123.58,120.19,3.28,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
151.92,148.16,3.62,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
124.40,112.45,4.34,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
166.72,158.84,5.35,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
145.93,120.92,6.00,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
98.44,91.57,3.92,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
104.32,99.73,3.37,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,10,26562278
133.38,130.04,3.22,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
123.98,120.62,3.25,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
151.66,147.97,3.56,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
124.30,112.32,4.51,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
164.76,157.24,5.33,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
146.92,121.31,5.78,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
98.25,91.45,3.84,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
104.23,99.45,3.62,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,11,26562278
133.51,130.08,3.30,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
127.96,120.35,3.90,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
156.07,148.17,4.21,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
128.74,112.60,4.84,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
169.87,157.84,5.76,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
151.55,121.30,6.47,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
103.01,92.04,4.22,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
107.70,98.61,4.17,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,12,26562278
136.63,129.90,3.82,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
128.22,121.36,3.82,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
157.91,150.99,4.00,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
127.71,112.59,4.66,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
162.61,157.57,4.90,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
143.26,121.16,5.44,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
96.09,91.32,3.65,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
102.06,98.62,3.34,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,13,26562278
133.05,129.60,3.33,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
123.64,120.17,3.35,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
151.14,147.35,3.65,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
122.35,112.62,4.04,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
163.80,157.35,5.21,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
144.35,121.03,5.67,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
96.75,92.13,3.45,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
102.48,99.10,3.28,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,14,26562278
134.46,130.79,3.54,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
124.00,120.60,3.29,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
151.18,147.55,3.50,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
122.32,112.33,4.20,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
166.75,156.93,5.62,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
143.61,120.77,5.60,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
96.28,92.00,3.43,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
102.40,99.14,3.17,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,15,26562278
133.12,129.62,3.38,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
124.52,121.05,3.36,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
151.67,147.97,3.56,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
122.40,112.76,4.03,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
163.43,157.42,5.22,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
145.65,120.81,5.97,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
97.36,91.30,3.75,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
102.07,98.59,3.38,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,16,26562278
134.32,130.87,3.32,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
123.49,119.90,3.48,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
151.41,147.63,3.64,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
121.96,112.22,4.08,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
162.53,157.01,5.06,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
143.39,120.92,5.52,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
95.12,91.59,3.37,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
101.93,98.41,3.42,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,17,26562278
133.26,129.84,3.30,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
123.80,120.48,3.21,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
151.47,147.86,3.47,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
121.72,112.13,4.11,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
161.89,156.88,4.88,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
143.22,120.71,5.48,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
95.92,91.58,3.47,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
102.25,98.81,3.34,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,18,26562278
134.45,129.79,3.47,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
124.62,119.88,3.66,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
152.78,147.55,3.97,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
125.33,112.29,4.54,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
166.25,157.48,5.41,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
148.32,120.94,6.12,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
99.50,91.58,3.83,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
104.87,98.65,3.71,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,19,26562278
135.22,129.99,3.58,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
126.65,121.65,3.56,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
152.53,147.39,3.90,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
125.49,112.13,4.48,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
166.50,157.33,5.44,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
147.31,120.92,5.96,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
99.86,91.77,3.97,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
105.14,99.53,3.58,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,20,26562278
134.13,129.84,3.44,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
124.75,120.30,3.62,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
152.44,147.59,3.70,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
125.21,112.31,4.49,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
167.11,158.50,5.40,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
147.74,121.22,6.03,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
99.82,91.68,3.90,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
105.11,98.99,3.74,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,21,26562278
133.53,129.46,3.42,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
125.30,120.51,3.54,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
153.05,147.98,3.83,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
128.49,112.22,4.69,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
163.87,156.80,5.46,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
144.92,120.62,5.88,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
97.80,91.32,3.75,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
102.82,98.54,3.47,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,22,26562278
134.24,130.79,3.32,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
123.53,120.10,3.32,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
151.43,147.80,3.50,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
123.76,112.13,4.21,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
164.32,157.04,5.33,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
145.44,120.87,5.77,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
97.60,91.35,3.74,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
103.29,99.04,3.45,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,23,26562278
134.28,130.72,3.43,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
123.92,120.39,3.40,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
153.86,150.01,3.71,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
123.89,112.66,4.26,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
165.22,157.61,5.32,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
145.85,121.26,5.72,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
97.68,91.34,3.84,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
103.19,98.60,3.48,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,24,26562278
133.24,129.84,3.27,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
124.09,120.68,3.30,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
151.56,147.68,3.74,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
123.86,112.38,4.20,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
165.37,157.57,5.50,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
146.13,121.51,5.93,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
102.86,92.28,4.42,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
107.31,98.91,3.94,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-2.gr,25,26562278
220.66,128.90,13.22,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
123.74,117.66,3.79,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
151.86,144.50,4.14,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
125.43,109.85,4.88,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
169.03,158.00,5.68,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
149.98,121.58,5.99,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
103.37,93.32,4.15,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
106.97,99.57,3.75,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,1,26562278
132.73,126.98,3.69,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
123.71,118.03,3.63,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
150.24,144.20,3.88,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
123.66,109.44,4.72,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
167.23,157.28,5.61,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
148.95,121.20,5.94,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
101.83,92.22,4.20,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
106.54,99.46,3.71,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,2,26562278
133.96,128.12,3.76,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
122.99,117.20,3.68,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
149.95,144.11,3.84,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
119.14,109.60,4.04,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
162.50,157.47,4.88,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
144.36,121.12,5.57,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
98.79,93.23,3.53,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
104.49,99.76,3.54,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,3,26562278
130.31,126.89,3.29,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
123.60,117.98,3.61,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
149.93,143.83,4.04,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
119.04,109.47,4.09,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
163.91,157.53,5.19,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
144.29,120.79,5.85,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
97.77,93.05,3.54,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
102.90,99.50,3.30,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,4,26562278
130.17,126.83,3.21,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
122.27,118.98,3.18,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
149.38,145.66,3.59,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
120.21,109.61,4.09,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
163.71,157.28,5.17,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
145.38,120.72,5.84,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
97.36,92.23,3.51,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
103.04,99.59,3.35,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,5,26562278
130.31,126.80,3.39,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
120.82,117.54,3.16,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
150.72,146.93,3.66,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
120.50,109.85,4.22,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
164.62,157.95,5.10,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
145.45,121.31,5.62,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
97.92,92.07,3.71,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
103.87,99.60,3.49,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,6,26562278
130.29,126.71,3.46,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
121.17,117.70,3.35,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
148.25,144.36,3.75,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
121.29,110.25,4.20,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
164.54,157.75,5.25,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
146.28,121.87,5.66,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
102.53,92.46,4.12,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
107.52,99.56,3.92,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,7,26562278
135.09,128.57,3.68,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
123.19,117.20,3.67,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
150.40,143.82,4.11,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
124.07,109.71,4.56,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
168.19,157.84,5.62,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
149.99,121.60,6.00,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
102.49,92.28,4.15,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
107.71,99.97,3.89,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,8,26562278
133.20,126.83,3.77,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
123.12,117.18,3.60,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
150.49,144.03,4.00,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
124.16,109.61,4.59,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
167.01,157.36,5.56,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
149.53,121.54,6.16,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
101.86,92.42,4.09,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
106.72,99.43,3.76,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,9,26562278
132.64,126.87,3.64,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
122.84,117.07,3.69,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
150.26,144.37,3.81,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
124.81,109.58,5.35,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
167.87,157.51,5.72,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
148.63,121.12,6.17,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
101.79,92.50,4.19,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
111.61,100.27,4.27,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,10,26562278
138.66,126.66,4.39,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
127.99,117.45,4.11,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
150.63,143.62,4.18,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
124.28,109.44,4.82,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
166.92,156.84,5.58,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
148.33,121.61,5.95,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
100.62,92.68,3.90,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
105.96,99.97,3.65,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,11,26562278
131.07,126.90,3.38,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
122.01,117.55,3.46,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
149.15,144.11,3.93,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
122.36,109.67,4.42,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
166.13,157.45,5.38,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
147.16,121.22,5.78,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
100.50,92.98,3.91,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
104.91,99.74,3.46,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,12,26562278
130.16,126.59,3.27,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
121.21,117.88,3.22,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
148.76,144.68,3.74,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
122.00,109.71,4.32,serDelta,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
165.77,157.88,5.30,dijkstraTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
147.13,121.04,5.88,dijkstra,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
98.93,92.06,3.88,topo,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
105.24,100.58,3.49,topoTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,13,26562278
130.02,126.60,3.30,deltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,14,26562278
120.63,117.20,3.31,deltaStep,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,14,26562278
148.17,144.30,3.68,serDeltaTile,../../datasets/twitter_rv/twitter_rv-default-weighted-3.gr,14,26562278
