Ordering,Algo,Refs,Misses,Time
default,Pull-Topo,300790943216.0,170256605828.0,663.186964037
default,Pull-Topo,303726333783.0,172721087158.0,644.380107651
default,Pull-Topo,302688853089.0,172184606593.0,641.523467363
default,Pull-Topo,303722511977.0,172729374324.0,644.503701036
default,Pull-Topo,303917872291.0,173020306329.0,645.227025578
default,Pull-Topo,303562898421.0,172556469689.0,643.386334392
default,Pull-Topo,303849863508.0,172809564449.0,643.82701703
default,Pull-Topo,304364622197.0,173339053189.0,646.092482402
default,Pull-Topo,303122136639.0,172357745704.0,642.685056205
default,Pull-Topo,302628523190.0,171846837953.0,640.837613224
default,Pull-Topo,303502690125.0,172400795560.0,642.225367937
default,Pull-Topo,303210168187.0,172351636480.0,642.021123885
default,Pull-Topo,303617580845.0,172645555868.0,643.004425411
default,Pull-Topo,303228953706.0,172048841130.0,641.256639431
default,Pull-Topo,303313985438.0,172370473860.0,642.2212623
default,Pull-Topo,304531672870.0,173348699178.0,645.760299447
default,Pull-Topo,303598776580.0,172805138893.0,643.763951213
default,Pull-Topo,303683207764.0,172829008241.0,644.197771322
default,Pull-Topo,304304397213.0,173191805331.0,645.417934162
default,Pull-Topo,305065973593.0,173715924051.0,648.434486971
default,Pull-Topo,306112208124.0,173950796679.0,649.063703826
default,Pull-Topo,304568251949.0,172981854677.0,644.005279979
default,Pull-Topo,305404236288.0,173830706234.0,648.326263376
default,Pull-Topo,305741889536.0,173534183077.0,647.331743397
default,Pull-Topo,305394663828.0,173421783102.0,646.265588692
default,Pull-Residual,320078346558.0,183652453176.0,775.52549722
default,Pull-Residual,323264116369.0,186248277933.0,772.223598074
default,Pull-Residual,325896486483.0,184127531277.0,779.351531171
default,Pull-Residual,326362692530.0,184289694147.0,780.00268342
default,Pull-Residual,340577653869.0,181720930753.0,768.613609323
default,Pull-Residual,325317853781.0,186177787558.0,772.081137164
default,Pull-Residual,320010390392.0,186077287373.0,771.234832399
default,Pull-Residual,325531055715.0,184355884409.0,779.761729099
default,Pull-Residual,323258397067.0,183757303274.0,777.133073564
default,Pull-Residual,318312101532.0,183958669011.0,777.134702884
default,Pull-Residual,329805983136.0,186544078981.0,775.373276962
default,Pull-Residual,317342533613.0,183481510520.0,774.68916039
