Real,User,Sys,Algorithm,Iteration
37.43,5.30,4.62,Sync,1
30.08,28.38,1.67,Async,1
41.75,37.99,3.72,EdgeAsync,1
47.38,28.59,3.60,EtiledAsync,1
157.45,155.56,1.87,BlkdAsync,1
23.11,21.27,1.81,LabelProc,1
39.21,37.30,1.88,Serial,1
7.34,5.54,1.79,Sync,2
30.17,28.22,1.93,Async,2
42.44,38.69,3.72,EdgeAsync,2
45.66,29.00,3.48,EtiledAsync,2
158.21,156.20,1.98,BlkdAsync,2
22.70,20.72,1.95,LabelProc,2
39.77,37.92,1.84,Serial,2
7.26,5.35,1.89,Sync,3
30.59,28.65,1.91,Async,3
42.47,38.64,3.80,EdgeAsync,3
45.24,28.43,3.42,EtiledAsync,3
157.70,155.83,1.84,BlkdAsync,3
23.37,21.41,1.94,LabelProc,3
39.29,37.45,1.82,Serial,3
7.09,5.22,1.85,Sync,4
30.45,28.60,1.83,Async,4
42.26,38.43,3.80,EdgeAsync,4
45.92,29.27,3.45,EtiledAsync,4
157.37,155.42,1.92,BlkdAsync,4
23.41,21.55,1.84,LabelProc,4
39.78,37.88,1.87,Serial,4
7.27,5.39,1.86,Sync,5
29.99,28.01,1.96,Async,5
41.92,38.10,3.80,EdgeAsync,5
44.87,28.49,3.29,EtiledAsync,5
156.92,154.96,1.94,BlkdAsync,5
23.38,21.51,1.85,LabelProc,5
39.21,37.32,1.87,Serial,5
7.14,5.29,1.83,Sync,6
30.41,28.54,1.85,Async,6
42.11,38.20,3.89,EdgeAsync,6
45.00,28.54,3.40,EtiledAsync,6
156.94,154.95,1.96,BlkdAsync,6
23.09,21.31,1.76,LabelProc,6
38.81,36.91,1.88,Serial,6
7.07,5.26,1.79,Sync,7
30.39,28.49,1.88,Async,7
41.76,38.04,3.70,EdgeAsync,7
44.92,28.66,3.43,EtiledAsync,7
157.07,155.23,1.82,BlkdAsync,7
23.28,21.33,1.92,LabelProc,7
39.96,37.98,1.95,Serial,7
7.09,5.21,1.86,Sync,8
30.08,28.19,1.87,Async,8
42.28,38.36,3.89,EdgeAsync,8
46.88,28.84,3.47,EtiledAsync,8
157.11,155.18,1.91,BlkdAsync,8
23.08,21.25,1.81,LabelProc,8
40.21,38.26,1.93,Serial,8
7.14,5.20,1.91,Sync,9
30.72,28.89,1.81,Async,9
42.07,38.27,3.78,EdgeAsync,9
46.74,28.48,3.54,EtiledAsync,9
156.28,154.38,1.88,BlkdAsync,9
23.08,21.22,1.83,LabelProc,9
40.06,38.22,1.81,Serial,9
7.12,5.25,1.85,Sync,10
30.03,28.17,1.84,Async,10
41.92,38.05,3.84,EdgeAsync,10
46.24,28.27,3.63,EtiledAsync,10
156.47,154.59,1.85,BlkdAsync,10
23.31,21.33,1.96,LabelProc,10
