Real,User,Sys,Algorithm,Iteration
703.09,671.09,4.75,Pull-Topo,1
820.03,817.98,2.00,Pull-Residual,1
484.28,482.42,1.83,Push-Async,1
822.68,820.86,1.80,Push-Sync,1
671.25,669.26,1.97,Pull-Topo,2
819.43,817.39,2.02,Pull-Residual,2
483.20,481.32,1.86,Push-Async,2
828.74,826.87,1.84,Push-Sync,2
671.97,670.12,1.83,Pull-Topo,3
824.30,822.42,1.86,Pull-Residual,3
483.11,481.25,1.84,Push-Async,3
825.35,823.45,1.88,Push-Sync,3
671.33,669.55,1.76,Pull-Topo,4
822.69,820.72,1.94,Pull-Residual,4
488.26,486.26,1.97,Push-Async,4
824.16,822.16,1.98,Push-Sync,4
673.52,671.76,1.73,Pull-Topo,5
821.70,819.62,2.06,Pull-Residual,5
486.22,484.26,1.94,Push-Async,5
827.69,825.78,1.89,Push-Sync,5
672.38,670.44,1.92,Pull-Topo,6
825.87,823.79,2.06,Pull-Residual,6
484.69,482.71,1.96,Push-Async,6
828.89,826.93,1.94,Push-Sync,6
671.53,669.58,1.94,Pull-Topo,7
820.09,818.20,1.87,Pull-Residual,7
482.69,480.73,1.93,Push-Async,7
823.34,821.44,1.88,Push-Sync,7
672.60,670.82,1.77,Pull-Topo,8
824.94,822.95,1.97,Pull-Residual,8
488.71,486.66,2.03,Push-Async,8
831.18,829.18,1.98,Push-Sync,8
671.65,669.75,1.86,Pull-Topo,9
821.58,819.57,1.98,Pull-Residual,9
484.16,482.25,1.90,Push-Async,9
824.10,822.17,1.91,Push-Sync,9
674.40,672.55,1.83,Pull-Topo,10
820.81,818.76,2.02,Pull-Residual,10
488.12,486.16,1.94,Push-Async,10
823.54,821.51,2.02,Push-Sync,10
673.29,671.60,1.68,Pull-Topo,11
821.84,819.80,2.03,Pull-Residual,11
484.18,482.18,1.99,Push-Async,11
832.99,831.20,1.78,Push-Sync,11
671.67,669.74,1.92,Pull-Topo,12
823.56,821.49,2.04,Pull-Residual,12
489.30,487.35,1.93,Push-Async,12
827.38,825.42,1.94,Push-Sync,12
672.87,670.99,1.86,Pull-Topo,13
829.06,827.01,2.02,Pull-Residual,13
489.86,487.99,1.84,Push-Async,13
825.32,823.33,1.97,Push-Sync,13
674.59,672.59,1.97,Pull-Topo,14
824.90,822.83,2.05,Pull-Residual,14
485.82,483.85,1.95,Push-Async,14
829.20,827.19,1.98,Push-Sync,14
671.14,669.22,1.90,Pull-Topo,15
827.22,825.22,1.98,Pull-Residual,15
484.11,482.13,1.96,Push-Async,15
822.61,820.69,1.90,Push-Sync,15
675.07,673.14,1.91,Pull-Topo,16
828.02,826.01,1.99,Pull-Residual,16
483.08,481.17,1.89,Push-Async,16
821.57,819.58,1.96,Push-Sync,16
674.45,672.61,1.82,Pull-Topo,17
825.12,823.17,1.92,Pull-Residual,17
483.60,481.65,1.93,Push-Async,17
822.55,820.58,1.95,Push-Sync,17
673.90,671.93,1.94,Pull-Topo,18
820.63,818.67,1.93,Pull-Residual,18
488.66,486.72,1.92,Push-Async,18
823.51,821.56,1.93,Push-Sync,18
671.52,669.61,1.88,Pull-Topo,19
820.07,817.97,2.07,Pull-Residual,19
488.43,486.35,2.06,Push-Async,19
833.43,831.50,1.91,Push-Sync,19
670.94,669.03,1.89,Pull-Topo,20
820.92,819.02,1.88,Pull-Residual,20
483.02,481.03,1.97,Push-Async,20
831.20,829.28,1.90,Push-Sync,20
674.59,672.78,1.80,Pull-Topo,21
816.25,814.23,2.00,Pull-Residual,21
487.58,485.55,2.01,Push-Async,21
821.19,819.32,1.85,Push-Sync,21
672.60,670.63,1.95,Pull-Topo,22
811.58,809.56,2.00,Pull-Residual,22
482.78,480.83,1.93,Push-Async,22
820.23,818.29,1.92,Push-Sync,22
673.23,671.35,1.86,Pull-Topo,23
825.75,823.68,2.05,Pull-Residual,23
489.30,487.37,1.92,Push-Async,23
822.91,821.04,1.84,Push-Sync,23
671.99,670.09,1.88,Pull-Topo,24
821.75,819.74,1.98,Pull-Residual,24
482.39,480.40,1.96,Push-Async,24
829.51,827.66,1.83,Push-Sync,24
673.52,671.53,1.97,Pull-Topo,25
820.32,818.29,2.01,Pull-Residual,25
485.02,483.11,1.88,Push-Async,25
821.85,819.92,1.91,Push-Sync,25
