Real,User,Sys,Algorithm,Iteration
527.73,491.34,4.56,Pull-Topo,1
545.48,529.96,2.86,Pull-Residual,1
375.59,373.83,1.74,Push-Async,1
627.65,625.90,1.74,Push-Sync,1
494.13,492.35,1.76,Pull-Topo,2
540.86,539.11,1.72,Pull-Residual,2
375.24,373.45,1.78,Push-Async,2
626.96,625.31,1.63,Push-Sync,2
493.79,492.13,1.62,Pull-Topo,3
526.52,524.74,1.76,Pull-Residual,3
376.53,374.70,1.80,Push-Async,3
625.86,624.03,1.81,Push-Sync,3
492.00,490.19,1.79,Pull-Topo,4
523.60,521.78,1.79,Pull-Residual,4
375.74,373.85,1.85,Push-Async,4
629.61,627.97,1.62,Push-Sync,4
492.21,490.42,1.76,Pull-Topo,5
549.37,547.49,1.86,Pull-Residual,5
377.18,375.40,1.75,Push-Async,5
624.07,622.24,1.81,Push-Sync,5
493.44,491.66,1.76,Pull-Topo,6
538.79,536.97,1.80,Pull-Residual,6
375.08,373.32,1.74,Push-Async,6
627.70,625.91,1.77,Push-Sync,6
493.56,491.89,1.65,Pull-Topo,7
551.52,549.69,1.82,Pull-Residual,7
380.34,378.61,1.72,Push-Async,7
629.19,627.52,1.66,Push-Sync,7
490.87,489.13,1.72,Pull-Topo,8
541.87,540.10,1.74,Pull-Residual,8
374.78,373.02,1.73,Push-Async,8
625.50,623.65,1.83,Push-Sync,8
491.42,489.58,1.82,Pull-Topo,9
572.24,570.41,1.81,Pull-Residual,9
378.12,376.31,1.79,Push-Async,9
623.91,622.22,1.66,Push-Sync,9
492.24,490.40,1.81,Pull-Topo,10
569.40,567.47,1.90,Pull-Residual,10
375.24,373.43,1.79,Push-Async,10
628.49,626.75,1.72,Push-Sync,10
493.26,491.45,1.79,Pull-Topo,11
569.74,567.95,1.77,Pull-Residual,11
375.14,373.39,1.73,Push-Async,11
625.44,623.57,1.85,Push-Sync,11
493.12,491.37,1.74,Pull-Topo,12
572.27,570.44,1.81,Pull-Residual,12
375.88,374.01,1.85,Push-Async,12
627.88,626.05,1.81,Push-Sync,12
492.22,490.45,1.75,Pull-Topo,13
567.45,565.56,1.87,Pull-Residual,13
375.39,373.51,1.85,Push-Async,13
625.93,624.03,1.87,Push-Sync,13
493.28,491.62,1.64,Pull-Topo,14
550.35,548.41,1.92,Pull-Residual,14
375.09,373.17,1.90,Push-Async,14
625.54,623.72,1.80,Push-Sync,14
492.98,491.22,1.74,Pull-Topo,15
568.42,566.48,1.92,Pull-Residual,15
374.97,373.21,1.74,Push-Async,15
626.87,625.03,1.82,Push-Sync,15
492.76,491.01,1.74,Pull-Topo,16
548.13,546.33,1.79,Pull-Residual,16
379.03,377.23,1.78,Push-Async,16
625.69,623.78,1.89,Push-Sync,16
493.38,491.68,1.67,Pull-Topo,17
549.51,547.64,1.84,Pull-Residual,17
374.24,372.50,1.72,Push-Async,17
627.76,626.04,1.69,Push-Sync,17
493.61,491.76,1.82,Pull-Topo,18
549.12,547.30,1.81,Pull-Residual,18
375.98,374.05,1.90,Push-Async,18
626.81,624.96,1.82,Push-Sync,18
493.15,491.34,1.78,Pull-Topo,19
547.18,545.27,1.89,Pull-Residual,19
374.82,373.03,1.77,Push-Async,19
626.41,624.63,1.76,Push-Sync,19
496.50,494.76,1.72,Pull-Topo,20
568.31,566.54,1.75,Pull-Residual,20
373.13,371.39,1.71,Push-Async,20
625.00,623.25,1.73,Push-Sync,20
492.85,491.02,1.81,Pull-Topo,21
548.56,546.78,1.76,Pull-Residual,21
376.28,374.56,1.70,Push-Async,21
628.05,626.19,1.84,Push-Sync,21
492.10,490.34,1.74,Pull-Topo,22
568.85,566.92,1.90,Pull-Residual,22
376.36,374.57,1.77,Push-Async,22
625.91,624.17,1.72,Push-Sync,22
492.70,490.89,1.78,Pull-Topo,23
547.03,545.24,1.76,Pull-Residual,23
375.67,373.77,1.88,Push-Async,23
626.14,624.31,1.81,Push-Sync,23
492.14,490.24,1.88,Pull-Topo,24
571.78,569.92,1.84,Pull-Residual,24
379.35,377.51,1.82,Push-Async,24
627.02,625.24,1.76,Push-Sync,24
492.66,490.89,1.75,Pull-Topo,25
571.89,570.02,1.85,Pull-Residual,25
376.66,374.88,1.76,Push-Async,25
622.56,620.73,1.81,Push-Sync,25
