Real,User,Sys,Algorithm,Iteration
678.60,642.54,4.58,Pull-Topo,1
769.25,767.43,1.79,Pull-Residual,1
475.51,473.64,1.85,Push-Async,1
812.28,810.54,1.71,Push-Sync,1
641.49,639.78,1.69,Pull-Topo,2
773.06,771.19,1.84,Pull-Residual,2
476.78,475.00,1.76,Push-Async,2
803.61,801.83,1.76,Push-Sync,2
643.22,641.46,1.74,Pull-Topo,3
771.22,769.36,1.84,Pull-Residual,3
472.91,471.10,1.79,Push-Async,3
815.10,813.35,1.73,Push-Sync,3
643.64,641.94,1.68,Pull-Topo,4
778.57,776.58,1.97,Pull-Residual,4
472.30,470.43,1.84,Push-Async,4
816.20,814.30,1.88,Push-Sync,4
642.58,640.79,1.76,Pull-Topo,5
774.95,773.16,1.77,Pull-Residual,5
475.16,473.26,1.88,Push-Async,5
804.34,802.69,1.63,Push-Sync,5
642.31,640.52,1.77,Pull-Topo,6
776.10,774.23,1.85,Pull-Residual,6
471.67,469.86,1.80,Push-Async,6
805.76,803.92,1.81,Push-Sync,6
641.74,639.89,1.83,Pull-Topo,7
778.59,776.85,1.72,Pull-Residual,7
471.86,470.11,1.73,Push-Async,7
803.84,802.20,1.62,Push-Sync,7
641.39,639.66,1.71,Pull-Topo,8
778.43,776.65,1.76,Pull-Residual,8
472.32,470.49,1.81,Push-Async,8
812.92,811.10,1.80,Push-Sync,8
639.95,638.22,1.71,Pull-Topo,9
783.96,782.11,1.82,Pull-Residual,9
472.95,471.18,1.75,Push-Async,9
805.34,803.42,1.89,Push-Sync,9
641.52,639.67,1.82,Pull-Topo,10
782.75,781.00,1.74,Pull-Residual,10
478.37,476.53,1.82,Push-Async,10
812.71,810.92,1.77,Push-Sync,10
641.35,639.56,1.76,Pull-Topo,11
785.45,783.57,1.86,Pull-Residual,11
473.32,471.59,1.70,Push-Async,11
804.47,802.58,1.86,Push-Sync,11
640.96,639.11,1.83,Pull-Topo,12
775.17,773.25,1.90,Pull-Residual,12
477.03,475.27,1.75,Push-Async,12
803.75,802.12,1.61,Push-Sync,12
640.08,638.41,1.65,Pull-Topo,13
779.43,777.67,1.73,Pull-Residual,13
472.30,470.46,1.82,Push-Async,13
814.50,812.75,1.73,Push-Sync,13
643.03,641.29,1.72,Pull-Topo,14
779.31,777.42,1.87,Pull-Residual,14
475.07,473.24,1.81,Push-Async,14
805.06,803.27,1.77,Push-Sync,14
642.11,640.22,1.86,Pull-Topo,15
774.32,772.57,1.73,Pull-Residual,15
477.10,475.35,1.73,Push-Async,15
803.07,801.22,1.83,Push-Sync,15
640.15,638.35,1.78,Pull-Topo,16
777.89,776.11,1.76,Pull-Residual,16
478.25,476.51,1.72,Push-Async,16
804.95,803.08,1.84,Push-Sync,16
641.47,639.72,1.72,Pull-Topo,17
776.15,774.24,1.88,Pull-Residual,17
473.24,471.40,1.82,Push-Async,17
804.34,802.52,1.80,Push-Sync,17
640.83,639.04,1.77,Pull-Topo,18
777.89,776.04,1.82,Pull-Residual,18
470.39,468.53,1.84,Push-Async,18
811.00,809.24,1.74,Push-Sync,18
638.89,637.20,1.67,Pull-Topo,19
778.72,776.89,1.82,Pull-Residual,19
472.51,470.72,1.77,Push-Async,19
804.91,803.07,1.82,Push-Sync,19
640.54,638.78,1.73,Pull-Topo,20
777.01,775.37,1.62,Pull-Residual,20
476.29,474.41,1.85,Push-Async,20
805.00,803.21,1.77,Push-Sync,20
640.53,638.69,1.83,Pull-Topo,21
776.17,774.34,1.80,Pull-Residual,21
475.63,473.87,1.74,Push-Async,21
811.45,809.62,1.80,Push-Sync,21
643.70,641.93,1.74,Pull-Topo,22
774.46,772.60,1.84,Pull-Residual,22
475.94,474.14,1.77,Push-Async,22
806.50,804.73,1.75,Push-Sync,22
640.75,638.94,1.79,Pull-Topo,23
777.08,775.21,1.84,Pull-Residual,23
479.59,477.78,1.79,Push-Async,23
803.57,801.77,1.77,Push-Sync,23
640.64,638.83,1.79,Pull-Topo,24
776.38,774.58,1.78,Pull-Residual,24
470.66,468.85,1.80,Push-Async,24
803.97,802.14,1.82,Push-Sync,24
641.60,639.80,1.78,Pull-Topo,25
773.70,771.77,1.91,Pull-Residual,25
471.26,469.35,1.90,Push-Async,25
806.65,804.76,1.87,Push-Sync,25
