Real,User,Sys,Algorithm,Iteration
484.17,482.49,1.64,Pull-Topo,1
542.25,540.65,1.57,Pull-Residual,1
338.96,337.47,1.45,Push-Async,1
673.30,671.64,1.62,Push-Sync,1
561.21,559.43,1.73,Pull-Topo,2
619.80,618.05,1.70,Pull-Residual,2
369.32,367.70,1.57,Push-Async,2
646.14,644.39,1.71,Push-Sync,2
529.84,528.12,1.69,Pull-Topo,3
577.23,575.44,1.75,Pull-Residual,3
364.28,362.51,1.73,Push-Async,3
647.31,645.53,1.74,Push-Sync,3
524.47,522.88,1.55,Pull-Topo,4
608.14,606.32,1.78,Pull-Residual,4
362.03,360.29,1.70,Push-Async,4
652.32,650.56,1.73,Push-Sync,4
528.23,526.54,1.65,Pull-Topo,5
616.76,614.97,1.75,Pull-Residual,5
402.72,401.05,1.63,Push-Async,5
653.01,651.20,1.77,Push-Sync,5
477.90,476.26,1.61,Pull-Topo,6
523.85,522.24,1.58,Pull-Residual,6
330.20,328.64,1.53,Push-Async,6
590.74,589.10,1.60,Push-Sync,6
471.70,470.10,1.56,Pull-Topo,7
537.68,536.02,1.63,Pull-Residual,7
329.43,327.90,1.50,Push-Async,7
592.85,591.13,1.68,Push-Sync,7
472.78,471.26,1.48,Pull-Topo,8
524.96,523.29,1.63,Pull-Residual,8
329.28,327.60,1.65,Push-Async,8
589.78,588.13,1.61,Push-Sync,8
471.42,469.80,1.59,Pull-Topo,9
520.82,519.21,1.58,Pull-Residual,9
329.04,327.38,1.63,Push-Async,9
587.32,585.64,1.65,Push-Sync,9
475.47,473.92,1.52,Pull-Topo,10
544.10,542.39,1.67,Pull-Residual,10
329.47,327.88,1.56,Push-Async,10
587.44,585.83,1.57,Push-Sync,10
471.64,470.17,1.44,Pull-Topo,11
516.35,514.55,1.76,Pull-Residual,11
328.69,327.01,1.65,Push-Async,11
591.24,589.60,1.59,Push-Sync,11
475.78,474.19,1.56,Pull-Topo,12
520.41,518.73,1.65,Pull-Residual,12
328.77,327.11,1.63,Push-Async,12
587.81,586.14,1.63,Push-Sync,12
472.73,471.15,1.55,Pull-Topo,13
537.97,536.36,1.57,Pull-Residual,13
329.21,327.56,1.63,Push-Async,13
590.15,588.53,1.59,Push-Sync,13
533.23,531.67,1.51,Pull-Topo,14
574.63,572.87,1.72,Pull-Residual,14
368.56,366.83,1.70,Push-Async,14
696.57,694.96,1.57,Push-Sync,14
501.71,500.02,1.66,Pull-Topo,15
546.25,544.58,1.63,Pull-Residual,15
330.02,328.43,1.57,Push-Async,15
587.81,586.19,1.57,Push-Sync,15
472.42,470.86,1.53,Pull-Topo,16
537.77,536.12,1.62,Pull-Residual,16
330.95,329.39,1.52,Push-Async,16
588.88,587.27,1.57,Push-Sync,16
472.82,471.14,1.65,Pull-Topo,17
516.54,514.86,1.65,Pull-Residual,17
330.02,328.33,1.65,Push-Async,17
590.06,588.29,1.74,Push-Sync,17
472.13,470.49,1.61,Pull-Topo,18
519.60,517.87,1.69,Pull-Residual,18
331.14,329.35,1.76,Push-Async,18
588.37,586.69,1.64,Push-Sync,18
471.81,470.21,1.56,Pull-Topo,19
519.47,517.74,1.70,Pull-Residual,19
331.43,329.80,1.60,Push-Async,19
591.54,589.88,1.63,Push-Sync,19
472.62,471.02,1.57,Pull-Topo,20
540.33,538.64,1.65,Pull-Residual,20
330.27,328.67,1.57,Push-Async,20
588.33,586.63,1.66,Push-Sync,20
472.48,470.92,1.53,Pull-Topo,21
538.24,536.57,1.64,Pull-Residual,21
333.22,331.56,1.63,Push-Async,21
595.32,593.61,1.67,Push-Sync,21
472.54,470.80,1.71,Pull-Topo,22
517.34,515.74,1.57,Pull-Residual,22
330.24,328.59,1.62,Push-Async,22
587.10,585.43,1.64,Push-Sync,22
472.86,471.32,1.51,Pull-Topo,23
536.62,534.94,1.65,Pull-Residual,23
331.93,330.22,1.69,Push-Async,23
589.61,587.95,1.61,Push-Sync,23
473.38,471.69,1.65,Pull-Topo,24
523.55,521.80,1.71,Pull-Residual,24
330.34,328.79,1.53,Push-Async,24
588.33,586.73,1.57,Push-Sync,24
474.42,472.80,1.59,Pull-Topo,25
541.13,539.45,1.65,Pull-Residual,25
330.72,328.99,1.70,Push-Async,25
588.64,586.89,1.71,Push-Sync,25
