Real,User,Sys,Algorithm,Iteration
40.83,4.78,4.51,Sync,1
25.13,23.37,1.74,Async,1
33.00,29.86,3.09,EdgeAsync,1
24.68,22.86,1.79,EtiledAsync,1
96.27,94.70,1.55,BlkdAsync,1
19.91,18.13,1.76,LabelProc,1
33.42,31.62,1.77,Serial,1
6.36,4.57,1.76,Sync,2
25.50,23.76,1.72,Async,2
33.13,30.08,3.03,EdgeAsync,2
24.71,22.98,1.71,EtiledAsync,2
96.05,94.26,1.77,BlkdAsync,2
19.39,17.52,1.84,LabelProc,2
33.57,31.86,1.69,Serial,2
6.45,4.65,1.77,Sync,3
25.17,23.43,1.71,Async,3
33.50,30.30,3.18,EdgeAsync,3
24.71,23.00,1.69,EtiledAsync,3
96.43,94.63,1.77,BlkdAsync,3
19.75,17.91,1.82,LabelProc,3
33.43,31.63,1.77,Serial,3
6.51,4.76,1.73,Sync,4
25.05,23.38,1.65,Async,4
32.81,29.76,3.02,EdgeAsync,4
24.77,23.08,1.66,EtiledAsync,4
95.88,94.06,1.80,BlkdAsync,4
19.66,17.86,1.77,LabelProc,4
33.39,31.60,1.77,Serial,4
6.47,4.74,1.70,Sync,5
24.77,23.00,1.74,Async,5
33.48,30.35,3.11,EdgeAsync,5
25.45,23.69,1.74,EtiledAsync,5
97.86,96.07,1.76,BlkdAsync,5
19.96,18.13,1.81,LabelProc,5
33.47,31.72,1.72,Serial,5
6.47,4.68,1.77,Sync,6
25.18,23.28,1.87,Async,6
33.55,30.37,3.15,EdgeAsync,6
24.84,23.15,1.67,EtiledAsync,6
96.41,94.68,1.71,BlkdAsync,6
19.81,17.92,1.87,LabelProc,6
33.73,31.95,1.76,Serial,6
6.36,4.59,1.75,Sync,7
24.85,23.03,1.80,Async,7
33.66,30.41,3.23,EdgeAsync,7
24.83,23.01,1.80,EtiledAsync,7
96.21,94.48,1.70,BlkdAsync,7
19.86,18.03,1.80,LabelProc,7
33.61,31.73,1.85,Serial,7
6.35,4.61,1.72,Sync,8
25.14,23.43,1.68,Async,8
33.19,30.07,3.11,EdgeAsync,8
24.87,23.13,1.72,EtiledAsync,8
96.93,95.24,1.67,BlkdAsync,8
19.84,18.11,1.70,LabelProc,8
33.38,31.61,1.74,Serial,8
6.47,4.65,1.78,Sync,9
25.19,23.33,1.83,Async,9
32.97,30.00,2.95,EdgeAsync,9
25.06,23.37,1.67,EtiledAsync,9
97.22,95.46,1.74,BlkdAsync,9
19.49,17.70,1.77,LabelProc,9
33.79,32.03,1.74,Serial,9
6.51,4.76,1.72,Sync,10
25.21,23.46,1.73,Async,10
33.15,30.08,3.04,EdgeAsync,10
24.93,23.24,1.67,EtiledAsync,10
96.47,94.66,1.79,BlkdAsync,10
19.93,18.15,1.76,LabelProc,10
33.58,31.81,1.75,Serial,10
6.37,4.57,1.77,Sync,11
25.03,23.21,1.79,Async,11
33.00,29.84,3.14,EdgeAsync,11
24.72,22.94,1.76,EtiledAsync,11
96.34,94.58,1.74,BlkdAsync,11
20.43,18.59,1.82,LabelProc,11
33.51,31.74,1.75,Serial,11
6.50,4.80,1.68,Sync,12
25.40,23.60,1.78,Async,12
33.22,29.99,3.20,EdgeAsync,12
25.16,23.43,1.71,EtiledAsync,12
96.36,94.51,1.82,BlkdAsync,12
19.61,17.89,1.70,LabelProc,12
33.60,31.79,1.78,Serial,12
6.35,4.55,1.77,Sync,13
24.76,22.96,1.78,Async,13
33.39,30.31,3.06,EdgeAsync,13
24.67,22.97,1.67,EtiledAsync,13
96.30,94.52,1.76,BlkdAsync,13
19.80,17.94,1.84,LabelProc,13
32.94,31.19,1.72,Serial,13
6.45,4.64,1.79,Sync,14
24.87,23.07,1.78,Async,14
33.16,30.02,3.12,EdgeAsync,14
25.20,23.43,1.74,EtiledAsync,14
96.24,94.44,1.78,BlkdAsync,14
19.57,17.84,1.70,LabelProc,14
33.25,31.52,1.71,Serial,14
6.57,4.77,1.77,Sync,15
25.33,23.59,1.71,Async,15
33.21,30.03,3.16,EdgeAsync,15
25.08,23.33,1.72,EtiledAsync,15
96.70,94.79,1.88,BlkdAsync,15
20.02,18.20,1.80,LabelProc,15
33.33,31.64,1.66,Serial,15
7.44,5.56,1.86,Sync,16
25.44,23.62,1.80,Async,16
33.20,30.07,3.10,EdgeAsync,16
24.92,23.12,1.78,EtiledAsync,16
95.98,94.28,1.67,BlkdAsync,16
20.03,18.25,1.76,LabelProc,16
33.66,31.84,1.80,Serial,16
6.36,4.65,1.69,Sync,17
24.99,23.26,1.71,Async,17
33.37,30.09,3.25,EdgeAsync,17
24.68,22.85,1.81,EtiledAsync,17
96.53,94.74,1.77,BlkdAsync,17
19.52,17.74,1.76,LabelProc,17
33.49,31.75,1.72,Serial,17
6.37,4.59,1.76,Sync,18
25.19,23.46,1.70,Async,18
33.57,30.36,3.19,EdgeAsync,18
25.06,23.19,1.85,EtiledAsync,18
96.31,94.43,1.85,BlkdAsync,18
19.59,17.81,1.76,LabelProc,18
33.48,31.62,1.84,Serial,18
6.37,4.55,1.79,Sync,19
25.41,23.63,1.76,Async,19
33.09,30.02,3.04,EdgeAsync,19
25.09,23.19,1.87,EtiledAsync,19
96.18,94.38,1.77,BlkdAsync,19
19.68,17.85,1.81,LabelProc,19
33.29,31.52,1.75,Serial,19
6.36,4.53,1.81,Sync,20
25.07,23.20,1.84,Async,20
33.90,30.68,3.20,EdgeAsync,20
24.74,23.04,1.68,EtiledAsync,20
96.49,94.77,1.70,BlkdAsync,20
