Real,User,Sys,Algorithm,Iteration
702.28,670.41,4.59,Pull-Topo,1
818.32,816.33,1.98,Pull-Residual,1
483.55,481.45,2.05,Push-Async,1
824.56,822.61,1.93,Push-Sync,1
671.88,669.87,1.98,Pull-Topo,2
828.64,826.71,1.91,Pull-Residual,2
484.07,482.08,1.97,Push-Async,2
820.97,819.05,1.89,Push-Sync,2
670.85,668.88,1.95,Pull-Topo,3
829.55,827.34,2.20,Pull-Residual,3
484.33,482.37,1.94,Push-Async,3
831.64,829.68,1.94,Push-Sync,3
672.62,670.63,1.98,Pull-Topo,4
823.48,821.43,2.03,Pull-Residual,4
481.30,479.41,1.86,Push-Async,4
831.08,829.11,1.96,Push-Sync,4
669.55,667.58,1.94,Pull-Topo,5
818.67,816.56,2.10,Pull-Residual,5
482.97,481.02,1.93,Push-Async,5
830.40,828.41,1.97,Push-Sync,5
668.19,666.18,2.00,Pull-Topo,6
818.71,816.52,2.18,Pull-Residual,6
488.59,486.69,1.88,Push-Async,6
820.09,818.17,1.90,Push-Sync,6
670.03,668.15,1.86,Pull-Topo,7
818.89,816.91,1.95,Pull-Residual,7
483.22,481.23,1.96,Push-Async,7
820.30,818.31,1.97,Push-Sync,7
671.62,669.66,1.94,Pull-Topo,8
821.16,819.12,2.02,Pull-Residual,8
482.10,480.04,2.04,Push-Async,8
823.96,822.03,1.91,Push-Sync,8
672.23,670.32,1.88,Pull-Topo,9
820.34,818.36,1.96,Pull-Residual,9
484.72,482.65,2.04,Push-Async,9
820.72,818.76,1.94,Push-Sync,9
673.27,671.32,1.93,Pull-Topo,10
820.93,818.78,2.13,Pull-Residual,10
482.53,480.55,1.96,Push-Async,10
819.67,817.67,1.98,Push-Sync,10
669.98,668.12,1.84,Pull-Topo,11
820.08,817.94,2.12,Pull-Residual,11
482.96,480.93,2.01,Push-Async,11
821.07,819.03,2.02,Push-Sync,11
671.36,669.33,2.00,Pull-Topo,12
818.47,816.48,1.97,Pull-Residual,12
489.00,487.08,1.89,Push-Async,12
824.92,822.97,1.92,Push-Sync,12
671.58,669.63,1.92,Pull-Topo,13
820.25,818.30,1.93,Pull-Residual,13
482.38,480.36,2.00,Push-Async,13
828.88,826.82,2.04,Push-Sync,13
669.02,667.03,1.97,Pull-Topo,14
818.01,815.94,2.06,Pull-Residual,14
483.15,481.25,1.88,Push-Async,14
829.51,827.43,2.05,Push-Sync,14
671.79,669.70,2.07,Pull-Topo,15
822.85,820.67,2.16,Pull-Residual,15
483.87,481.98,1.87,Push-Async,15
830.53,828.55,1.96,Push-Sync,15
669.70,667.76,1.92,Pull-Topo,16
819.29,817.29,1.98,Pull-Residual,16
483.99,481.98,1.98,Push-Async,16
823.34,821.43,1.89,Push-Sync,16
670.92,668.98,1.93,Pull-Topo,17
816.78,814.77,1.99,Pull-Residual,17
482.78,480.78,1.98,Push-Async,17
820.91,818.99,1.90,Push-Sync,17
671.69,669.85,1.82,Pull-Topo,18
820.13,818.16,1.96,Pull-Residual,18
483.45,481.50,1.93,Push-Async,18
826.05,824.11,1.92,Push-Sync,18
668.64,666.72,1.90,Pull-Topo,19
819.26,817.26,1.98,Pull-Residual,19
482.24,480.19,2.02,Push-Async,19
822.05,819.99,2.04,Push-Sync,19
671.90,669.92,1.96,Pull-Topo,20
818.12,816.26,1.84,Pull-Residual,20
488.16,486.17,1.97,Push-Async,20
825.69,823.81,1.86,Push-Sync,20
670.47,668.47,1.97,Pull-Topo,21
818.08,816.07,1.97,Pull-Residual,21
485.96,483.94,2.01,Push-Async,21
831.71,829.68,2.01,Push-Sync,21
671.77,669.86,1.90,Pull-Topo,22
820.83,818.63,2.18,Pull-Residual,22
489.32,487.41,1.89,Push-Async,22
829.09,827.02,2.05,Push-Sync,22
674.59,672.60,1.97,Pull-Topo,23
822.83,820.75,2.06,Pull-Residual,23
483.95,481.96,1.98,Push-Async,23
821.66,819.70,1.94,Push-Sync,23
670.99,669.09,1.87,Pull-Topo,24
821.20,819.14,2.04,Pull-Residual,24
483.18,481.19,1.96,Push-Async,24
837.86,835.89,1.96,Push-Sync,24
673.15,671.34,1.79,Pull-Topo,25
808.61,806.57,2.02,Pull-Residual,25
488.32,486.39,1.91,Push-Async,25
820.51,818.62,1.87,Push-Sync,25
