Real,User,Sys,Algorithm,Iteration
1.99,1.34,0.20,Pull-Topo,1
1.35,1.20,0.13,Pull-Residual,1
1.27,1.05,0.14,Push-Async,1
1.94,1.78,0.14,Push-Sync,1
1.46,1.30,0.14,Pull-Topo,2
1.38,1.21,0.14,Pull-Residual,2
1.21,1.06,0.12,Push-Async,2
1.95,1.79,0.14,Push-Sync,2
1.46,1.29,0.15,Pull-Topo,3
1.38,1.21,0.14,Pull-Residual,3
1.21,1.06,0.13,Push-Async,3
1.94,1.80,0.12,Push-Sync,3
1.46,1.31,0.13,Pull-Topo,4
1.38,1.23,0.13,Pull-Residual,4
1.21,1.06,0.13,Push-Async,4
1.95,1.80,0.12,Push-Sync,4
1.45,1.28,0.15,Pull-Topo,5
1.36,1.20,0.14,Pull-Residual,5
1.22,1.06,0.14,Push-Async,5
1.95,1.81,0.11,Push-Sync,5
1.46,1.27,0.17,Pull-Topo,6
1.36,1.21,0.13,Pull-Residual,6
1.20,1.05,0.13,Push-Async,6
1.95,1.81,0.12,Push-Sync,6
1.46,1.31,0.13,Pull-Topo,7
1.36,1.19,0.15,Pull-Residual,7
1.21,1.06,0.13,Push-Async,7
1.95,1.82,0.10,Push-Sync,7
1.45,1.31,0.12,Pull-Topo,8
1.36,1.23,0.10,Pull-Residual,8
1.21,1.08,0.12,Push-Async,8
1.94,1.81,0.11,Push-Sync,8
1.46,1.34,0.10,Pull-Topo,9
1.36,1.20,0.13,Pull-Residual,9
1.20,1.04,0.14,Push-Async,9
1.95,1.78,0.14,Push-Sync,9
1.46,1.33,0.11,Pull-Topo,10
1.35,1.21,0.12,Pull-Residual,10
1.20,1.05,0.14,Push-Async,10
1.93,1.77,0.14,Push-Sync,10
1.46,1.32,0.12,Pull-Topo,11
1.36,1.19,0.15,Pull-Residual,11
1.20,1.05,0.13,Push-Async,11
1.95,1.79,0.13,Push-Sync,11
1.46,1.32,0.12,Pull-Topo,12
1.37,1.21,0.14,Pull-Residual,12
1.20,1.06,0.12,Push-Async,12
1.94,1.78,0.14,Push-Sync,12
1.46,1.32,0.12,Pull-Topo,13
1.37,1.23,0.12,Pull-Residual,13
1.21,1.06,0.12,Push-Async,13
1.95,1.81,0.12,Push-Sync,13
1.45,1.31,0.12,Pull-Topo,14
1.35,1.17,0.16,Pull-Residual,14
1.21,1.06,0.12,Push-Async,14
1.95,1.79,0.13,Push-Sync,14
1.45,1.29,0.14,Pull-Topo,15
1.35,1.18,0.15,Pull-Residual,15
1.21,1.05,0.14,Push-Async,15
1.95,1.81,0.11,Push-Sync,15
1.45,1.30,0.13,Pull-Topo,16
1.35,1.19,0.14,Pull-Residual,16
1.21,1.04,0.14,Push-Async,16
1.95,1.81,0.11,Push-Sync,16
1.45,1.31,0.12,Pull-Topo,17
1.35,1.20,0.14,Pull-Residual,17
1.21,1.08,0.11,Push-Async,17
1.95,1.77,0.15,Push-Sync,17
1.46,1.31,0.13,Pull-Topo,18
1.37,1.21,0.14,Pull-Residual,18
1.22,1.06,0.13,Push-Async,18
1.95,1.80,0.12,Push-Sync,18
1.46,1.33,0.10,Pull-Topo,19
1.35,1.21,0.12,Pull-Residual,19
1.21,1.05,0.14,Push-Async,19
1.95,1.81,0.11,Push-Sync,19
1.46,1.30,0.14,Pull-Topo,20
1.35,1.22,0.12,Pull-Residual,20
1.20,1.08,0.10,Push-Async,20
1.95,1.81,0.12,Push-Sync,20
1.45,1.31,0.12,Pull-Topo,21
1.38,1.23,0.13,Pull-Residual,21
1.20,1.07,0.11,Push-Async,21
1.94,1.79,0.14,Push-Sync,21
1.46,1.31,0.13,Pull-Topo,22
1.35,1.21,0.12,Pull-Residual,22
1.21,1.08,0.10,Push-Async,22
1.95,1.80,0.12,Push-Sync,22
1.46,1.33,0.10,Pull-Topo,23
1.36,1.21,0.12,Pull-Residual,23
1.20,1.06,0.12,Push-Async,23
1.94,1.79,0.13,Push-Sync,23
1.45,1.31,0.12,Pull-Topo,24
1.35,1.19,0.14,Pull-Residual,24
1.21,1.08,0.10,Push-Async,24
1.94,1.81,0.11,Push-Sync,24
1.45,1.30,0.13,Pull-Topo,25
1.35,1.23,0.10,Pull-Residual,25
1.21,1.07,0.12,Push-Async,25
1.95,1.80,0.13,Push-Sync,25
