Real,User,Sys,Algorithm,Iteration
0.29,0.14,0.15,Sync,1
0.54,0.40,0.13,Async,1
0.58,0.42,0.16,EdgeAsync,1
0.57,0.42,0.14,EtiledAsync,1
0.78,0.65,0.12,BlkdAsync,1
0.67,0.53,0.14,LabelProc,1
0.80,0.64,0.15,Serial,1
0.31,0.15,0.15,Sync,2
0.54,0.39,0.14,Async,2
0.60,0.45,0.15,EdgeAsync,2
0.55,0.44,0.12,EtiledAsync,2
0.77,0.64,0.13,BlkdAsync,2
0.66,0.49,0.17,LabelProc,2
0.82,0.67,0.14,Serial,2
0.30,0.16,0.14,Sync,3
0.53,0.39,0.14,Async,3
0.57,0.41,0.15,EdgeAsync,3
0.57,0.44,0.13,EtiledAsync,3
0.79,0.64,0.15,BlkdAsync,3
0.67,0.54,0.13,LabelProc,3
0.79,0.65,0.14,Serial,3
0.31,0.16,0.14,Sync,4
0.55,0.42,0.13,Async,4
0.57,0.41,0.16,EdgeAsync,4
0.59,0.46,0.12,EtiledAsync,4
0.79,0.63,0.16,BlkdAsync,4
0.67,0.52,0.15,LabelProc,4
0.80,0.65,0.14,Serial,4
0.29,0.15,0.14,Sync,5
0.53,0.39,0.14,Async,5
0.58,0.45,0.13,EdgeAsync,5
0.57,0.42,0.14,EtiledAsync,5
0.77,0.63,0.14,BlkdAsync,5
0.67,0.53,0.13,LabelProc,5
0.82,0.64,0.17,Serial,5
0.31,0.17,0.14,Sync,6
0.54,0.40,0.14,Async,6
0.58,0.44,0.13,EdgeAsync,6
0.56,0.42,0.14,EtiledAsync,6
0.77,0.62,0.15,BlkdAsync,6
0.66,0.52,0.14,LabelProc,6
0.79,0.66,0.14,Serial,6
0.30,0.15,0.14,Sync,7
0.55,0.40,0.14,Async,7
0.58,0.45,0.13,EdgeAsync,7
0.57,0.40,0.17,EtiledAsync,7
0.77,0.60,0.16,BlkdAsync,7
0.66,0.51,0.14,LabelProc,7
0.80,0.65,0.15,Serial,7
0.31,0.16,0.15,Sync,8
0.55,0.38,0.16,Async,8
0.56,0.40,0.16,EdgeAsync,8
0.56,0.41,0.14,EtiledAsync,8
0.76,0.61,0.14,BlkdAsync,8
0.67,0.50,0.16,LabelProc,8
0.78,0.64,0.13,Serial,8
0.29,0.15,0.14,Sync,9
0.53,0.40,0.13,Async,9
0.57,0.41,0.15,EdgeAsync,9
0.57,0.41,0.15,EtiledAsync,9
0.77,0.61,0.16,BlkdAsync,9
0.67,0.54,0.13,LabelProc,9
0.80,0.65,0.15,Serial,9
0.31,0.16,0.15,Sync,10
0.54,0.40,0.13,Async,10
0.59,0.45,0.14,EdgeAsync,10
0.56,0.43,0.13,EtiledAsync,10
0.78,0.64,0.14,BlkdAsync,10
0.66,0.49,0.17,LabelProc,10
0.80,0.68,0.11,Serial,10
0.29,0.15,0.14,Sync,11
0.52,0.38,0.14,Async,11
0.58,0.43,0.14,EdgeAsync,11
0.57,0.40,0.16,EtiledAsync,11
0.77,0.64,0.13,BlkdAsync,11
0.66,0.53,0.13,LabelProc,11
0.79,0.66,0.13,Serial,11
0.31,0.15,0.16,Sync,12
0.53,0.40,0.13,Async,12
0.57,0.43,0.14,EdgeAsync,12
0.57,0.43,0.14,EtiledAsync,12
0.78,0.60,0.18,BlkdAsync,12
0.68,0.57,0.11,LabelProc,12
0.81,0.67,0.14,Serial,12
0.31,0.16,0.15,Sync,13
0.53,0.40,0.13,Async,13
0.57,0.43,0.13,EdgeAsync,13
0.57,0.44,0.12,EtiledAsync,13
0.78,0.63,0.14,BlkdAsync,13
0.69,0.53,0.15,LabelProc,13
0.78,0.64,0.14,Serial,13
0.31,0.15,0.15,Sync,14
0.54,0.39,0.14,Async,14
0.57,0.40,0.16,EdgeAsync,14
0.57,0.41,0.15,EtiledAsync,14
0.77,0.62,0.14,BlkdAsync,14
0.67,0.53,0.14,LabelProc,14
0.82,0.66,0.16,Serial,14
0.31,0.15,0.15,Sync,15
0.53,0.39,0.13,Async,15
0.58,0.41,0.17,EdgeAsync,15
0.56,0.42,0.14,EtiledAsync,15
0.77,0.64,0.12,BlkdAsync,15
0.66,0.51,0.14,LabelProc,15
0.80,0.65,0.15,Serial,15
0.31,0.15,0.15,Sync,16
0.53,0.38,0.15,Async,16
0.59,0.46,0.13,EdgeAsync,16
0.58,0.44,0.14,EtiledAsync,16
0.78,0.65,0.13,BlkdAsync,16
0.67,0.53,0.14,LabelProc,16
0.81,0.66,0.14,Serial,16
0.30,0.15,0.15,Sync,17
0.54,0.40,0.14,Async,17
0.56,0.41,0.15,EdgeAsync,17
0.57,0.43,0.13,EtiledAsync,17
0.77,0.62,0.14,BlkdAsync,17
0.67,0.53,0.13,LabelProc,17
0.79,0.64,0.14,Serial,17
0.31,0.15,0.15,Sync,18
0.54,0.39,0.14,Async,18
0.57,0.41,0.16,EdgeAsync,18
0.56,0.44,0.11,EtiledAsync,18
0.77,0.62,0.14,BlkdAsync,18
0.67,0.54,0.12,LabelProc,18
0.79,0.65,0.13,Serial,18
0.30,0.16,0.14,Sync,19
0.53,0.39,0.13,Async,19
0.57,0.43,0.14,EdgeAsync,19
0.55,0.43,0.12,EtiledAsync,19
0.78,0.63,0.15,BlkdAsync,19
0.66,0.52,0.14,LabelProc,19
0.81,0.67,0.14,Serial,19
0.31,0.18,0.12,Sync,20
0.54,0.40,0.13,Async,20
0.56,0.40,0.16,EdgeAsync,20
0.56,0.43,0.12,EtiledAsync,20
0.77,0.60,0.17,BlkdAsync,20
0.67,0.51,0.15,LabelProc,20
0.79,0.64,0.14,Serial,20
0.30,0.16,0.14,Sync,21
0.54,0.37,0.16,Async,21
0.57,0.42,0.15,EdgeAsync,21
0.57,0.44,0.12,EtiledAsync,21
0.78,0.62,0.16,BlkdAsync,21
0.67,0.53,0.14,LabelProc,21
0.80,0.65,0.15,Serial,21
0.30,0.14,0.15,Sync,22
0.54,0.39,0.14,Async,22
0.58,0.43,0.14,EdgeAsync,22
0.58,0.44,0.14,EtiledAsync,22
0.79,0.63,0.15,BlkdAsync,22
0.67,0.51,0.16,LabelProc,22
0.79,0.65,0.14,Serial,22
0.30,0.14,0.16,Sync,23
0.55,0.38,0.16,Async,23
0.59,0.45,0.14,EdgeAsync,23
0.58,0.43,0.14,EtiledAsync,23
0.78,0.61,0.16,BlkdAsync,23
0.69,0.53,0.16,LabelProc,23
0.81,0.66,0.15,Serial,23
0.31,0.15,0.16,Sync,24
0.54,0.40,0.14,Async,24
0.59,0.46,0.13,EdgeAsync,24
0.57,0.45,0.12,EtiledAsync,24
0.77,0.60,0.17,BlkdAsync,24
0.66,0.53,0.13,LabelProc,24
0.78,0.63,0.15,Serial,24
0.29,0.16,0.13,Sync,25
0.53,0.38,0.14,Async,25
