Real,User,Sys,Algorithm,Iteration
1.36,1.09,0.22,Pull-Topo,1
1.65,1.45,0.17,Pull-Residual,1
1.93,1.72,0.18,Push-Async,1
2.26,2.07,0.16,Push-Sync,1
1.28,1.09,0.17,Pull-Topo,2
1.62,1.39,0.20,Pull-Residual,2
1.98,1.75,0.20,Push-Async,2
2.28,2.04,0.22,Push-Sync,2
1.29,1.11,0.16,Pull-Topo,3
1.61,1.39,0.19,Pull-Residual,3
1.93,1.71,0.19,Push-Async,3
2.29,2.10,0.16,Push-Sync,3
1.31,1.14,0.15,Pull-Topo,4
1.65,1.46,0.17,Pull-Residual,4
1.94,1.73,0.19,Push-Async,4
2.28,2.10,0.16,Push-Sync,4
1.29,1.09,0.17,Pull-Topo,5
1.63,1.44,0.17,Pull-Residual,5
1.97,1.77,0.18,Push-Async,5
2.27,2.07,0.17,Push-Sync,5
1.34,1.13,0.19,Pull-Topo,6
1.63,1.44,0.17,Pull-Residual,6
1.94,1.75,0.16,Push-Async,6
2.26,2.05,0.18,Push-Sync,6
1.30,1.11,0.17,Pull-Topo,7
1.59,1.37,0.20,Pull-Residual,7
1.92,1.75,0.15,Push-Async,7
2.26,2.06,0.17,Push-Sync,7
1.31,1.13,0.16,Pull-Topo,8
1.63,1.42,0.19,Pull-Residual,8
1.96,1.78,0.16,Push-Async,8
2.26,2.06,0.17,Push-Sync,8
1.30,1.09,0.18,Pull-Topo,9
1.71,1.49,0.20,Pull-Residual,9
1.95,1.76,0.17,Push-Async,9
2.25,2.05,0.18,Push-Sync,9
1.34,1.15,0.17,Pull-Topo,10
1.66,1.48,0.16,Pull-Residual,10
1.95,1.73,0.19,Push-Async,10
2.30,2.10,0.17,Push-Sync,10
1.33,1.13,0.17,Pull-Topo,11
1.67,1.43,0.21,Pull-Residual,11
1.93,1.72,0.18,Push-Async,11
2.29,2.08,0.19,Push-Sync,11
1.28,1.10,0.16,Pull-Topo,12
1.65,1.46,0.17,Pull-Residual,12
1.93,1.75,0.15,Push-Async,12
2.27,2.07,0.18,Push-Sync,12
1.35,1.17,0.15,Pull-Topo,13
1.68,1.46,0.19,Pull-Residual,13
1.98,1.81,0.15,Push-Async,13
2.31,2.12,0.16,Push-Sync,13
1.34,1.12,0.19,Pull-Topo,14
1.71,1.49,0.20,Pull-Residual,14
1.98,1.78,0.18,Push-Async,14
2.33,2.13,0.18,Push-Sync,14
1.35,1.17,0.16,Pull-Topo,15
1.69,1.47,0.20,Pull-Residual,15
1.93,1.73,0.18,Push-Async,15
2.25,2.07,0.16,Push-Sync,15
1.33,1.13,0.17,Pull-Topo,16
1.66,1.43,0.20,Pull-Residual,16
2.07,1.88,0.17,Push-Async,16
2.26,2.05,0.19,Push-Sync,16
1.32,1.13,0.17,Pull-Topo,17
1.88,1.67,0.19,Pull-Residual,17
1.96,1.75,0.19,Push-Async,17
2.30,2.12,0.16,Push-Sync,17
1.33,1.13,0.17,Pull-Topo,18
1.69,1.49,0.18,Pull-Residual,18
1.95,1.75,0.18,Push-Async,18
2.28,2.08,0.18,Push-Sync,18
1.33,1.14,0.17,Pull-Topo,19
1.63,1.43,0.18,Pull-Residual,19
1.95,1.76,0.17,Push-Async,19
2.25,2.04,0.18,Push-Sync,19
1.32,1.14,0.17,Pull-Topo,20
1.67,1.48,0.18,Pull-Residual,20
1.95,1.74,0.19,Push-Async,20
2.32,2.12,0.18,Push-Sync,20
1.35,1.16,0.16,Pull-Topo,21
1.70,1.51,0.17,Pull-Residual,21
1.97,1.78,0.17,Push-Async,21
2.30,2.11,0.17,Push-Sync,21
1.31,1.13,0.16,Pull-Topo,22
1.70,1.45,0.22,Pull-Residual,22
2.02,1.82,0.18,Push-Async,22
2.31,2.10,0.18,Push-Sync,22
1.34,1.13,0.19,Pull-Topo,23
1.72,1.51,0.18,Pull-Residual,23
1.97,1.78,0.17,Push-Async,23
2.30,2.08,0.19,Push-Sync,23
1.33,1.14,0.16,Pull-Topo,24
1.68,1.45,0.20,Pull-Residual,24
1.95,1.76,0.17,Push-Async,24
2.31,2.12,0.16,Push-Sync,24
1.33,1.13,0.18,Pull-Topo,25
1.70,1.49,0.19,Pull-Residual,25
1.97,1.76,0.19,Push-Async,25
2.29,2.08,0.19,Push-Sync,25
