Real,User,Sys,Algorithm,Iteration
2.00,1.32,0.18,Pull-Topo,1
1.48,1.29,0.17,Pull-Residual,1
1.41,1.23,0.15,Push-Async,1
2.09,1.92,0.16,Push-Sync,1
1.44,1.27,0.15,Pull-Topo,2
1.49,1.32,0.15,Pull-Residual,2
1.42,1.24,0.15,Push-Async,2
2.06,1.87,0.16,Push-Sync,2
1.41,1.25,0.14,Pull-Topo,3
1.45,1.27,0.16,Pull-Residual,3
1.38,1.21,0.15,Push-Async,3
2.06,1.87,0.16,Push-Sync,3
1.41,1.23,0.16,Pull-Topo,4
1.45,1.27,0.15,Pull-Residual,4
1.39,1.21,0.15,Push-Async,4
2.07,1.86,0.18,Push-Sync,4
1.43,1.25,0.16,Pull-Topo,5
1.45,1.28,0.14,Pull-Residual,5
1.47,1.29,0.16,Push-Async,5
2.13,1.93,0.18,Push-Sync,5
1.40,1.23,0.15,Pull-Topo,6
1.48,1.28,0.17,Pull-Residual,6
1.42,1.24,0.16,Push-Async,6
2.07,1.88,0.17,Push-Sync,6
1.46,1.28,0.16,Pull-Topo,7
1.46,1.29,0.15,Pull-Residual,7
1.37,1.19,0.16,Push-Async,7
2.08,1.89,0.16,Push-Sync,7
1.44,1.26,0.16,Pull-Topo,8
1.49,1.31,0.16,Pull-Residual,8
1.41,1.22,0.17,Push-Async,8
2.09,1.90,0.16,Push-Sync,8
1.41,1.22,0.17,Pull-Topo,9
1.48,1.31,0.15,Pull-Residual,9
1.38,1.18,0.18,Push-Async,9
2.06,1.88,0.16,Push-Sync,9
1.42,1.26,0.15,Pull-Topo,10
1.44,1.25,0.16,Pull-Residual,10
1.39,1.22,0.15,Push-Async,10
2.07,1.91,0.14,Push-Sync,10
1.43,1.25,0.16,Pull-Topo,11
1.49,1.33,0.14,Pull-Residual,11
1.41,1.22,0.16,Push-Async,11
2.04,1.88,0.14,Push-Sync,11
1.43,1.28,0.13,Pull-Topo,12
1.48,1.31,0.14,Pull-Residual,12
1.41,1.24,0.15,Push-Async,12
2.09,1.92,0.15,Push-Sync,12
1.42,1.23,0.17,Pull-Topo,13
1.44,1.27,0.15,Pull-Residual,13
1.41,1.23,0.16,Push-Async,13
2.11,1.91,0.18,Push-Sync,13
1.45,1.28,0.14,Pull-Topo,14
1.49,1.30,0.16,Pull-Residual,14
1.41,1.23,0.16,Push-Async,14
2.08,1.91,0.15,Push-Sync,14
1.42,1.26,0.14,Pull-Topo,15
1.45,1.27,0.15,Pull-Residual,15
1.40,1.22,0.16,Push-Async,15
2.09,1.91,0.17,Push-Sync,15
1.41,1.26,0.13,Pull-Topo,16
1.47,1.29,0.16,Pull-Residual,16
1.42,1.24,0.15,Push-Async,16
2.09,1.90,0.17,Push-Sync,16
1.43,1.29,0.12,Pull-Topo,17
1.49,1.31,0.16,Pull-Residual,17
1.41,1.22,0.16,Push-Async,17
2.08,1.91,0.15,Push-Sync,17
1.46,1.26,0.18,Pull-Topo,18
1.45,1.29,0.14,Pull-Residual,18
1.38,1.21,0.15,Push-Async,18
2.05,1.87,0.15,Push-Sync,18
1.41,1.25,0.14,Pull-Topo,19
1.46,1.29,0.15,Pull-Residual,19
1.41,1.23,0.15,Push-Async,19
2.07,1.90,0.15,Push-Sync,19
1.43,1.26,0.14,Pull-Topo,20
1.45,1.27,0.16,Pull-Residual,20
1.38,1.19,0.16,Push-Async,20
2.06,1.89,0.14,Push-Sync,20
1.41,1.23,0.15,Pull-Topo,21
1.44,1.28,0.14,Pull-Residual,21
1.39,1.21,0.16,Push-Async,21
2.06,1.89,0.14,Push-Sync,21
1.41,1.25,0.14,Pull-Topo,22
1.42,1.25,0.16,Pull-Residual,22
1.42,1.24,0.15,Push-Async,22
2.09,1.92,0.15,Push-Sync,22
1.45,1.30,0.14,Pull-Topo,23
1.45,1.29,0.14,Pull-Residual,23
1.40,1.21,0.16,Push-Async,23
2.06,1.88,0.16,Push-Sync,23
1.45,1.28,0.15,Pull-Topo,24
1.47,1.31,0.14,Pull-Residual,24
1.40,1.23,0.15,Push-Async,24
2.08,1.93,0.13,Push-Sync,24
1.46,1.27,0.16,Pull-Topo,25
1.47,1.28,0.16,Pull-Residual,25
1.41,1.25,0.15,Push-Async,25
2.09,1.90,0.17,Push-Sync,25
