Real,User,Sys,Algorithm,Iteration
2.00,6.40,0.33,NodeIterator,1
0.30,1.17,0.20,EdgeIterator,1
0.29,1.23,0.19,NodeIterator,2
0.28,1.17,0.17,EdgeIterator,2
0.28,1.21,0.20,NodeIterator,3
0.28,1.18,0.18,EdgeIterator,3
0.28,1.23,0.19,NodeIterator,4
0.28,1.15,0.20,EdgeIterator,4
0.28,1.22,0.19,NodeIterator,5
0.28,1.17,0.16,EdgeIterator,5
0.28,1.23,0.19,NodeIterator,6
0.27,1.13,0.20,EdgeIterator,6
0.28,1.19,0.21,NodeIterator,7
0.28,1.18,0.18,EdgeIterator,7
0.29,1.24,0.20,NodeIterator,8
0.28,1.20,0.19,EdgeIterator,8
0.28,1.26,0.17,NodeIterator,9
0.27,1.14,0.20,EdgeIterator,9
0.28,1.23,0.20,NodeIterator,10
0.27,1.16,0.18,EdgeIterator,10
0.29,1.24,0.20,NodeIterator,11
0.28,1.16,0.19,EdgeIterator,11
0.28,1.25,0.18,NodeIterator,12
0.28,1.14,0.22,EdgeIterator,12
0.29,1.22,0.22,NodeIterator,13
0.28,1.19,0.19,EdgeIterator,13
0.28,1.25,0.18,NodeIterator,14
0.27,1.13,0.21,EdgeIterator,14
0.28,1.23,0.20,NodeIterator,15
0.28,1.17,0.18,EdgeIterator,15
0.28,1.23,0.19,NodeIterator,16
0.27,1.12,0.21,EdgeIterator,16
0.28,1.26,0.19,NodeIterator,17
0.27,1.17,0.19,EdgeIterator,17
0.29,1.21,0.20,NodeIterator,18
0.27,1.15,0.18,EdgeIterator,18
0.28,1.19,0.19,NodeIterator,19
0.28,1.16,0.20,EdgeIterator,19
0.28,1.20,0.20,NodeIterator,20
0.28,1.14,0.21,EdgeIterator,20
0.28,1.22,0.19,NodeIterator,21
0.28,1.12,0.22,EdgeIterator,21
0.29,1.26,0.19,NodeIterator,22
0.28,1.16,0.18,EdgeIterator,22
0.28,1.21,0.21,NodeIterator,23
0.28,1.17,0.19,EdgeIterator,23
0.28,1.22,0.20,NodeIterator,24
0.28,1.15,0.21,EdgeIterator,24
0.28,1.24,0.20,NodeIterator,25
0.28,1.15,0.21,EdgeIterator,25
