Real,User,Sys,Algorithm,Iteration
4.83,29.58,0.69,Sync,1
5.51,39.19,0.47,Sync,2
5.91,44.85,0.38,Sync,3
3.32,24.91,0.42,Sync,4
3.10,22.91,0.42,Sync,5
3.11,23.12,0.40,Sync,6
3.57,24.42,0.33,Sync,7
4.23,28.89,0.47,Sync,8
3.92,28.96,0.45,Sync,9
3.61,26.12,0.39,Sync,10
6.31,42.93,0.96,Sync,11
4.22,31.67,0.45,Sync,12
4.99,36.15,0.42,Sync,13
6.35,44.34,0.40,Sync,14
3.92,29.14,0.35,Sync,15
5.47,39.08,0.43,Sync,16
6.33,45.87,0.52,Sync,17
3.63,28.37,0.42,Sync,18
3.33,23.04,0.36,Sync,19
3.19,23.23,0.37,Sync,20
3.65,27.98,0.44,Sync,21
3.11,22.40,0.43,Sync,22
3.36,23.10,0.37,Sync,23
3.32,24.45,0.48,Sync,24
5.33,39.38,0.44,Sync,25
