Real,User,Sys,Algorithm,Iteration
15.65,131.10,0.58,Connected,1
15.72,130.88,0.45,Connected,2
9.88,85.76,0.43,Connected,3
9.27,80.24,0.34,Connected,4
12.82,111.70,0.40,Connected,5
18.03,148.66,0.46,Connected,6
16.87,141.58,0.45,Connected,7
8.54,77.24,0.53,Connected,8
10.42,92.31,0.36,Connected,9
14.34,126.63,0.42,Connected,10
16.95,142.48,0.44,Connected,11
13.05,112.17,0.48,Connected,12
7.77,68.02,0.44,Connected,13
8.62,74.44,0.40,Connected,14
11.71,98.94,0.65,Connected,15
16.94,138.03,0.32,Connected,16
16.08,134.13,0.45,Connected,17
8.34,73.75,0.46,Connected,18
9.56,84.33,0.41,Connected,19
13.09,107.43,0.48,Connected,20
19.94,159.63,0.59,Connected,21
12.89,108.22,0.37,Connected,22
5.87,50.80,0.37,Connected,23
6.69,57.58,0.46,Connected,24
11.03,92.76,0.43,Connected,25
