Real,User,Sys,Algorithm,Iteration
5.49,37.02,0.45,Connected,1
4.58,37.30,0.28,Connected,2
4.66,37.57,0.35,Connected,3
4.63,37.60,0.36,Connected,4
4.08,36.28,0.32,Connected,5
4.12,36.49,0.32,Connected,6
4.11,36.73,0.36,Connected,7
4.06,36.22,0.36,Connected,8
4.59,37.31,0.29,Connected,9
4.08,36.41,0.29,Connected,10
4.05,36.32,0.35,Connected,11
4.71,37.75,0.30,Connected,12
4.58,37.52,0.31,Connected,13
4.05,36.27,0.33,Connected,14
4.55,37.38,0.34,Connected,15
4.08,36.35,0.43,Connected,16
4.61,37.44,0.33,Connected,17
4.61,37.25,0.42,Connected,18
4.72,38.00,0.32,Connected,19
4.72,38.32,0.36,Connected,20
4.09,36.44,0.27,Connected,21
4.11,36.50,0.41,Connected,22
4.61,37.47,0.33,Connected,23
4.56,37.35,0.28,Connected,24
4.53,37.23,0.33,Connected,25
