Real,User,Sys,Algorithm,Iteration
5.32,30.84,0.46,Connected,1
3.90,30.24,0.29,Connected,2
3.94,30.43,0.31,Connected,3
3.90,30.51,0.31,Connected,4
3.94,31.06,0.27,Connected,5
3.85,30.20,0.33,Connected,6
3.79,30.02,0.32,Connected,7
3.41,29.65,0.29,Connected,8
3.33,28.95,0.30,Connected,9
3.38,29.41,0.24,Connected,10
3.34,29.22,0.28,Connected,11
3.94,31.11,0.26,Connected,12
3.96,31.59,0.26,Connected,13
3.94,30.43,0.33,Connected,14
3.97,30.59,0.30,Connected,15
3.39,29.31,0.35,Connected,16
4.03,30.81,0.29,Connected,17
4.03,30.94,0.28,Connected,18
3.90,30.28,0.31,Connected,19
3.39,29.43,0.29,Connected,20
3.49,30.32,0.38,Connected,21
3.86,30.16,0.25,Connected,22
3.81,30.11,0.34,Connected,23
3.85,30.18,0.34,Connected,24
3.41,29.46,0.29,Connected,25
