Real,User,Sys,Algorithm,Iteration
3.35,21.78,0.36,Sync,1
2.09,12.89,0.24,Sync,2
1.54,10.51,0.26,Sync,3
1.86,11.88,0.28,Sync,4
1.80,10.93,0.26,Sync,5
1.54,10.74,0.29,Sync,6
1.72,10.29,0.23,Sync,7
1.43,9.55,0.23,Sync,8
1.86,11.35,0.21,Sync,9
1.55,10.86,0.26,Sync,10
2.02,13.17,0.25,Sync,11
1.91,11.28,0.25,Sync,12
1.88,11.59,0.25,Sync,13
1.83,11.73,0.29,Sync,14
1.92,11.99,0.25,Sync,15
1.39,9.22,0.26,Sync,16
1.57,11.02,0.25,Sync,17
1.42,9.40,0.29,Sync,18
1.40,9.20,0.26,Sync,19
1.98,12.46,0.21,Sync,20
1.83,10.48,0.24,Sync,21
1.82,11.35,0.26,Sync,22
1.98,11.63,0.21,Sync,23
1.99,11.50,0.24,Sync,24
1.96,12.15,0.29,Sync,25
