Real,User,Sys,Algorithm,Iteration
3.44,8.71,0.25,Connected,1
1.32,6.70,0.21,Connected,2
1.77,8.18,0.20,Connected,3
1.71,8.05,0.16,Connected,4
1.80,8.43,0.16,Connected,5
1.30,6.63,0.17,Connected,6
1.30,6.60,0.20,Connected,7
1.33,6.94,0.20,Connected,8
1.75,8.34,0.12,Connected,9
1.77,8.45,0.16,Connected,10
1.32,6.89,0.16,Connected,11
1.84,8.64,0.11,Connected,12
1.73,8.22,0.16,Connected,13
1.30,6.68,0.13,Connected,14
1.76,8.47,0.18,Connected,15
1.76,8.24,0.17,Connected,16
1.33,6.83,0.16,Connected,17
1.31,6.73,0.17,Connected,18
1.32,6.67,0.18,Connected,19
1.70,8.15,0.16,Connected,20
1.67,8.10,0.15,Connected,21
1.32,6.75,0.12,Connected,22
1.31,6.68,0.16,Connected,23
1.76,8.19,0.19,Connected,24
1.32,6.79,0.17,Connected,25
