Real,User,Sys,Algorithm,Iteration
3.05,7.86,0.20,Connected,1
1.26,7.35,0.16,Connected,2
1.29,7.71,0.16,Connected,3
1.27,7.41,0.23,Connected,4
1.25,7.14,0.17,Connected,5
1.75,9.09,0.17,Connected,6
1.73,9.19,0.15,Connected,7
1.26,7.44,0.13,Connected,8
1.29,7.63,0.16,Connected,9
1.29,7.73,0.15,Connected,10
1.70,8.91,0.12,Connected,11
1.69,8.67,0.16,Connected,12
1.67,9.10,0.19,Connected,13
1.27,7.47,0.13,Connected,14
1.71,9.12,0.15,Connected,15
1.72,9.06,0.14,Connected,16
1.31,7.66,0.16,Connected,17
1.31,7.77,0.17,Connected,18
1.25,7.24,0.13,Connected,19
1.79,9.22,0.16,Connected,20
1.70,8.93,0.16,Connected,21
1.87,9.54,0.18,Connected,22
1.25,7.19,0.18,Connected,23
1.71,9.22,0.16,Connected,24
1.76,9.02,0.19,Connected,25
