Real,User,Sys,Algorithm,Iteration
3.51,8.91,0.18,Connected,1
1.19,6.53,0.16,Connected,2
1.20,6.63,0.14,Connected,3
1.17,6.26,0.19,Connected,4
1.57,7.99,0.14,Connected,5
1.19,6.44,0.16,Connected,6
1.63,8.12,0.21,Connected,7
1.59,7.84,0.14,Connected,8
1.66,8.02,0.22,Connected,9
1.67,7.73,0.23,Connected,10
1.70,8.10,0.19,Connected,11
1.19,6.46,0.11,Connected,12
1.85,8.34,0.16,Connected,13
1.64,7.84,0.18,Connected,14
1.51,7.72,0.19,Connected,15
1.60,7.91,0.15,Connected,16
1.73,8.34,0.18,Connected,17
1.73,8.10,0.24,Connected,18
1.72,8.31,0.16,Connected,19
1.20,6.49,0.16,Connected,20
1.52,7.64,0.17,Connected,21
1.56,7.59,0.14,Connected,22
1.19,6.48,0.17,Connected,23
1.20,6.54,0.20,Connected,24
1.62,7.95,0.19,Connected,25
