Real,User,Sys,Algorithm,Iteration
1.53,9.53,0.27,Sync,1
1.84,10.63,0.22,Sync,2
1.90,11.40,0.29,Sync,3
1.96,12.01,0.28,Sync,4
1.98,12.07,0.24,Sync,5
1.92,11.39,0.28,Sync,6
1.94,11.22,0.25,Sync,7
1.99,11.39,0.33,Sync,8
2.02,11.63,0.27,Sync,9
1.64,10.96,0.25,Sync,10
1.60,10.52,0.27,Sync,11
1.88,11.56,0.23,Sync,12
1.80,10.28,0.22,Sync,13
1.64,11.01,0.33,Sync,14
1.56,10.07,0.28,Sync,15
1.62,10.72,0.24,Sync,16
2.05,11.66,0.26,Sync,17
2.04,12.11,0.23,Sync,18
2.12,12.34,0.28,Sync,19
2.47,14.50,0.31,Sync,20
2.36,14.03,0.23,Sync,21
1.92,11.72,0.32,Sync,22
1.53,10.00,0.30,Sync,23
1.57,10.12,0.32,Sync,24
1.66,11.28,0.21,Sync,25
