Ordering,Algo,Refs,Misses,Time
default,Sync,1234875754.0,180466735.0,2.697758204
default,Sync,1336221214.0,175354917.0,1.605854604
default,Sync,1235336194.0,174867533.0,1.310255213
default,Sync,1235771947.0,175555268.0,1.272948265
default,Sync,1233793486.0,175465602.0,1.278237846
default,Sync,1365540625.0,176933121.0,1.628747306
default,Sync,1414431148.0,175781908.0,1.775665018
default,Sync,1333143282.0,175782778.0,1.605877531
default,Sync,1230330339.0,175699638.0,1.298549006
default,Sync,1404024577.0,175753324.0,1.718230102
default,Sync,1425439823.0,176685013.0,1.770429811
default,Sync,1352788512.0,176689017.0,1.610234007
default,Sync,1223842661.0,175656304.0,1.293861756
default,Sync,1222663412.0,174925092.0,1.278481112
default,Sync,1227922415.0,175830768.0,1.310626996
default,Sync,1351705895.0,176442011.0,1.626055573
default,Sync,1228510265.0,175389591.0,1.302613616
default,Sync,1237521441.0,176072740.0,1.29836398
default,Sync,1396613098.0,176921727.0,1.709805429
default,Sync,1236763597.0,178951706.0,1.333880767
default,Sync,1233300557.0,175378517.0,1.301649351
default,Sync,1225951943.0,175074895.0,1.273073894
default,Sync,1226052538.0,175489595.0,1.293936719
default,Sync,1358563066.0,176501728.0,1.618411391
default,Sync,1231579611.0,175319994.0,1.301935911
degree,Sync,1237241820.0,173106102.0,3.144044114
degree,Sync,1075687058.0,169534558.0,1.226192637
degree,Sync,1204189679.0,170804279.0,1.576561314
degree,Sync,1059766380.0,168807870.0,1.199327833
degree,Sync,1262856017.0,169907711.0,1.650330494
degree,Sync,1079663191.0,168656821.0,1.198527533
degree,Sync,1203014053.0,170977947.0,1.59378554
degree,Sync,1064558847.0,169108839.0,1.201530036
degree,Sync,1184521616.0,171133518.0,1.55842288
degree,Sync,1077400270.0,168864033.0,1.211810419
degree,Sync,1246281458.0,170113774.0,1.704928408
degree,Sync,1061925718.0,168706885.0,1.222111744
degree,Sync,1205098845.0,170266127.0,1.581731927
degree,Sync,1075128536.0,170929119.0,1.234237809
degree,Sync,1216697548.0,176181645.0,1.75334473
degree,Sync,1066457628.0,169158346.0,1.21055231
degree,Sync,1068037886.0,169054609.0,1.206199605
degree,Sync,1201512862.0,170137078.0,1.590542461
degree,Sync,1067726550.0,169155794.0,1.23456209
degree,Sync,1074752358.0,169121244.0,1.222201781
degree,Sync,1069875335.0,169182375.0,1.229262364
degree,Sync,1066419522.0,169111919.0,1.21863417
degree,Sync,1257121142.0,169925175.0,1.717973734
degree,Sync,1256832407.0,170001277.0,1.698083756
degree,Sync,1071069314.0,169052886.0,1.193947556
revdegree,Sync,1063321012.0,171562224.0,2.675026238
revdegree,Sync,1265383692.0,171341539.0,1.706292764
revdegree,Sync,1059648409.0,169096916.0,1.236375418
revdegree,Sync,1070977953.0,169113442.0,1.20621205
revdegree,Sync,1056165546.0,169152021.0,1.211380669
revdegree,Sync,1170632394.0,170219619.0,1.543459476
revdegree,Sync,1182720411.0,169834898.0,1.621775502
revdegree,Sync,1070271780.0,168942678.0,1.222054158
revdegree,Sync,1176887968.0,172951256.0,1.550465285
revdegree,Sync,1075753663.0,174375473.0,1.249521239
revdegree,Sync,1209813598.0,170791709.0,1.570797341
revdegree,Sync,1078135103.0,168690166.0,1.218299782
revdegree,Sync,1196500364.0,169574838.0,1.614080118
revdegree,Sync,1186899935.0,170151736.0,1.593401778
revdegree,Sync,1264377775.0,170586910.0,1.702886544
revdegree,Sync,1066432178.0,169118065.0,1.210032489
revdegree,Sync,1195919020.0,170673478.0,1.547846273
revdegree,Sync,1051913535.0,168945089.0,1.216402316
revdegree,Sync,1214942696.0,170806128.0,1.558697076
revdegree,Sync,1082131969.0,168935532.0,1.23380079
revdegree,Sync,1185286408.0,170568404.0,1.565791353
revdegree,Sync,1072784769.0,169042517.0,1.21390278
revdegree,Sync,1071873902.0,169091689.0,1.24084914
revdegree,Sync,1251083764.0,169441953.0,1.751467366
revdegree,Sync,1276597566.0,170683894.0,1.750382016
