Real,User,Sys,Algorithm,Iteration
3.28,19.31,0.33,Sync,1
1.69,10.22,0.18,Sync,2
1.76,10.08,0.16,Sync,3
1.75,10.71,0.21,Sync,4
1.57,11.07,0.24,Sync,5
1.49,10.32,0.23,Sync,6
2.05,12.13,0.22,Sync,7
1.97,11.49,0.25,Sync,8
2.10,13.68,0.23,Sync,9
1.55,10.84,0.23,Sync,10
1.95,11.59,0.24,Sync,11
1.93,11.49,0.21,Sync,12
1.55,10.92,0.22,Sync,13
1.46,9.83,0.26,Sync,14
1.87,11.71,0.26,Sync,15
1.95,12.42,0.30,Sync,16
1.60,11.25,0.25,Sync,17
1.46,9.81,0.21,Sync,18
1.58,11.06,0.25,Sync,19
2.21,13.78,0.22,Sync,20
1.50,10.39,0.21,Sync,21
1.40,9.33,0.17,Sync,22
1.53,10.62,0.27,Sync,23
1.85,10.77,0.23,Sync,24
1.80,10.28,0.25,Sync,25
